petal.length	petal.width	variety
7.1	5.6	Versicolor
3.9	3.6	Setosa
2.1	3.9	Setosa
4.0	1.2	Setosa
10.3	5.7	Virginica
4.9	6.0	Versicolor
6.8	2.5	Versicolor
6.2	4.1	Versicolor
8.9	2.9	Versicolor
5.1	1.1	Setosa
10.0	3.0	Virginica
5.2	5.5	Versicolor
8.2	3.8	Virginica
2.4	3.3	Setosa
4.7	0.7	Setosa
5.8	4.8	Virginica
7.6	2.3	Virginica
5.5	4.5	Versicolor
5.5	4.7	Setosa
7.6	5.9	Virginica
1.4	0.2	Setosa
9.2	2.0	Virginica
9.0	6.0	Virginica
3.0	1.1	Setosa
3.4	3.2	Setosa
4.5	4.5	Versicolor
6.3	4.8	Virginica
4.9	2.2	Setosa
5.9	3.3	Setosa
6.3	5.6	Virginica
5.3	2.8	Versicolor
4.5	5.3	Versicolor
4.8	4.2	Setosa
9.6	2.5	Virginica
7.0	5.8	Virginica
9.2	3.5	Versicolor
7.6	2.4	Virginica
6.4	4.1	Virginica
4.0	3.9	Setosa
6.7	3.7	Versicolor
3.5	2.8	Setosa
4.4	3.2	Setosa
11.2	5.2	Virginica
8.4	2.9	Versicolor
1.6	4.2	Setosa
4.8	1.8	Versicolor
5.5	2.7	Setosa
8.0	4.5	Versicolor
9.4	5.8	Virginica
8.4	4.8	Virginica
6.4	1.8	Versicolor
4.9	4.7	Versicolor
4.5	3.1	Versicolor
5.4	4.7	Setosa
8.7	6.0	Virginica
3.1	2.2	Setosa
6.0	1.8	Virginica
7.2	5.0	Virginica
8.1	1.5	Versicolor
8.8	5.9	Virginica
4.4	3.1	Versicolor
3.7	4.4	Setosa
7.4	3.0	Virginica
8.0	6.5	Virginica
1.4	2.2	Setosa
7.5	2.8	Versicolor
8.0	3.3	Versicolor
8.0	5.9	Virginica
7.1	4.3	Versicolor
2.0	4.2	Setosa
7.2	3.3	Versicolor
4.8	5.6	Versicolor
6.2	4.3	Virginica
5.9	4.1	Setosa
5.1	5.0	Versicolor
9.5	5.7	Versicolor
4.8	0.7	Setosa
4.4	2.9	Setosa
4.9	3.4	Versicolor
1.9	1.7	Setosa
5.9	2.7	Versicolor
6.1	2.3	Virginica
2.1	3.6	Setosa
7.4	3.8	Virginica
5.8	4.3	Versicolor
2.9	3.3	Setosa
7.0	2.5	Versicolor
9.0	5.8	Versicolor
4.3	4.2	Setosa
4.7	4.9	Versicolor
3.0	0.2	Setosa
2.5	1.4	Setosa
5.9	0.2	Setosa
5.3	1.3	Setosa
10.6	6.4	Virginica
8.3	3.8	Virginica
6.1	3.9	Virginica
8.1	1.3	Versicolor
9.6	6.4	Virginica
9.1	2.4	Virginica
5.5	4.7	Setosa
8.1	3.3	Versicolor
9.6	2.1	Virginica
4.7	1.8	Versicolor
4.7	1.4	Versicolor
