petal.length	variety
6.6	Versicolor
2.6	Setosa
9.6	Virginica
7.1	Versicolor
9.1	Virginica
4.5	Setosa
7.1	Virginica
9.7	Virginica
4.9	Versicolor
7.5	Versicolor
4.9	Versicolor
6.5	Versicolor
8.6	Virginica
7.7	Virginica
9.3	Virginica
6.7	Virginica
8.6	Versicolor
8.5	Versicolor
2.4	Setosa
5.2	Setosa
6.9	Versicolor
9.4	Versicolor
3.8	Versicolor
5.6	Virginica
4.6	Setosa
4.8	Setosa
5.5	Versicolor
8.2	Versicolor
5.7	Versicolor
3.5	Setosa
8.3	Versicolor
4.3	Setosa
4.3	Setosa
4.5	Versicolor
8.0	Virginica
7.4	Versicolor
9.5	Virginica
4.7	Setosa
4.4	Setosa
9.3	Virginica
9.0	Versicolor
5.2	Versicolor
2.9	Setosa
3.6	Setosa
6.7	Versicolor
2.9	Setosa
6.0	Setosa
8.6	Virginica
1.5	Setosa
8.6	Versicolor
4.8	Setosa
5.4	Setosa
7.0	Virginica
9.4	Virginica
8.5	Versicolor
9.0	Versicolor
6.6	Virginica
5.5	Virginica
5.6	Setosa
3.1	Setosa
2.4	Setosa
8.7	Virginica
4.0	Setosa
6.5	Versicolor
3.9	Setosa
6.3	Virginica
5.9	Virginica
10.4	Virginica
1.5	Setosa
8.9	Virginica
8.0	Versicolor
2.7	Setosa
7.8	Versicolor
8.3	Virginica
4.6	Versicolor
5.1	Setosa
9.1	Virginica
8.5	Virginica
2.4	Setosa
1.4	Setosa
3.9	Setosa
7.4	Virginica
2.9	Setosa
4.1	Versicolor
2.0	Setosa
5.3	Setosa
2.5	Setosa
5.2	Setosa
5.2	Versicolor
7.6	Virginica
4.5	Versicolor
1.8	Setosa
8.5	Versicolor
9.4	Virginica
8.2	Versicolor
8.8	Virginica
5.3	Versicolor
10.1	Virginica
5.2	Setosa
8.2	Virginica
2.5	Setosa
5.6	Virginica
7.2	Virginica
7.6	Virginica
10.1	Virginica
