sepal.length	sepal.width	variety
10.0	7.2	Virginica
6.2	6.3	Versicolor
9.6	5.5	Versicolor
8.9	6.7	Setosa
7.4	5.0	Setosa
10.3	4.8	Versicolor
9.1	5.3	Versicolor
8.4	4.1	Virginica
9.7	7.6	Versicolor
5.6	5.3	Setosa
5.6	5.5	Setosa
6.6	4.5	Versicolor
8.2	6.8	Virginica
7.4	7.2	Virginica
10.2	6.1	Versicolor
9.5	6.4	Setosa
10.2	6.8	Virginica
8.7	7.7	Virginica
7.1	7.3	Versicolor
7.5	6.5	Virginica
9.8	5.7	Setosa
9.7	6.1	Virginica
8.4	8.3	Virginica
6.0	3.4	Versicolor
7.8	3.5	Setosa
7.9	3.7	Virginica
7.3	5.4	Setosa
5.6	3.3	Setosa
8.4	7.6	Setosa
7.0	4.9	Setosa
7.0	3.5	Versicolor
6.3	6.2	Versicolor
11.1	7.0	Versicolor
6.8	7.2	Virginica
6.6	7.9	Setosa
6.2	7.2	Setosa
8.9	4.0	Virginica
11.2	3.5	Virginica
10.0	3.5	Setosa
6.0	7.5	Setosa
6.5	3.9	Versicolor
8.0	7.8	Setosa
8.5	3.8	Versicolor
10.6	4.0	Virginica
10.1	3.8	Virginica
7.2	5.3	Setosa
8.9	5.6	Setosa
6.0	6.1	Setosa
8.6	5.0	Versicolor
7.6	3.2	Versicolor
9.2	4.4	Setosa
7.5	7.2	Versicolor
8.3	6.6	Setosa
7.0	8.0	Setosa
6.0	6.5	Setosa
5.0	2.8	Setosa
8.3	6.5	Virginica
6.5	5.7	Versicolor
9.4	6.4	Setosa
7.8	6.6	Versicolor
7.7	4.6	Virginica
10.0	4.0	Virginica
10.4	4.9	Versicolor
5.8	5.4	Setosa
8.3	4.5	Setosa
8.9	3.9	Setosa
7.8	2.8	Virginica
8.6	6.0	Versicolor
7.6	3.5	Versicolor
5.1	6.5	Setosa
9.1	5.4	Versicolor
7.5	3.4	Versicolor
5.8	4.5	Setosa
9.1	3.8	Setosa
9.8	7.3	Versicolor
9.7	5.5	Virginica
11.2	3.0	Virginica
9.5	5.3	Versicolor
8.8	6.7	Versicolor
6.6	5.7	Setosa
6.5	7.5	Virginica
8.7	2.8	Versicolor
6.7	6.4	Virginica
6.7	3.9	Setosa
8.7	3.9	Versicolor
10.6	2.6	Virginica
7.9	4.2	Virginica
6.8	5.0	Versicolor
9.4	3.4	Versicolor
7.8	7.5	Setosa
5.6	6.6	Setosa
9.7	7.0	Setosa
10.9	7.3	Virginica
8.4	3.2	Versicolor
6.4	5.3	Virginica
10.2	4.3	Virginica
7.0	4.2	Versicolor
8.1	4.3	Setosa
4.6	4.1	Setosa
10.1	6.0	Virginica
9.6	6.4	Setosa
9.9	6.5	Versicolor
9.5	4.0	Versicolor
7.6	7.0	Virginica
7.2	5.5	Versicolor
