sepal.width	variety
8.3	Setosa
6.0	Setosa
3.1	Virginica
3.9	Setosa
2.9	Versicolor
6.7	Virginica
4.7	Virginica
4.2	Virginica
3.0	Virginica
3.3	Virginica
4.0	Setosa
3.3	Virginica
5.3	Versicolor
7.4	Setosa
7.6	Setosa
6.3	Versicolor
6.2	Versicolor
2.5	Versicolor
6.1	Setosa
8.2	Setosa
7.3	Virginica
5.2	Setosa
2.5	Virginica
2.2	Virginica
5.9	Versicolor
4.6	Setosa
3.5	Setosa
2.8	Versicolor
7.0	Virginica
7.2	Versicolor
3.0	Virginica
4.5	Virginica
2.9	Versicolor
3.2	Versicolor
5.4	Setosa
7.7	Virginica
8.3	Setosa
6.0	Versicolor
5.1	Versicolor
3.9	Setosa
6.8	Virginica
7.3	Virginica
4.8	Versicolor
5.5	Versicolor
5.0	Setosa
4.4	Setosa
5.8	Versicolor
6.4	Setosa
4.4	Setosa
7.4	Versicolor
4.0	Virginica
4.7	Setosa
6.4	Versicolor
4.9	Virginica
4.7	Setosa
8.1	Setosa
3.6	Versicolor
3.7	Versicolor
3.7	Virginica
6.3	Virginica
3.8	Virginica
5.2	Versicolor
3.6	Virginica
4.3	Setosa
7.3	Setosa
7.0	Versicolor
5.8	Versicolor
5.2	Versicolor
6.9	Setosa
4.5	Versicolor
5.0	Virginica
6.2	Virginica
6.4	Virginica
3.0	Virginica
6.0	Versicolor
6.3	Setosa
4.3	Virginica
5.0	Setosa
3.5	Versicolor
6.6	Versicolor
5.2	Versicolor
6.3	Virginica
3.4	Versicolor
2.8	Virginica
6.2	Setosa
3.0	Versicolor
3.4	Versicolor
7.0	Versicolor
6.0	Setosa
5.0	Virginica
5.6	Virginica
7.6	Virginica
6.8	Versicolor
4.2	Setosa
4.5	Versicolor
5.5	Versicolor
7.6	Setosa
6.9	Setosa
5.0	Virginica
4.7	Virginica
3.5	Versicolor
7.0	Setosa
6.0	Setosa
6.6	Virginica
5.5	Virginica
