sepal.length	sepal.width	variety
6.1	6.6	Setosa
9.4	3.2	Virginica
8.2	6.0	Virginica
4.8	7.4	Setosa
9.1	8.3	Setosa
7.3	2.5	Versicolor
7.7	6.4	Virginica
6.4	5.0	Virginica
8.3	3.9	Virginica
6.7	6.6	Virginica
5.5	3.3	Setosa
5.5	5.4	Setosa
7.7	4.0	Virginica
8.0	4.9	Versicolor
7.4	4.2	Setosa
5.9	5.0	Versicolor
5.7	5.7	Setosa
10.3	6.2	Virginica
9.5	6.3	Versicolor
6.0	2.7	Versicolor
5.6	5.6	Setosa
8.4	7.6	Virginica
7.1	3.5	Setosa
10.3	7.3	Virginica
10.6	3.0	Versicolor
7.5	5.9	Setosa
8.8	2.6	Versicolor
8.3	4.5	Setosa
9.0	7.5	Setosa
6.5	7.0	Setosa
11.9	5.3	Virginica
6.8	7.4	Virginica
10.8	5.5	Virginica
9.2	2.8	Virginica
8.6	4.0	Versicolor
6.8	3.7	Setosa
10.2	6.2	Versicolor
6.0	3.2	Virginica
7.8	5.2	Versicolor
10.1	6.8	Virginica
9.7	6.8	Versicolor
6.6	4.7	Setosa
5.3	6.9	Setosa
8.5	5.9	Versicolor
11.0	4.0	Virginica
8.4	4.3	Virginica
7.3	2.8	Versicolor
8.9	5.5	Setosa
7.9	5.4	Versicolor
9.9	3.5	Virginica
9.1	2.9	Versicolor
9.8	3.7	Virginica
7.3	6.8	Versicolor
9.9	7.1	Virginica
5.6	6.9	Setosa
7.0	5.0	Virginica
5.7	7.9	Setosa
7.4	7.1	Setosa
9.5	6.4	Versicolor
6.9	6.9	Setosa
7.3	3.5	Setosa
7.5	6.5	Versicolor
8.4	5.7	Versicolor
5.0	5.0	Setosa
7.6	6.0	Virginica
9.6	5.5	Versicolor
5.7	7.3	Setosa
7.2	7.5	Virginica
8.7	7.6	Virginica
10.0	3.6	Versicolor
6.4	8.1	Setosa
9.6	4.9	Versicolor
8.7	8.1	Setosa
9.5	7.3	Versicolor
6.6	6.5	Versicolor
7.2	8.4	Setosa
8.0	6.7	Virginica
9.7	3.6	Versicolor
9.7	6.2	Virginica
10.5	3.5	Virginica
9.6	2.9	Versicolor
6.7	5.2	Versicolor
5.5	4.3	Versicolor
7.2	7.7	Setosa
7.4	5.8	Virginica
9.3	6.7	Virginica
9.4	3.2	Virginica
9.5	5.9	Versicolor
8.4	7.6	Setosa
6.5	7.7	Setosa
7.1	7.0	Virginica
9.4	3.4	Setosa
5.4	4.7	Setosa
6.6	3.5	Versicolor
8.4	3.4	Setosa
8.8	4.6	Setosa
9.6	3.5	Setosa
8.7	4.5	Setosa
6.9	6.9	Setosa
10.9	5.2	Virginica
8.7	7.1	Versicolor
9.8	7.0	Virginica
7.4	4.6	Virginica
9.5	5.7	Setosa
7.7	7.3	Virginica
