petal.length	variety
5.6	Setosa
8.7	Versicolor
6.1	Virginica
4.6	Setosa
4.8	Setosa
8.6	Versicolor
2.5	Setosa
5.6	Versicolor
5.9	Setosa
4.6	Setosa
5.6	Virginica
3.6	Setosa
2.8	Setosa
9.0	Virginica
1.6	Setosa
7.2	Virginica
3.9	Versicolor
4.0	Setosa
5.2	Setosa
9.1	Virginica
8.5	Virginica
7.1	Virginica
1.8	Setosa
5.5	Setosa
6.3	Versicolor
5.0	Versicolor
5.1	Virginica
6.3	Virginica
8.5	Virginica
7.9	Virginica
9.2	Virginica
8.6	Virginica
4.4	Setosa
8.4	Versicolor
6.2	Setosa
7.7	Versicolor
8.7	Versicolor
5.3	Setosa
7.1	Virginica
5.0	Versicolor
6.9	Virginica
9.0	Virginica
7.8	Versicolor
1.5	Setosa
5.6	Versicolor
7.4	Virginica
7.8	Virginica
6.6	Versicolor
2.0	Setosa
3.9	Setosa
3.9	Setosa
8.2	Virginica
6.9	Versicolor
6.0	Virginica
3.5	Setosa
2.7	Setosa
7.5	Versicolor
6.0	Versicolor
6.7	Versicolor
4.9	Setosa
7.7	Versicolor
7.9	Versicolor
5.3	Versicolor
7.5	Versicolor
6.1	Versicolor
5.8	Virginica
4.9	Setosa
9.6	Virginica
1.3	Setosa
7.3	Virginica
5.9	Virginica
8.8	Versicolor
2.0	Setosa
7.9	Virginica
8.5	Virginica
7.2	Versicolor
3.4	Setosa
5.5	Versicolor
8.1	Virginica
6.8	Versicolor
6.0	Virginica
1.4	Setosa
2.7	Setosa
9.2	Virginica
9.7	Virginica
5.6	Virginica
3.5	Setosa
6.6	Virginica
5.6	Versicolor
2.4	Setosa
5.8	Setosa
8.6	Virginica
2.7	Setosa
6.4	Versicolor
4.9	Setosa
4.8	Versicolor
7.0	Versicolor
7.4	Virginica
5.1	Setosa
7.5	Versicolor
7.6	Versicolor
6.4	Versicolor
9.5	Virginica
3.5	Setosa
10.1	Virginica
