sepal.width	petal.length	petal.width	variety
7.0	1.8	0.7	Setosa
5.6	6.4	2.2	Versicolor
8.4	4.3	0.4	Setosa
7.6	6.9	4.5	Versicolor
5.0	8.1	2.3	Versicolor
6.3	2.6	4.7	Setosa
7.9	3.9	0.7	Setosa
6.6	4.4	5.4	Versicolor
3.5	7.3	6.1	Virginica
3.2	1.3	3.2	Setosa
2.5	7.5	3.7	Virginica
6.6	6.0	5.8	Virginica
4.8	5.6	4.1	Virginica
6.2	8.6	3.0	Virginica
7.4	6.8	5.3	Versicolor
3.8	6.5	5.0	Virginica
7.5	4.1	1.6	Setosa
4.0	4.4	2.3	Setosa
2.7	5.6	4.0	Versicolor
6.1	6.0	1.6	Setosa
5.0	5.0	2.9	Virginica
7.0	8.5	5.6	Virginica
3.9	4.7	4.9	Versicolor
3.3	7.1	1.5	Virginica
5.3	6.5	1.8	Versicolor
6.7	7.0	5.3	Virginica
6.2	5.3	0.7	Setosa
4.9	8.1	4.4	Virginica
6.3	10.1	3.7	Virginica
6.2	2.5	0.2	Setosa
6.4	6.1	5.8	Virginica
7.5	7.3	4.2	Virginica
4.2	5.9	3.7	Setosa
5.4	2.4	3.3	Setosa
7.3	7.5	4.3	Versicolor
8.6	2.5	3.1	Setosa
4.5	5.9	1.2	Setosa
4.7	9.5	5.0	Virginica
4.1	8.2	4.0	Versicolor
6.3	4.9	2.4	Setosa
6.3	6.5	3.3	Versicolor
4.6	6.0	4.7	Versicolor
3.0	10.0	3.3	Virginica
5.0	6.3	4.8	Virginica
4.1	5.9	2.1	Setosa
7.4	5.9	2.3	Virginica
6.9	5.2	4.9	Setosa
5.4	3.3	1.5	Versicolor
6.9	3.6	3.9	Setosa
3.5	8.6	3.3	Virginica
3.3	6.7	3.1	Virginica
3.0	1.9	2.7	Setosa
4.7	5.2	5.8	Versicolor
5.5	9.0	1.5	Versicolor
5.2	2.5	4.9	Setosa
5.2	4.6	2.2	Setosa
5.4	3.7	4.0	Versicolor
6.1	5.5	1.2	Setosa
6.5	5.5	1.5	Versicolor
3.0	8.5	5.7	Versicolor
4.4	5.2	4.7	Setosa
6.8	5.2	2.8	Setosa
4.5	6.0	4.5	Virginica
3.2	8.9	2.8	Virginica
3.6	8.4	6.6	Virginica
5.7	8.8	6.4	Virginica
6.6	9.6	4.0	Virginica
7.1	2.4	1.2	Setosa
3.9	4.3	3.1	Versicolor
7.6	6.0	1.2	Setosa
7.2	6.4	5.2	Versicolor
4.3	7.2	2.1	Versicolor
7.5	5.6	5.1	Setosa
7.3	2.5	1.3	Setosa
7.2	5.2	2.9	Versicolor
3.0	8.6	4.9	Versicolor
5.3	5.3	5.8	Virginica
5.7	7.1	3.9	Virginica
6.7	5.8	3.8	Virginica
4.3	8.6	2.9	Virginica
4.5	3.5	2.5	Versicolor
4.0	7.9	3.8	Virginica
4.8	9.2	5.2	Versicolor
7.2	9.0	2.5	Versicolor
6.8	8.4	5.3	Versicolor
2.8	5.3	2.9	Versicolor
4.5	6.7	6.8	Virginica
6.8	8.6	5.4	Virginica
5.2	8.7	4.3	Virginica
7.5	5.7	4.0	Versicolor
4.5	8.9	1.5	Versicolor
3.6	5.6	4.2	Setosa
4.1	10.1	6.4	Virginica
7.9	1.4	1.2	Setosa
3.8	8.7	6.0	Virginica
8.2	1.5	4.2	Setosa
5.2	7.5	1.5	Versicolor
6.0	2.3	0.3	Setosa
3.0	3.3	3.2	Setosa
4.5	8.1	2.3	Virginica
5.4	7.6	1.8	Versicolor
4.0	4.2	4.7	Versicolor
6.7	7.4	5.4	Versicolor
4.7	6.6	2.4	Virginica
7.4	3.0	2.2	Setosa
