sepal.length	sepal.width	petal.length	variety
6.6	4.0	5.5	Versicolor
9.7	3.2	4.5	Versicolor
7.8	3.4	3.4	Setosa
8.4	7.6	10.0	Virginica
5.0	4.6	4.9	Setosa
5.1	6.2	1.4	Setosa
10.4	3.1	6.9	Virginica
8.1	5.3	3.0	Setosa
9.6	6.3	4.7	Setosa
7.9	6.8	5.6	Virginica
6.8	4.7	6.6	Versicolor
7.9	4.2	5.8	Versicolor
7.5	3.8	2.8	Setosa
10.5	6.7	9.6	Versicolor
5.4	4.5	8.5	Versicolor
10.2	4.6	7.5	Versicolor
9.7	6.6	2.0	Setosa
9.7	4.9	5.5	Setosa
10.2	4.1	9.1	Virginica
5.4	7.5	5.9	Setosa
7.5	3.3	7.1	Versicolor
6.6	7.6	3.0	Setosa
9.9	7.2	3.5	Setosa
6.9	7.6	4.0	Setosa
6.9	5.4	6.8	Versicolor
6.2	2.7	8.4	Versicolor
6.5	4.0	6.5	Versicolor
7.8	5.5	7.0	Virginica
7.2	6.5	8.8	Virginica
9.1	7.0	4.4	Setosa
8.5	6.0	2.3	Setosa
10.2	5.6	9.2	Versicolor
5.0	4.3	6.8	Versicolor
8.2	3.7	9.0	Virginica
10.0	2.2	7.0	Virginica
10.0	4.4	6.8	Versicolor
5.8	6.7	7.9	Versicolor
8.1	3.9	2.9	Setosa
9.2	5.5	7.8	Virginica
8.7	7.8	5.7	Virginica
10.5	7.0	9.2	Virginica
8.6	3.1	5.0	Setosa
4.9	5.1	4.0	Setosa
5.0	7.5	1.6	Setosa
6.3	7.7	6.0	Setosa
5.5	4.4	4.6	Setosa
9.9	5.2	9.7	Virginica
6.4	5.2	8.8	Virginica
9.0	4.0	7.3	Virginica
8.0	5.5	7.0	Versicolor
6.0	6.9	6.5	Versicolor
6.3	7.5	5.9	Setosa
7.5	6.4	5.5	Versicolor
8.7	7.3	9.3	Virginica
9.2	5.9	1.9	Setosa
9.8	3.7	6.9	Virginica
5.7	3.7	4.1	Setosa
6.8	5.8	5.6	Virginica
8.7	7.1	7.9	Versicolor
9.6	3.4	4.6	Versicolor
8.5	5.5	3.3	Setosa
7.7	8.1	7.6	Virginica
9.4	3.4	3.8	Versicolor
10.3	5.8	5.2	Versicolor
9.7	3.3	9.2	Virginica
7.6	4.5	4.9	Versicolor
9.9	3.8	8.1	Virginica
8.4	3.5	2.8	Setosa
5.6	7.0	6.5	Versicolor
8.5	3.2	5.6	Virginica
8.2	5.5	10.1	Virginica
7.5	5.3	4.0	Versicolor
8.7	5.0	4.0	Setosa
6.6	5.5	2.9	Setosa
8.6	4.8	7.9	Virginica
5.6	4.3	1.9	Setosa
6.4	5.9	3.2	Setosa
6.5	3.4	4.2	Versicolor
8.8	2.9	9.1	Virginica
9.9	6.2	7.0	Versicolor
9.5	7.8	1.9	Setosa
10.1	2.7	6.2	Versicolor
6.3	3.5	7.0	Virginica
8.3	7.1	7.5	Versicolor
9.9	5.1	6.1	Virginica
7.3	3.4	7.6	Virginica
7.0	5.6	5.4	Versicolor
8.4	2.5	4.5	Virginica
11.4	5.3	10.4	Virginica
7.0	3.7	5.2	Versicolor
8.8	5.8	8.8	Versicolor
7.1	7.4	4.1	Versicolor
8.3	2.7	8.1	Virginica
8.7	5.2	1.8	Setosa
10.0	3.7	8.5	Versicolor
7.9	4.9	4.0	Setosa
6.5	4.5	5.6	Setosa
8.1	6.5	6.4	Virginica
11.7	4.6	7.9	Virginica
9.7	7.0	7.5	Virginica
10.2	6.3	7.6	Versicolor
9.7	5.9	7.8	Versicolor
9.6	5.3	8.0	Versicolor
10.2	6.5	5.7	Versicolor
10.9	3.3	9.6	Virginica
