sepal.width	petal.length	variety
7.0	6.7	Versicolor
4.4	7.6	Virginica
7.4	9.4	Virginica
7.0	10.3	Virginica
8.0	1.4	Setosa
5.3	5.0	Versicolor
6.5	4.4	Versicolor
4.8	8.7	Versicolor
2.9	5.5	Versicolor
7.6	9.1	Virginica
4.3	6.4	Versicolor
2.6	7.6	Virginica
4.7	6.1	Versicolor
2.4	7.3	Versicolor
7.8	3.4	Setosa
3.4	3.5	Setosa
6.2	2.9	Setosa
4.8	9.1	Virginica
6.0	7.6	Versicolor
4.8	8.8	Versicolor
4.4	1.6	Setosa
6.6	6.5	Versicolor
5.8	5.3	Setosa
4.0	7.0	Versicolor
6.4	5.9	Setosa
5.5	6.7	Versicolor
5.9	3.5	Setosa
6.7	3.0	Setosa
6.7	5.1	Virginica
3.0	7.0	Versicolor
3.0	7.4	Versicolor
4.5	5.0	Versicolor
4.3	8.2	Virginica
6.9	8.5	Versicolor
5.7	6.3	Versicolor
5.5	8.5	Virginica
6.8	9.6	Virginica
2.7	6.3	Virginica
5.0	3.4	Setosa
4.5	5.9	Setosa
5.6	4.5	Setosa
6.2	5.7	Setosa
3.5	8.0	Versicolor
6.9	6.2	Versicolor
3.5	8.2	Virginica
4.3	10.7	Virginica
5.9	4.0	Setosa
3.1	6.2	Versicolor
3.6	7.5	Versicolor
3.7	8.7	Versicolor
4.8	10.2	Virginica
5.7	9.9	Virginica
5.0	1.4	Setosa
6.5	2.8	Setosa
5.0	4.2	Setosa
3.0	6.6	Virginica
6.0	8.8	Virginica
3.2	5.0	Virginica
5.7	6.5	Versicolor
7.4	4.8	Versicolor
6.0	6.5	Virginica
5.8	4.0	Versicolor
4.7	6.0	Versicolor
7.4	5.9	Setosa
4.2	9.0	Virginica
6.1	7.4	Virginica
3.7	8.1	Virginica
7.3	8.0	Versicolor
3.4	7.6	Versicolor
4.9	4.0	Setosa
7.2	7.2	Versicolor
3.1	5.4	Versicolor
5.3	7.4	Virginica
6.4	4.7	Setosa
4.8	2.2	Setosa
6.4	6.1	Setosa
5.8	4.2	Setosa
4.9	6.2	Setosa
4.6	2.5	Setosa
4.5	6.0	Virginica
5.0	5.5	Virginica
4.0	7.0	Versicolor
3.8	4.9	Setosa
3.1	4.0	Setosa
5.7	7.4	Versicolor
5.9	1.8	Setosa
7.6	1.4	Setosa
6.2	4.5	Setosa
3.7	5.4	Virginica
4.0	3.8	Setosa
4.0	2.1	Setosa
4.4	8.3	Virginica
6.1	8.4	Versicolor
8.3	9.2	Virginica
4.4	5.2	Versicolor
8.3	4.6	Setosa
3.8	8.3	Virginica
6.4	8.1	Versicolor
7.0	5.1	Setosa
3.1	7.4	Virginica
7.4	8.8	Versicolor
6.0	4.8	Virginica
5.7	2.3	Setosa
6.3	10.4	Virginica
6.8	2.0	Setosa
