petal.length	variety
5.6	Versicolor
7.1	Versicolor
7.9	Versicolor
6.1	Virginica
7.0	Versicolor
6.0	Versicolor
9.1	Virginica
8.5	Versicolor
9.4	Virginica
8.7	Versicolor
7.5	Versicolor
8.2	Versicolor
1.4	Setosa
7.8	Versicolor
5.1	Setosa
5.4	Setosa
9.3	Virginica
8.6	Virginica
7.7	Virginica
1.4	Setosa
3.0	Setosa
1.9	Setosa
7.5	Versicolor
7.8	Virginica
5.0	Virginica
4.9	Setosa
7.6	Virginica
6.9	Virginica
3.0	Setosa
1.8	Setosa
7.4	Versicolor
3.0	Setosa
9.7	Virginica
7.4	Versicolor
5.8	Setosa
2.1	Setosa
4.6	Versicolor
8.5	Versicolor
7.5	Virginica
10.1	Virginica
3.6	Versicolor
2.7	Setosa
1.9	Setosa
4.9	Setosa
6.0	Setosa
5.0	Setosa
8.2	Virginica
7.8	Virginica
8.5	Versicolor
7.4	Versicolor
10.1	Virginica
6.1	Virginica
5.6	Virginica
6.5	Versicolor
9.0	Versicolor
4.5	Versicolor
4.6	Versicolor
7.7	Versicolor
3.9	Setosa
5.5	Setosa
3.1	Setosa
5.0	Setosa
7.1	Virginica
6.1	Virginica
7.6	Virginica
5.7	Versicolor
6.1	Setosa
8.5	Virginica
6.6	Virginica
3.8	Setosa
6.0	Setosa
1.3	Setosa
9.3	Virginica
1.7	Setosa
8.6	Virginica
3.6	Setosa
6.2	Setosa
7.5	Virginica
4.5	Setosa
8.4	Virginica
8.6	Versicolor
9.0	Virginica
6.8	Virginica
5.4	Versicolor
4.1	Setosa
2.4	Setosa
1.8	Setosa
8.4	Virginica
10.0	Virginica
3.9	Setosa
5.5	Versicolor
5.2	Setosa
6.4	Virginica
8.8	Virginica
7.1	Virginica
1.5	Setosa
1.4	Setosa
5.6	Virginica
6.2	Versicolor
6.9	Versicolor
9.0	Versicolor
8.9	Versicolor
8.0	Versicolor
5.5	Versicolor
7.9	Virginica
