sepal.length	sepal.width	petal.length	petal.width	variety
7.6	7.1	4.0	0.7	Setosa
7.9	6.0	9.0	5.5	Versicolor
9.0	6.0	1.3	0.2	Setosa
7.4	4.9	1.9	3.7	Setosa
7.9	2.8	9.1	5.2	Virginica
6.8	4.5	10.0	2.6	Virginica
9.3	2.9	6.8	2.3	Virginica
8.2	4.0	5.2	5.7	Versicolor
9.4	5.3	7.1	5.1	Virginica
9.6	6.0	7.6	2.4	Versicolor
4.9	6.2	4.3	4.2	Setosa
6.5	6.9	4.3	5.6	Versicolor
10.2	4.3	9.7	7.0	Virginica
6.3	7.4	6.1	2.9	Virginica
9.1	5.8	6.2	1.0	Setosa
8.2	7.1	8.4	5.3	Virginica
9.1	6.5	6.5	5.1	Versicolor
9.0	6.3	2.3	0.8	Setosa
7.5	6.6	5.9	3.2	Versicolor
9.5	6.1	4.4	4.7	Setosa
7.5	5.5	9.0	4.3	Virginica
6.0	6.2	1.2	3.7	Setosa
8.5	5.4	3.7	5.0	Versicolor
7.6	5.9	4.4	2.8	Setosa
7.7	3.7	2.1	2.7	Setosa
6.0	4.4	6.0	1.6	Versicolor
11.2	3.1	7.2	4.0	Versicolor
8.3	4.0	1.9	1.1	Setosa
9.2	8.9	2.0	4.4	Setosa
4.3	5.5	2.1	0.1	Setosa
8.1	3.5	6.6	5.1	Virginica
7.9	6.2	10.2	4.3	Virginica
10.5	7.2	5.1	3.6	Versicolor
6.8	4.2	6.4	2.3	Virginica
9.8	3.2	5.1	3.4	Virginica
12.2	2.8	8.7	2.0	Virginica
4.4	4.5	4.8	0.2	Setosa
8.0	4.2	5.0	2.0	Versicolor
6.9	7.1	4.4	2.1	Setosa
10.2	6.6	8.1	4.9	Virginica
6.1	4.4	4.0	1.2	Setosa
6.3	3.2	7.1	4.0	Versicolor
6.1	5.2	5.0	1.9	Setosa
7.6	3.0	4.1	1.3	Versicolor
5.9	4.1	4.0	3.2	Setosa
8.3	5.8	6.0	7.0	Virginica
9.4	5.9	3.7	0.4	Setosa
9.1	6.1	5.5	4.2	Setosa
12.4	7.8	9.9	3.5	Virginica
9.4	7.9	3.8	4.4	Setosa
11.2	6.5	7.3	3.6	Virginica
8.5	3.3	3.8	3.0	Versicolor
9.2	5.3	9.3	3.3	Virginica
7.9	2.5	5.5	4.2	Virginica
8.6	6.0	5.9	6.6	Virginica
9.7	3.7	7.0	6.0	Versicolor
7.0	7.0	3.3	1.8	Setosa
9.9	6.9	5.0	4.4	Setosa
5.1	5.8	5.6	1.7	Setosa
8.6	5.5	9.0	3.0	Versicolor
6.8	6.4	9.1	5.3	Virginica
10.0	4.7	4.7	5.4	Versicolor
7.3	4.7	6.1	1.9	Virginica
9.9	3.7	4.0	0.2	Setosa
8.3	3.9	4.6	0.2	Setosa
8.0	3.5	5.1	4.1	Setosa
10.5	6.5	7.7	3.5	Virginica
9.4	3.9	5.8	2.3	Versicolor
9.0	4.0	8.0	3.0	Versicolor
8.9	6.6	7.0	5.3	Virginica
8.0	4.4	4.0	0.2	Setosa
5.5	3.8	4.0	3.3	Versicolor
7.1	4.0	4.9	2.2	Setosa
8.8	5.3	7.3	1.9	Versicolor
7.2	4.4	4.7	3.8	Versicolor
7.4	5.1	9.6	2.3	Virginica
10.7	7.2	9.5	2.3	Virginica
5.5	3.0	3.1	1.2	Setosa
7.2	3.9	9.4	2.3	Virginica
8.4	7.2	8.0	2.0	Versicolor
7.9	3.7	7.8	4.3	Versicolor
8.0	5.2	8.1	2.0	Virginica
9.4	7.5	4.9	1.2	Setosa
8.7	5.0	3.0	4.7	Setosa
8.6	6.3	9.2	4.2	Versicolor
8.2	3.6	4.5	3.0	Versicolor
5.2	7.7	5.3	1.2	Setosa
8.7	7.8	10.2	4.6	Virginica
7.7	8.1	9.6	3.0	Virginica
8.1	4.9	6.1	1.3	Versicolor
8.6	5.9	4.7	1.4	Versicolor
8.0	3.9	6.0	4.0	Versicolor
11.2	6.0	9.1	2.8	Virginica
8.4	3.9	6.3	1.0	Versicolor
10.2	4.3	3.7	4.3	Setosa
12.2	4.3	7.7	6.7	Virginica
5.5	8.7	4.4	4.2	Setosa
8.3	6.0	3.4	1.3	Setosa
10.8	5.7	5.9	4.8	Virginica
7.4	5.6	2.5	2.6	Setosa
10.7	5.0	6.2	4.3	Virginica
9.7	5.1	5.9	5.9	Versicolor
5.2	6.7	7.9	1.4	Versicolor
7.7	7.9	4.9	4.7	Setosa
8.3	5.6	8.5	2.2	Versicolor
