sepal.length	sepal.width	variety
11.1	4.0	Virginica
6.9	5.4	Setosa
6.1	4.5	Virginica
7.2	5.8	Virginica
7.6	4.5	Virginica
10.3	6.5	Virginica
6.7	6.8	Virginica
6.3	4.4	Virginica
7.8	4.3	Versicolor
7.1	3.5	Versicolor
6.7	5.0	Virginica
7.2	5.7	Setosa
7.2	5.8	Setosa
8.1	6.7	Setosa
10.9	5.2	Virginica
8.7	7.9	Virginica
10.4	6.5	Versicolor
8.3	5.4	Virginica
6.5	6.5	Versicolor
7.1	5.9	Versicolor
7.7	4.4	Versicolor
8.9	4.0	Setosa
8.9	2.4	Versicolor
6.7	4.6	Versicolor
10.9	5.6	Versicolor
7.4	7.2	Setosa
7.1	6.9	Setosa
7.7	3.5	Virginica
10.4	3.1	Virginica
6.1	5.8	Setosa
9.9	7.0	Virginica
10.2	4.1	Virginica
8.1	5.8	Versicolor
7.7	5.7	Virginica
6.0	4.4	Versicolor
6.7	3.8	Versicolor
6.4	3.3	Virginica
7.0	5.0	Setosa
7.3	5.5	Setosa
8.9	7.0	Setosa
8.2	6.0	Setosa
6.1	6.8	Versicolor
9.7	4.7	Versicolor
8.3	3.1	Versicolor
11.3	5.4	Virginica
8.9	6.2	Versicolor
6.9	7.4	Setosa
6.5	4.2	Virginica
8.0	3.4	Setosa
7.0	3.3	Setosa
6.1	7.1	Setosa
8.2	8.4	Setosa
7.0	6.7	Setosa
7.2	4.2	Versicolor
5.4	3.0	Versicolor
9.6	4.0	Setosa
11.2	4.6	Virginica
9.2	7.3	Versicolor
8.8	7.2	Versicolor
7.3	3.6	Setosa
7.7	4.6	Virginica
7.2	6.6	Versicolor
7.0	2.3	Setosa
10.1	4.6	Virginica
8.9	6.2	Virginica
5.9	3.7	Versicolor
9.1	4.0	Setosa
11.7	4.8	Virginica
8.3	7.3	Virginica
7.8	6.2	Virginica
5.9	4.6	Setosa
7.0	7.5	Virginica
7.9	2.8	Virginica
10.1	3.0	Versicolor
11.2	6.8	Virginica
9.5	7.5	Virginica
6.5	4.9	Versicolor
10.7	3.0	Versicolor
7.3	6.2	Virginica
8.2	4.9	Versicolor
9.5	5.4	Setosa
5.4	7.9	Setosa
6.2	4.3	Virginica
8.9	5.7	Setosa
7.4	3.6	Virginica
8.2	7.0	Virginica
6.2	5.1	Setosa
10.0	4.3	Versicolor
9.5	6.6	Setosa
9.4	7.0	Virginica
8.0	5.0	Setosa
11.0	7.7	Virginica
5.6	7.2	Setosa
7.9	6.4	Setosa
8.5	7.5	Virginica
8.0	3.2	Versicolor
7.9	4.8	Virginica
9.3	6.7	Virginica
6.2	3.4	Setosa
7.6	6.4	Versicolor
7.5	4.9	Versicolor
9.8	5.3	Virginica
5.0	6.7	Setosa
6.4	5.9	Versicolor
6.3	4.9	Setosa
