petal.width	variety
5.8	Virginica
0.7	Setosa
4.2	Setosa
4.3	Virginica
2.9	Virginica
0.2	Setosa
0.9	Setosa
3.6	Versicolor
5.6	Virginica
2.1	Virginica
0.6	Setosa
0.7	Setosa
1.3	Versicolor
5.1	Versicolor
1.6	Setosa
4.7	Setosa
3.8	Setosa
5.8	Virginica
3.3	Virginica
3.7	Setosa
4.6	Setosa
1.2	Setosa
5.1	Versicolor
4.4	Versicolor
4.3	Virginica
6.7	Virginica
4.4	Versicolor
5.1	Setosa
3.6	Setosa
4.4	Virginica
2.4	Virginica
2.8	Versicolor
4.7	Setosa
0.7	Setosa
2.7	Setosa
4.2	Versicolor
3.3	Virginica
5.0	Virginica
3.6	Versicolor
2.8	Versicolor
6.5	Virginica
3.0	Virginica
4.8	Virginica
1.3	Setosa
4.0	Virginica
1.2	Setosa
2.8	Virginica
3.8	Setosa
5.0	Virginica
5.3	Versicolor
3.8	Versicolor
2.6	Virginica
4.0	Versicolor
3.6	Versicolor
3.8	Virginica
3.2	Versicolor
2.4	Versicolor
2.3	Setosa
5.3	Virginica
6.0	Versicolor
3.3	Virginica
2.4	Setosa
0.4	Setosa
1.8	Virginica
4.0	Versicolor
2.8	Virginica
5.8	Versicolor
5.0	Virginica
3.7	Setosa
4.3	Virginica
1.2	Versicolor
4.8	Versicolor
3.8	Versicolor
3.2	Setosa
1.4	Virginica
5.5	Versicolor
2.8	Setosa
5.8	Virginica
0.3	Setosa
5.6	Virginica
4.8	Versicolor
3.0	Virginica
4.5	Virginica
5.5	Versicolor
2.2	Setosa
4.2	Versicolor
1.8	Versicolor
3.7	Virginica
4.2	Setosa
6.0	Versicolor
4.1	Versicolor
1.5	Versicolor
6.0	Virginica
1.7	Setosa
4.5	Versicolor
1.8	Versicolor
3.7	Virginica
5.9	Versicolor
6.2	Virginica
1.2	Setosa
5.4	Versicolor
3.9	Setosa
2.5	Virginica
3.7	Setosa
6.1	Virginica
