sepal.length	variety
7.6	Setosa
10.2	Virginica
10.8	Versicolor
9.1	Setosa
10.1	Versicolor
7.7	Versicolor
9.6	Versicolor
8.7	Versicolor
7.8	Virginica
4.9	Versicolor
9.7	Virginica
7.5	Setosa
9.5	Versicolor
9.6	Setosa
7.7	Versicolor
9.5	Versicolor
9.3	Versicolor
8.9	Versicolor
5.6	Setosa
10.1	Virginica
7.2	Versicolor
7.4	Setosa
5.1	Setosa
8.6	Versicolor
10.7	Virginica
10.9	Virginica
9.2	Virginica
7.0	Virginica
5.7	Setosa
8.9	Setosa
8.3	Setosa
6.5	Virginica
7.2	Virginica
10.9	Virginica
6.8	Virginica
4.7	Setosa
6.4	Versicolor
9.7	Versicolor
5.4	Setosa
9.5	Setosa
6.1	Versicolor
9.6	Versicolor
8.2	Virginica
8.6	Setosa
9.4	Virginica
7.5	Versicolor
6.4	Setosa
7.2	Virginica
4.8	Setosa
6.1	Versicolor
6.0	Setosa
9.1	Versicolor
7.9	Virginica
7.4	Setosa
5.0	Setosa
7.7	Virginica
7.2	Virginica
9.9	Setosa
7.8	Virginica
8.2	Virginica
9.5	Setosa
7.1	Setosa
7.5	Versicolor
9.1	Setosa
10.5	Virginica
9.5	Virginica
7.9	Versicolor
8.7	Versicolor
9.8	Versicolor
8.3	Virginica
5.9	Setosa
5.5	Versicolor
7.2	Setosa
6.3	Virginica
7.9	Virginica
5.8	Versicolor
9.3	Setosa
8.9	Virginica
9.0	Versicolor
10.3	Virginica
8.6	Virginica
9.4	Versicolor
8.5	Versicolor
10.3	Virginica
8.1	Virginica
7.9	Setosa
9.1	Versicolor
7.9	Versicolor
7.7	Setosa
7.3	Setosa
8.1	Versicolor
5.5	Setosa
6.7	Virginica
6.8	Virginica
7.4	Setosa
4.9	Virginica
9.0	Versicolor
9.2	Versicolor
9.3	Virginica
6.6	Virginica
9.2	Setosa
5.0	Setosa
9.1	Versicolor
7.8	Setosa
5.5	Setosa
