sepal.length	sepal.width	petal.length	petal.width	variety
9.6	5.1	9.1	4.4	Virginica
6.4	3.9	2.8	0.4	Setosa
5.1	4.3	3.5	3.8	Setosa
9.1	7.3	9.4	3.5	Virginica
8.6	7.4	5.1	4.8	Versicolor
4.9	3.6	4.0	2.2	Setosa
8.7	5.7	3.3	1.2	Setosa
5.7	3.4	2.4	1.2	Setosa
7.8	7.2	6.9	2.2	Versicolor
10.0	4.7	5.7	3.9	Versicolor
8.0	2.3	4.8	3.0	Versicolor
9.3	4.5	5.9	0.1	Setosa
8.9	7.9	2.0	0.9	Setosa
8.7	6.6	6.2	3.5	Versicolor
6.3	2.7	8.6	1.9	Virginica
6.4	3.2	5.3	2.7	Setosa
10.5	5.2	6.6	4.0	Virginica
6.9	5.1	5.9	5.1	Virginica
10.1	4.5	9.1	3.1	Virginica
7.2	6.5	9.3	5.6	Virginica
6.6	4.0	9.1	5.4	Versicolor
7.9	3.0	6.1	3.8	Virginica
11.2	5.1	7.9	5.4	Versicolor
6.4	3.4	3.2	3.7	Setosa
10.7	6.4	6.8	5.8	Versicolor
7.8	7.0	7.0	2.9	Virginica
9.1	4.7	5.9	4.7	Setosa
9.2	5.7	5.9	1.4	Versicolor
7.2	4.8	5.7	4.1	Virginica
8.5	4.3	8.0	2.3	Versicolor
5.8	6.2	8.1	6.4	Virginica
7.5	7.9	3.5	0.2	Setosa
7.4	4.5	8.5	5.5	Versicolor
6.7	3.6	5.6	3.9	Virginica
9.6	2.8	4.5	3.3	Versicolor
8.2	3.3	4.1	5.3	Versicolor
6.9	7.2	7.3	3.4	Virginica
7.8	5.6	6.1	1.7	Setosa
8.5	3.6	8.4	1.2	Versicolor
7.0	4.4	8.0	3.0	Versicolor
8.2	3.2	10.0	4.3	Virginica
5.1	3.8	3.9	1.4	Setosa
8.1	5.3	6.2	1.5	Setosa
8.0	5.3	3.3	2.8	Setosa
7.5	3.7	5.2	2.7	Setosa
6.8	7.4	7.1	4.4	Virginica
8.4	4.5	4.8	0.7	Setosa
6.0	7.4	7.0	2.6	Versicolor
6.1	7.4	2.5	0.7	Setosa
9.4	5.7	8.5	2.0	Versicolor
8.4	3.7	5.5	1.2	Setosa
7.5	3.2	7.5	3.0	Virginica
7.5	4.9	2.1	1.9	Setosa
5.0	3.5	6.1	2.2	Setosa
5.0	7.8	3.4	3.7	Setosa
8.5	4.5	9.3	5.3	Virginica
6.3	5.7	6.9	5.3	Virginica
7.7	7.3	8.7	6.2	Virginica
11.0	3.8	7.1	4.0	Versicolor
7.3	7.4	4.1	4.2	Setosa
7.3	6.3	7.1	3.4	Virginica
5.1	5.6	3.0	1.2	Setosa
9.3	4.1	7.0	1.7	Versicolor
9.2	8.4	3.0	4.4	Setosa
10.3	5.3	9.2	6.1	Versicolor
5.6	6.7	5.5	1.9	Setosa
6.8	5.8	6.4	5.3	Versicolor
9.7	3.5	6.7	3.2	Versicolor
9.6	7.8	5.6	0.2	Setosa
8.1	2.5	5.9	1.1	Versicolor
10.2	5.3	8.2	4.5	Virginica
10.1	4.5	4.9	6.3	Virginica
8.7	6.2	4.6	3.2	Setosa
8.4	3.1	4.5	1.1	Setosa
8.3	6.7	3.0	3.2	Setosa
8.2	6.5	4.5	0.7	Setosa
6.7	4.8	8.7	7.0	Virginica
5.9	3.0	4.5	1.7	Virginica
9.7	6.9	8.4	4.3	Virginica
9.5	6.5	6.7	5.0	Virginica
8.8	4.5	4.7	3.2	Setosa
9.0	4.5	1.8	0.2	Setosa
8.1	5.5	7.6	5.8	Versicolor
5.4	4.4	6.3	4.5	Versicolor
5.9	3.0	7.7	4.5	Versicolor
6.4	7.4	3.4	0.2	Setosa
7.6	6.7	4.2	2.3	Versicolor
7.3	5.8	7.0	4.5	Virginica
8.0	3.5	7.0	5.3	Versicolor
8.6	3.5	1.4	2.3	Setosa
4.9	7.1	2.9	3.6	Setosa
10.2	5.0	8.7	6.8	Virginica
9.6	3.4	7.1	1.3	Versicolor
8.5	4.7	1.4	4.7	Setosa
5.3	5.0	3.9	1.8	Setosa
9.5	3.0	8.3	6.7	Virginica
5.6	7.0	3.9	4.2	Setosa
10.8	6.5	9.5	3.6	Virginica
6.0	3.5	5.3	2.8	Setosa
7.1	7.5	6.9	5.9	Versicolor
9.2	7.1	6.0	4.0	Versicolor
7.4	5.8	9.6	3.6	Virginica
10.4	3.2	6.8	5.8	Versicolor
8.4	6.8	7.4	5.0	Virginica
4.3	5.0	3.6	1.6	Setosa
