petal.length	petal.width	variety
8.2	2.2	Versicolor
8.1	2.4	Virginica
2.9	3.2	Setosa
6.3	5.1	Virginica
5.0	0.6	Setosa
4.2	5.3	Versicolor
10.1	5.9	Virginica
8.6	4.0	Virginica
5.6	1.2	Setosa
3.5	4.2	Setosa
7.5	2.3	Versicolor
5.9	4.7	Setosa
5.4	2.5	Versicolor
4.7	3.4	Versicolor
5.1	5.8	Versicolor
7.1	3.3	Virginica
7.9	2.0	Virginica
6.3	1.8	Virginica
4.4	4.7	Setosa
3.1	3.2	Setosa
4.9	3.1	Versicolor
11.2	5.2	Virginica
7.3	4.3	Versicolor
8.2	6.1	Versicolor
5.8	5.3	Versicolor
3.5	1.1	Setosa
8.0	1.8	Virginica
8.7	5.4	Versicolor
1.4	0.2	Setosa
3.8	2.9	Setosa
5.5	4.2	Setosa
6.4	3.1	Virginica
3.7	0.7	Setosa
2.4	1.1	Setosa
1.7	0.2	Setosa
1.7	1.2	Setosa
8.5	4.1	Virginica
6.7	2.8	Versicolor
2.2	3.4	Setosa
6.0	5.5	Versicolor
4.5	4.0	Versicolor
3.8	3.5	Versicolor
5.6	1.6	Setosa
4.3	2.7	Setosa
3.6	2.2	Setosa
8.0	6.0	Versicolor
9.7	4.8	Virginica
2.8	2.2	Setosa
3.8	3.3	Setosa
4.7	3.0	Versicolor
2.5	3.8	Setosa
10.6	5.9	Virginica
5.6	3.4	Virginica
9.8	5.4	Virginica
9.0	5.5	Versicolor
4.0	4.5	Versicolor
6.1	4.8	Virginica
9.8	3.8	Virginica
2.7	3.3	Setosa
6.9	5.1	Virginica
8.1	2.0	Versicolor
5.5	6.2	Virginica
3.4	3.7	Setosa
2.1	3.9	Setosa
4.3	2.3	Setosa
9.6	2.2	Virginica
7.6	2.1	Versicolor
7.0	5.5	Virginica
8.1	5.1	Virginica
6.1	3.4	Virginica
6.9	2.5	Virginica
3.9	3.9	Setosa
5.9	3.9	Versicolor
2.0	1.7	Setosa
8.2	4.3	Virginica
8.6	2.0	Versicolor
9.2	2.1	Virginica
4.0	5.7	Versicolor
8.5	5.1	Versicolor
8.8	3.2	Virginica
5.1	2.3	Versicolor
5.9	4.7	Setosa
3.9	2.6	Setosa
5.8	4.5	Versicolor
4.5	0.4	Setosa
8.0	1.5	Virginica
1.9	0.8	Setosa
5.3	2.3	Virginica
2.4	4.3	Setosa
6.0	4.2	Versicolor
5.0	3.2	Setosa
5.0	3.9	Setosa
5.8	5.3	Versicolor
4.1	3.1	Setosa
6.6	4.4	Versicolor
8.9	5.3	Virginica
9.2	4.0	Virginica
5.4	4.2	Setosa
3.5	1.4	Setosa
5.5	5.8	Versicolor
5.4	5.9	Versicolor
10.0	6.3	Virginica
9.4	6.3	Virginica
7.5	5.0	Versicolor
4.5	0.2	Setosa
