petal.length	petal.width	variety
9.1	2.4	Versicolor
5.6	4.6	Setosa
9.1	4.3	Virginica
8.0	4.8	Virginica
6.7	2.4	Versicolor
7.9	6.0	Versicolor
4.5	4.3	Versicolor
7.9	2.8	Virginica
7.9	5.7	Versicolor
7.6	4.9	Virginica
6.3	6.7	Virginica
10.1	2.4	Virginica
4.1	4.5	Versicolor
4.1	3.8	Versicolor
6.1	3.3	Virginica
9.7	6.0	Virginica
3.6	2.2	Setosa
8.8	5.3	Virginica
8.1	1.8	Versicolor
4.5	5.5	Versicolor
1.5	0.7	Setosa
1.9	2.7	Setosa
3.8	3.3	Setosa
2.0	4.4	Setosa
6.6	4.3	Virginica
7.4	5.3	Versicolor
5.4	4.1	Virginica
3.4	0.8	Setosa
5.6	1.7	Setosa
5.4	2.9	Versicolor
6.5	4.5	Virginica
3.4	3.2	Setosa
5.4	1.9	Setosa
2.6	1.7	Setosa
10.1	5.1	Virginica
5.9	0.6	Setosa
7.9	2.6	Versicolor
9.0	3.1	Virginica
9.3	3.8	Virginica
6.6	5.3	Virginica
7.0	4.8	Virginica
5.9	4.7	Setosa
6.1	3.4	Virginica
8.3	1.4	Versicolor
4.5	0.6	Setosa
3.9	0.2	Setosa
5.0	1.4	Setosa
2.9	0.7	Setosa
8.0	3.0	Virginica
10.9	6.5	Virginica
7.7	4.7	Versicolor
4.3	1.3	Versicolor
3.3	2.0	Versicolor
6.8	6.8	Virginica
1.9	1.7	Setosa
5.1	5.0	Virginica
4.6	4.8	Versicolor
5.1	2.4	Virginica
9.9	2.3	Virginica
1.6	2.2	Setosa
8.0	5.0	Versicolor
6.7	6.6	Virginica
6.5	5.3	Versicolor
6.4	2.7	Versicolor
4.0	2.0	Versicolor
7.3	3.9	Virginica
8.5	2.6	Versicolor
8.1	6.0	Virginica
10.1	5.1	Virginica
11.2	6.7	Virginica
8.3	4.3	Virginica
1.8	1.2	Setosa
4.5	1.3	Setosa
6.2	1.0	Setosa
8.1	5.0	Virginica
4.1	4.1	Setosa
6.9	4.0	Virginica
4.2	3.0	Versicolor
5.4	4.7	Setosa
2.3	2.3	Setosa
2.4	4.3	Setosa
10.4	5.6	Virginica
8.5	5.5	Versicolor
3.2	2.7	Setosa
8.9	2.0	Versicolor
4.7	3.3	Versicolor
6.4	4.2	Setosa
6.0	3.0	Versicolor
6.8	2.8	Versicolor
4.1	3.4	Setosa
5.2	4.1	Versicolor
3.5	1.7	Setosa
8.1	3.9	Virginica
7.0	4.8	Versicolor
1.8	0.2	Setosa
8.9	2.4	Versicolor
9.0	4.5	Versicolor
7.3	4.0	Versicolor
6.3	1.8	Versicolor
6.7	3.0	Virginica
5.1	4.6	Versicolor
2.5	3.1	Setosa
7.5	4.7	Virginica
8.4	6.3	Virginica
8.3	2.8	Virginica
