petal.width	variety
4.8	Virginica
3.9	Setosa
5.6	Versicolor
4.5	Virginica
0.2	Setosa
5.8	Versicolor
2.7	Versicolor
1.1	Setosa
3.1	Virginica
1.6	Versicolor
3.8	Virginica
4.3	Virginica
3.5	Versicolor
1.7	Setosa
1.6	Setosa
2.8	Virginica
3.7	Setosa
2.4	Virginica
0.1	Setosa
2.8	Versicolor
5.5	Versicolor
3.0	Versicolor
1.4	Virginica
4.3	Setosa
3.7	Setosa
5.9	Versicolor
4.7	Setosa
1.7	Setosa
5.0	Versicolor
3.7	Setosa
0.8	Setosa
4.5	Virginica
3.5	Versicolor
3.3	Setosa
3.9	Versicolor
4.0	Virginica
5.9	Virginica
3.0	Virginica
3.8	Versicolor
1.2	Setosa
1.3	Versicolor
2.4	Versicolor
5.8	Virginica
1.5	Versicolor
1.9	Setosa
2.0	Virginica
5.3	Virginica
3.3	Virginica
1.5	Versicolor
1.2	Setosa
5.5	Versicolor
4.3	Setosa
2.8	Setosa
3.7	Setosa
3.3	Virginica
5.6	Virginica
2.6	Virginica
4.1	Setosa
4.3	Virginica
2.4	Virginica
4.7	Setosa
3.9	Setosa
1.3	Versicolor
2.5	Versicolor
4.5	Virginica
4.3	Virginica
0.9	Setosa
1.5	Setosa
0.7	Setosa
4.7	Setosa
0.7	Setosa
3.8	Virginica
3.7	Setosa
3.1	Setosa
4.9	Setosa
2.2	Versicolor
3.5	Virginica
6.4	Virginica
0.2	Setosa
3.6	Virginica
4.6	Virginica
5.9	Versicolor
3.2	Setosa
4.8	Virginica
2.3	Versicolor
0.3	Setosa
4.0	Versicolor
2.9	Setosa
6.5	Virginica
6.0	Versicolor
1.8	Versicolor
0.2	Setosa
1.5	Virginica
3.7	Setosa
2.9	Virginica
1.7	Setosa
4.9	Virginica
2.3	Versicolor
4.7	Setosa
2.2	Versicolor
5.7	Virginica
2.8	Setosa
4.8	Versicolor
2.7	Versicolor
1.0	Versicolor
