sepal.width	petal.length	petal.width	variety
3.0	7.5	2.0	Versicolor
2.5	6.5	2.7	Virginica
4.4	7.6	2.9	Virginica
4.6	7.9	4.8	Virginica
7.4	6.8	4.8	Versicolor
6.4	10.8	2.3	Virginica
3.7	3.6	3.2	Setosa
4.9	8.3	4.1	Versicolor
6.5	1.1	0.1	Setosa
5.9	4.4	1.7	Setosa
6.1	9.5	4.8	Virginica
5.2	7.6	4.5	Versicolor
5.2	7.4	2.2	Versicolor
6.8	8.2	3.7	Virginica
6.4	4.6	1.8	Versicolor
3.9	8.7	4.9	Versicolor
5.8	6.1	4.0	Virginica
4.7	6.7	4.3	Virginica
5.2	6.4	4.8	Virginica
6.4	1.9	3.7	Setosa
6.5	9.4	2.1	Virginica
7.3	2.5	0.8	Setosa
5.4	7.3	4.8	Versicolor
2.5	7.4	2.6	Versicolor
5.4	2.5	4.4	Setosa
5.5	6.8	5.8	Virginica
5.0	1.7	3.7	Setosa
6.3	5.1	4.2	Setosa
6.8	8.1	4.3	Versicolor
7.2	8.3	4.9	Virginica
7.3	5.4	3.0	Virginica
7.6	8.9	1.5	Versicolor
2.8	5.0	2.3	Versicolor
7.3	8.1	2.5	Versicolor
5.7	8.8	4.3	Versicolor
6.8	9.1	6.2	Virginica
7.9	5.9	0.2	Setosa
6.0	10.6	5.6	Virginica
3.7	2.0	3.2	Setosa
7.6	8.4	2.4	Versicolor
6.0	5.1	2.9	Versicolor
3.0	9.4	2.8	Virginica
6.8	9.3	1.8	Virginica
5.3	2.3	4.8	Setosa
5.0	4.5	1.8	Versicolor
7.9	2.9	0.8	Setosa
4.4	6.7	4.5	Versicolor
4.9	9.1	3.3	Versicolor
8.7	4.4	1.7	Setosa
4.9	5.2	3.4	Setosa
3.0	8.3	6.1	Virginica
4.8	6.6	3.9	Virginica
2.8	5.3	3.5	Versicolor
5.5	3.8	3.3	Setosa
7.4	7.0	5.0	Versicolor
5.4	7.3	4.0	Versicolor
4.7	8.4	5.4	Versicolor
7.7	5.8	2.2	Setosa
7.2	7.0	4.5	Versicolor
3.0	6.5	1.8	Virginica
4.6	5.6	5.8	Virginica
6.8	9.7	4.1	Virginica
4.6	6.1	5.9	Virginica
8.6	4.5	4.1	Setosa
3.6	9.2	4.5	Versicolor
4.1	7.9	6.6	Virginica
7.5	2.6	0.7	Setosa
7.0	4.2	2.7	Versicolor
4.6	5.9	3.1	Setosa
6.1	6.0	1.7	Setosa
4.1	6.5	3.0	Versicolor
5.2	6.7	3.8	Versicolor
7.6	7.1	5.4	Virginica
3.8	4.4	0.7	Setosa
6.3	5.2	1.7	Versicolor
7.5	6.8	3.8	Virginica
3.0	7.0	6.2	Versicolor
3.4	4.2	1.3	Versicolor
3.5	7.0	4.1	Versicolor
5.3	7.5	3.0	Virginica
5.8	6.6	3.4	Virginica
6.7	5.5	3.7	Setosa
6.5	7.0	5.9	Virginica
6.1	3.0	2.7	Setosa
6.3	5.2	1.0	Setosa
6.3	3.4	4.4	Setosa
4.8	5.7	5.1	Versicolor
7.9	4.1	1.4	Setosa
3.2	5.0	5.0	Virginica
5.2	4.3	2.2	Setosa
5.4	6.0	4.6	Versicolor
7.6	2.4	0.7	Setosa
6.3	8.5	5.8	Versicolor
4.2	5.6	4.1	Versicolor
4.6	4.4	3.7	Versicolor
2.8	6.3	4.9	Versicolor
3.0	9.5	3.5	Virginica
3.6	5.5	1.2	Setosa
5.5	4.5	5.5	Versicolor
6.0	5.2	2.5	Virginica
5.7	7.0	6.0	Versicolor
5.6	1.5	3.6	Setosa
5.5	6.6	3.8	Virginica
7.1	2.1	0.2	Setosa
5.2	5.8	5.3	Virginica
