petal.width	variety
5.3	Virginica
4.4	Setosa
4.5	Setosa
3.3	Virginica
2.6	Virginica
3.5	Versicolor
4.4	Versicolor
2.4	Virginica
4.1	Setosa
2.3	Versicolor
0.2	Setosa
2.9	Versicolor
2.7	Setosa
5.8	Versicolor
2.4	Setosa
6.3	Virginica
3.2	Versicolor
2.0	Versicolor
0.8	Setosa
1.2	Setosa
1.5	Versicolor
4.5	Virginica
1.4	Setosa
3.5	Versicolor
4.7	Setosa
2.2	Setosa
3.8	Setosa
5.5	Versicolor
4.8	Versicolor
1.4	Versicolor
6.1	Virginica
3.7	Setosa
2.4	Virginica
4.4	Virginica
0.7	Setosa
5.3	Virginica
5.2	Versicolor
1.7	Versicolor
2.8	Virginica
0.6	Setosa
1.2	Setosa
3.4	Versicolor
3.8	Versicolor
3.9	Setosa
2.0	Virginica
5.5	Versicolor
5.3	Virginica
5.8	Virginica
3.7	Setosa
5.0	Virginica
5.3	Virginica
4.9	Virginica
5.3	Virginica
2.5	Versicolor
3.5	Virginica
4.2	Setosa
2.7	Setosa
3.7	Versicolor
3.3	Versicolor
1.2	Setosa
2.7	Setosa
5.2	Virginica
3.7	Setosa
3.7	Setosa
5.3	Versicolor
1.5	Versicolor
0.7	Setosa
3.2	Setosa
2.3	Virginica
3.6	Versicolor
2.2	Setosa
2.4	Versicolor
3.0	Versicolor
4.7	Setosa
2.5	Versicolor
2.6	Virginica
2.6	Virginica
2.9	Setosa
2.4	Setosa
0.6	Setosa
4.8	Setosa
5.5	Virginica
4.7	Setosa
2.2	Setosa
4.2	Setosa
5.8	Virginica
6.3	Virginica
4.8	Virginica
5.5	Versicolor
2.5	Versicolor
2.9	Virginica
4.6	Setosa
2.6	Setosa
2.2	Setosa
4.7	Virginica
4.6	Versicolor
1.8	Versicolor
4.0	Virginica
3.3	Virginica
4.0	Virginica
2.4	Versicolor
5.3	Virginica
1.7	Versicolor
5.7	Virginica
6.3	Virginica
