petal.length	variety
8.9	Virginica
5.8	Setosa
6.2	Versicolor
6.1	Virginica
8.0	Versicolor
2.6	Setosa
7.2	Versicolor
9.4	Virginica
7.6	Virginica
5.9	Virginica
6.7	Virginica
6.9	Virginica
4.1	Setosa
3.1	Setosa
8.0	Versicolor
5.3	Virginica
1.5	Setosa
3.5	Versicolor
7.4	Versicolor
9.2	Virginica
4.0	Versicolor
6.1	Virginica
7.9	Versicolor
4.6	Versicolor
4.0	Versicolor
9.6	Virginica
9.1	Virginica
4.9	Setosa
10.5	Virginica
11.2	Virginica
9.1	Virginica
5.3	Setosa
5.0	Versicolor
9.1	Virginica
6.1	Virginica
6.4	Virginica
6.8	Virginica
8.6	Virginica
6.0	Versicolor
5.8	Versicolor
4.0	Setosa
7.3	Virginica
4.4	Setosa
6.3	Versicolor
8.2	Versicolor
5.2	Setosa
5.7	Setosa
4.8	Setosa
6.8	Virginica
5.4	Setosa
2.5	Setosa
5.8	Versicolor
8.9	Virginica
4.8	Setosa
7.6	Virginica
2.9	Setosa
5.9	Setosa
7.1	Virginica
4.5	Versicolor
5.7	Versicolor
2.9	Setosa
4.6	Setosa
5.5	Setosa
5.5	Setosa
7.8	Virginica
2.1	Setosa
5.7	Versicolor
7.5	Versicolor
5.5	Versicolor
7.6	Virginica
9.9	Virginica
5.7	Versicolor
4.4	Setosa
5.9	Setosa
5.5	Versicolor
9.1	Virginica
9.7	Virginica
8.5	Versicolor
6.3	Versicolor
2.0	Setosa
8.4	Versicolor
7.8	Versicolor
7.4	Versicolor
6.6	Virginica
4.6	Versicolor
5.0	Virginica
3.0	Setosa
6.0	Virginica
6.5	Versicolor
7.6	Versicolor
7.4	Virginica
3.9	Setosa
5.1	Setosa
3.9	Setosa
1.5	Setosa
8.0	Versicolor
4.4	Versicolor
5.5	Setosa
8.3	Versicolor
2.5	Setosa
7.2	Virginica
3.5	Setosa
8.4	Versicolor
8.3	Virginica
6.1	Versicolor
