sepal.length	variety
7.5	Virginica
9.2	Versicolor
10.0	Versicolor
7.6	Versicolor
10.3	Setosa
6.9	Versicolor
7.4	Virginica
4.9	Versicolor
8.7	Virginica
7.9	Versicolor
8.2	Setosa
9.6	Versicolor
7.8	Versicolor
9.3	Virginica
8.0	Versicolor
6.0	Virginica
7.8	Versicolor
6.1	Versicolor
10.8	Virginica
8.7	Versicolor
7.5	Virginica
10.7	Virginica
11.3	Virginica
8.0	Setosa
7.5	Versicolor
9.2	Virginica
8.1	Setosa
8.1	Virginica
10.6	Versicolor
6.6	Versicolor
10.9	Virginica
9.2	Setosa
10.7	Versicolor
9.6	Setosa
8.2	Virginica
8.7	Versicolor
7.3	Setosa
7.3	Setosa
9.1	Virginica
8.7	Versicolor
6.3	Setosa
6.6	Setosa
4.9	Setosa
10.2	Virginica
8.2	Setosa
10.6	Versicolor
7.5	Versicolor
9.7	Versicolor
6.6	Versicolor
8.6	Setosa
9.3	Virginica
7.5	Versicolor
8.2	Setosa
9.6	Setosa
8.8	Setosa
7.9	Setosa
6.7	Setosa
8.0	Versicolor
9.6	Setosa
8.5	Setosa
7.9	Versicolor
10.5	Versicolor
6.9	Versicolor
6.7	Virginica
11.4	Virginica
7.3	Setosa
8.4	Virginica
7.6	Versicolor
9.4	Virginica
5.4	Setosa
8.2	Virginica
10.3	Virginica
10.3	Versicolor
10.0	Versicolor
6.4	Virginica
8.4	Setosa
6.7	Versicolor
6.3	Virginica
9.8	Virginica
6.9	Virginica
7.2	Virginica
6.3	Virginica
10.3	Virginica
7.1	Setosa
10.6	Virginica
6.5	Versicolor
7.5	Setosa
9.1	Setosa
8.4	Virginica
5.5	Setosa
6.1	Setosa
5.7	Versicolor
8.1	Versicolor
6.0	Versicolor
6.1	Versicolor
10.4	Versicolor
7.5	Setosa
6.6	Versicolor
6.4	Setosa
6.7	Virginica
10.8	Virginica
6.5	Virginica
6.7	Versicolor
5.5	Setosa
10.8	Virginica
