petal.length	variety
5.1	Virginica
4.8	Setosa
6.4	Virginica
7.0	Virginica
2.4	Setosa
5.5	Versicolor
5.5	Setosa
7.9	Virginica
5.1	Versicolor
9.4	Virginica
6.1	Virginica
5.0	Setosa
8.7	Virginica
8.1	Virginica
4.5	Setosa
1.4	Setosa
7.4	Versicolor
5.0	Versicolor
9.4	Versicolor
7.5	Versicolor
7.1	Virginica
5.1	Setosa
7.6	Virginica
9.0	Virginica
7.7	Versicolor
6.0	Versicolor
1.5	Setosa
6.7	Virginica
7.6	Virginica
4.5	Setosa
6.2	Virginica
5.4	Versicolor
5.0	Virginica
7.9	Virginica
2.1	Setosa
8.8	Virginica
8.3	Versicolor
5.6	Virginica
3.7	Setosa
3.3	Setosa
4.9	Setosa
9.8	Virginica
6.1	Versicolor
9.0	Versicolor
1.4	Setosa
4.4	Setosa
3.2	Setosa
8.5	Versicolor
6.0	Setosa
10.9	Virginica
8.1	Versicolor
9.9	Virginica
7.9	Versicolor
6.7	Virginica
7.7	Virginica
8.5	Virginica
8.6	Virginica
1.8	Setosa
5.1	Setosa
1.3	Setosa
6.0	Setosa
6.5	Versicolor
8.6	Virginica
6.0	Virginica
4.8	Versicolor
6.7	Versicolor
9.1	Versicolor
4.7	Versicolor
1.4	Setosa
5.0	Setosa
3.9	Setosa
5.4	Virginica
2.5	Setosa
9.7	Virginica
6.6	Virginica
5.0	Versicolor
3.6	Setosa
2.5	Setosa
3.7	Setosa
2.7	Setosa
8.7	Versicolor
6.1	Setosa
4.8	Versicolor
7.6	Versicolor
9.8	Virginica
5.4	Versicolor
7.1	Virginica
5.3	Setosa
2.7	Setosa
5.5	Versicolor
8.8	Versicolor
8.0	Versicolor
3.9	Setosa
8.4	Versicolor
5.9	Setosa
6.5	Virginica
1.8	Setosa
4.4	Versicolor
8.9	Virginica
3.8	Setosa
9.3	Virginica
2.1	Setosa
5.7	Versicolor
9.0	Virginica
8.5	Virginica
