sepal.length	sepal.width	petal.length	variety
7.5	5.2	7.0	Virginica
8.0	5.0	6.8	Virginica
6.7	5.2	6.0	Versicolor
8.5	5.9	1.6	Setosa
6.2	5.4	6.0	Setosa
10.7	3.5	6.5	Versicolor
5.7	4.9	6.7	Versicolor
10.2	3.1	7.7	Versicolor
6.4	3.2	5.3	Virginica
11.4	3.8	10.9	Virginica
8.8	4.7	9.6	Virginica
10.6	6.5	9.4	Virginica
5.6	4.1	6.0	Setosa
7.6	7.3	7.5	Versicolor
10.6	5.5	6.6	Virginica
9.2	4.5	8.8	Virginica
10.2	6.3	8.2	Virginica
6.6	7.5	5.6	Versicolor
9.0	3.9	3.8	Versicolor
7.6	2.8	8.9	Virginica
8.8	6.7	2.5	Setosa
7.0	6.6	3.9	Setosa
7.9	3.9	6.3	Versicolor
6.5	4.5	3.3	Setosa
9.6	4.5	6.4	Versicolor
6.2	3.4	8.9	Virginica
6.3	7.2	4.6	Versicolor
9.5	6.0	8.5	Versicolor
6.5	5.6	4.9	Versicolor
8.6	5.3	1.9	Setosa
10.6	3.0	6.9	Virginica
5.5	6.9	7.2	Versicolor
8.7	6.7	5.3	Setosa
8.8	6.3	7.6	Virginica
8.0	7.5	3.1	Setosa
8.0	5.8	4.8	Versicolor
10.8	6.8	7.5	Virginica
6.5	4.3	1.4	Setosa
10.2	3.5	5.0	Virginica
8.0	3.9	5.5	Versicolor
6.4	7.7	6.0	Setosa
9.6	4.3	1.5	Setosa
6.8	6.6	4.5	Versicolor
6.3	6.0	3.7	Setosa
9.4	3.8	7.6	Virginica
7.0	7.2	4.7	Setosa
8.2	6.0	6.8	Virginica
7.2	3.8	7.6	Versicolor
6.9	5.7	2.8	Setosa
8.3	5.1	3.1	Setosa
7.2	4.3	8.8	Virginica
8.2	3.1	7.0	Versicolor
5.3	5.5	5.4	Setosa
10.7	3.3	8.2	Virginica
10.1	5.1	8.1	Virginica
8.7	4.3	6.7	Virginica
6.9	4.4	5.7	Setosa
6.7	6.2	5.4	Versicolor
8.0	5.5	6.2	Virginica
8.9	5.4	3.0	Setosa
8.5	3.5	5.6	Setosa
8.9	7.4	5.7	Setosa
6.3	5.0	9.0	Virginica
6.5	2.8	8.5	Versicolor
5.6	4.4	5.0	Setosa
6.0	2.7	5.6	Versicolor
11.4	3.2	9.2	Virginica
9.7	3.5	8.6	Virginica
8.5	2.3	1.3	Setosa
7.7	3.9	5.8	Versicolor
10.3	5.8	6.4	Versicolor
11.2	3.1	8.9	Versicolor
10.8	5.4	8.1	Virginica
7.1	8.2	2.0	Setosa
9.0	5.5	8.8	Virginica
10.4	7.7	6.8	Versicolor
6.8	4.9	2.1	Setosa
8.6	6.3	3.2	Setosa
6.8	5.8	7.6	Virginica
6.9	3.2	5.5	Versicolor
6.1	7.0	5.4	Setosa
5.7	5.7	3.1	Setosa
7.8	6.7	5.9	Virginica
10.7	4.3	11.2	Virginica
9.4	3.5	4.4	Setosa
6.6	6.5	4.9	Versicolor
5.7	3.5	4.7	Versicolor
6.2	8.0	4.0	Setosa
7.4	3.9	5.4	Setosa
6.4	6.7	9.3	Virginica
6.1	7.0	7.5	Versicolor
6.4	6.5	5.8	Setosa
8.4	4.5	7.0	Versicolor
10.5	4.9	6.0	Versicolor
7.9	4.6	7.0	Virginica
6.1	6.4	2.9	Setosa
10.1	4.7	7.2	Versicolor
9.9	3.5	5.6	Virginica
6.7	4.1	8.1	Virginica
6.6	4.8	6.2	Versicolor
7.8	5.9	2.4	Setosa
9.0	6.7	7.5	Versicolor
7.1	4.0	1.9	Setosa
8.1	7.5	5.6	Versicolor
8.1	3.4	7.6	Versicolor
