petal.width	variety
4.0	Versicolor
1.2	Setosa
5.7	Virginica
2.1	Setosa
2.0	Virginica
4.2	Setosa
3.3	Virginica
2.9	Versicolor
3.1	Virginica
4.7	Virginica
4.1	Virginica
2.4	Virginica
4.8	Setosa
4.2	Setosa
2.1	Versicolor
5.9	Versicolor
5.2	Versicolor
5.6	Virginica
4.5	Virginica
1.6	Setosa
4.8	Versicolor
5.5	Virginica
4.4	Virginica
5.8	Versicolor
1.7	Setosa
4.8	Virginica
3.5	Versicolor
5.5	Virginica
4.9	Setosa
3.5	Versicolor
6.9	Virginica
4.1	Virginica
6.3	Virginica
1.7	Setosa
3.3	Setosa
2.7	Versicolor
0.2	Setosa
3.5	Versicolor
0.8	Setosa
6.5	Virginica
4.4	Virginica
1.5	Versicolor
2.3	Virginica
0.2	Setosa
3.2	Setosa
0.1	Setosa
3.3	Versicolor
2.8	Virginica
5.6	Virginica
2.4	Versicolor
1.0	Versicolor
3.3	Virginica
1.9	Setosa
2.0	Virginica
4.3	Virginica
3.9	Versicolor
0.4	Setosa
1.2	Versicolor
2.7	Setosa
5.8	Virginica
2.7	Virginica
0.2	Setosa
5.3	Versicolor
4.2	Setosa
2.3	Virginica
2.5	Versicolor
4.3	Versicolor
3.4	Versicolor
4.2	Setosa
5.5	Versicolor
1.3	Versicolor
2.2	Setosa
3.5	Virginica
3.1	Virginica
5.8	Virginica
4.2	Setosa
3.6	Versicolor
1.2	Setosa
2.5	Virginica
5.8	Versicolor
5.3	Virginica
4.3	Virginica
3.3	Virginica
2.4	Virginica
2.5	Versicolor
3.3	Setosa
2.5	Versicolor
0.2	Setosa
0.8	Setosa
3.4	Versicolor
5.2	Versicolor
4.3	Virginica
0.2	Setosa
5.7	Versicolor
4.2	Versicolor
2.6	Versicolor
2.8	Versicolor
3.1	Setosa
3.3	Versicolor
2.0	Versicolor
3.3	Versicolor
1.5	Versicolor
4.0	Setosa
3.4	Virginica
6.6	Virginica
