petal.length	petal.width	variety
6.5	5.7	Versicolor
4.4	3.2	Setosa
8.0	6.0	Versicolor
9.7	3.5	Virginica
7.0	5.0	Versicolor
7.7	3.5	Versicolor
5.1	4.0	Versicolor
11.1	2.1	Virginica
4.4	0.2	Setosa
5.0	3.7	Setosa
8.1	6.9	Virginica
8.5	5.6	Versicolor
6.2	0.9	Setosa
4.6	5.8	Versicolor
8.4	2.5	Versicolor
8.7	4.1	Virginica
6.5	3.6	Versicolor
5.4	1.2	Setosa
6.2	4.9	Versicolor
9.8	5.6	Virginica
8.6	4.8	Versicolor
2.4	0.6	Setosa
8.6	5.8	Versicolor
10.0	5.3	Virginica
8.1	2.8	Virginica
6.4	3.6	Virginica
5.1	4.2	Setosa
5.0	1.7	Setosa
2.0	1.6	Setosa
9.5	3.6	Virginica
8.6	2.5	Virginica
7.7	3.5	Versicolor
5.5	2.3	Virginica
1.8	4.7	Setosa
9.3	2.8	Virginica
7.8	5.3	Virginica
1.6	1.2	Setosa
4.6	2.7	Setosa
8.2	4.5	Virginica
8.6	4.4	Virginica
8.0	6.4	Virginica
7.2	5.7	Versicolor
7.8	2.8	Virginica
9.6	5.7	Virginica
1.5	1.2	Setosa
4.7	3.3	Setosa
10.1	3.8	Virginica
7.4	5.0	Virginica
2.9	4.2	Setosa
5.2	1.8	Versicolor
4.5	4.2	Versicolor
2.5	4.4	Setosa
2.0	4.4	Setosa
5.7	3.5	Versicolor
4.3	3.2	Setosa
2.9	0.2	Setosa
2.1	2.6	Setosa
1.9	1.2	Setosa
7.1	6.1	Virginica
5.4	4.3	Setosa
5.0	2.8	Versicolor
6.9	2.9	Versicolor
8.1	4.1	Versicolor
7.5	1.8	Versicolor
2.7	2.7	Setosa
7.0	6.5	Virginica
8.2	1.9	Versicolor
7.8	1.9	Virginica
7.7	2.3	Virginica
1.6	1.2	Setosa
9.2	3.5	Virginica
6.2	3.2	Setosa
6.1	4.8	Versicolor
2.9	1.2	Setosa
8.5	3.8	Virginica
5.3	3.4	Versicolor
9.4	5.8	Virginica
2.8	1.7	Setosa
4.6	4.4	Versicolor
6.6	6.4	Virginica
9.1	6.3	Virginica
5.7	1.2	Setosa
3.5	4.2	Setosa
2.4	4.2	Setosa
5.4	0.7	Setosa
8.6	5.4	Virginica
5.1	5.5	Versicolor
8.9	3.3	Virginica
4.8	4.3	Setosa
6.7	6.2	Virginica
7.1	2.4	Virginica
6.0	4.2	Setosa
8.6	4.5	Virginica
5.6	0.7	Setosa
4.7	3.1	Versicolor
5.7	4.0	Setosa
1.4	2.1	Setosa
5.6	3.9	Virginica
6.0	2.5	Virginica
6.1	1.4	Virginica
4.8	6.3	Versicolor
8.5	1.7	Virginica
2.5	1.6	Setosa
5.8	2.6	Versicolor
5.6	5.8	Virginica
