petal.width	variety
4.4	Setosa
1.6	Setosa
1.7	Setosa
2.5	Versicolor
6.6	Virginica
1.3	Versicolor
5.9	Versicolor
2.3	Virginica
0.7	Setosa
5.6	Versicolor
1.3	Versicolor
4.2	Setosa
1.7	Setosa
5.3	Virginica
1.4	Setosa
5.9	Virginica
1.5	Versicolor
1.6	Virginica
3.2	Versicolor
6.3	Virginica
3.2	Setosa
0.6	Setosa
5.2	Versicolor
2.8	Setosa
4.8	Virginica
3.1	Versicolor
2.3	Virginica
5.2	Versicolor
3.8	Virginica
4.9	Setosa
7.0	Virginica
6.0	Virginica
3.0	Versicolor
4.2	Setosa
4.8	Setosa
2.8	Versicolor
1.7	Setosa
5.4	Versicolor
4.8	Virginica
1.2	Setosa
3.9	Virginica
2.7	Setosa
1.7	Setosa
1.9	Virginica
2.3	Versicolor
2.0	Setosa
4.0	Versicolor
2.9	Virginica
3.7	Setosa
6.9	Virginica
4.8	Virginica
4.1	Virginica
1.3	Setosa
3.7	Virginica
1.5	Versicolor
1.6	Setosa
3.9	Versicolor
3.4	Versicolor
5.2	Virginica
3.3	Setosa
3.8	Versicolor
3.9	Virginica
3.2	Versicolor
2.7	Setosa
4.3	Virginica
2.4	Setosa
5.0	Versicolor
3.9	Virginica
5.5	Versicolor
3.0	Virginica
3.8	Setosa
2.5	Virginica
2.0	Virginica
3.8	Virginica
6.0	Virginica
5.1	Versicolor
2.9	Versicolor
2.2	Setosa
3.5	Versicolor
4.7	Setosa
2.2	Setosa
4.3	Virginica
2.2	Setosa
6.6	Virginica
2.1	Versicolor
5.5	Virginica
0.2	Setosa
3.3	Versicolor
3.5	Versicolor
1.8	Setosa
5.5	Versicolor
2.7	Setosa
2.1	Setosa
5.6	Virginica
6.7	Virginica
4.8	Versicolor
2.1	Virginica
3.0	Versicolor
2.8	Virginica
3.6	Virginica
0.6	Setosa
4.4	Setosa
3.5	Versicolor
2.3	Virginica
4.3	Virginica
