sepal.width	petal.length	variety
3.0	9.5	Virginica
5.8	1.7	Setosa
3.2	1.4	Setosa
3.2	7.1	Virginica
5.5	3.4	Setosa
5.6	8.5	Versicolor
8.6	3.5	Setosa
8.0	4.3	Setosa
7.6	1.4	Setosa
3.0	6.0	Versicolor
4.0	3.9	Versicolor
5.6	8.4	Versicolor
7.7	7.1	Virginica
5.8	6.6	Virginica
4.3	1.9	Setosa
2.8	6.6	Versicolor
3.7	7.3	Virginica
3.3	6.5	Versicolor
4.4	5.7	Setosa
6.4	7.3	Virginica
5.4	7.0	Versicolor
3.5	7.0	Versicolor
6.4	5.1	Setosa
4.9	8.7	Versicolor
6.2	5.5	Versicolor
2.8	7.1	Virginica
3.8	7.2	Versicolor
5.1	6.5	Virginica
3.8	8.3	Versicolor
4.0	6.5	Versicolor
2.8	8.1	Virginica
5.5	8.1	Versicolor
6.3	10.9	Virginica
3.1	7.4	Virginica
4.3	8.4	Virginica
6.8	2.6	Setosa
7.0	5.4	Setosa
6.9	7.6	Versicolor
6.4	3.3	Setosa
3.0	7.0	Versicolor
8.0	1.2	Setosa
7.0	1.6	Setosa
2.8	7.0	Versicolor
4.7	3.5	Setosa
6.6	2.9	Setosa
3.4	6.4	Virginica
5.5	7.5	Virginica
7.5	7.0	Versicolor
2.2	8.0	Versicolor
7.1	8.6	Virginica
6.4	5.4	Setosa
5.5	6.5	Virginica
5.1	4.6	Setosa
4.4	2.6	Setosa
3.9	4.4	Setosa
3.7	7.9	Versicolor
3.9	3.5	Setosa
6.6	4.5	Versicolor
6.6	4.9	Versicolor
7.3	10.7	Virginica
7.5	7.3	Virginica
3.2	3.7	Setosa
6.2	3.0	Setosa
4.3	4.4	Setosa
3.4	10.1	Virginica
6.2	6.2	Virginica
4.7	4.0	Setosa
3.7	5.3	Setosa
4.1	6.9	Virginica
4.6	4.5	Setosa
5.1	6.4	Versicolor
5.4	2.7	Setosa
6.6	5.7	Versicolor
6.5	2.4	Setosa
6.0	7.3	Virginica
6.1	5.6	Virginica
3.8	1.5	Setosa
5.0	5.6	Virginica
3.8	8.2	Versicolor
4.5	8.7	Versicolor
2.7	6.6	Virginica
4.9	7.2	Versicolor
6.7	7.9	Virginica
4.3	6.8	Virginica
6.8	9.2	Virginica
3.0	4.1	Setosa
4.5	7.7	Virginica
4.8	8.7	Virginica
2.7	5.6	Versicolor
6.0	6.4	Versicolor
7.4	3.0	Setosa
7.1	3.0	Setosa
7.0	7.5	Versicolor
6.4	7.5	Versicolor
6.9	3.4	Setosa
3.9	7.8	Versicolor
2.9	7.8	Versicolor
4.8	4.3	Setosa
7.5	7.9	Versicolor
6.1	2.0	Setosa
7.2	5.8	Virginica
6.9	5.5	Setosa
3.5	6.1	Versicolor
6.9	8.6	Virginica
3.4	8.3	Versicolor
