sepal.width	variety
6.1	Virginica
3.4	Versicolor
4.2	Setosa
4.5	Virginica
7.9	Setosa
4.6	Versicolor
5.8	Versicolor
5.8	Virginica
5.0	Setosa
5.9	Versicolor
6.3	Setosa
5.6	Setosa
6.0	Virginica
6.1	Setosa
3.0	Setosa
7.5	Setosa
6.3	Versicolor
4.8	Setosa
6.5	Setosa
4.3	Virginica
3.3	Virginica
6.0	Setosa
7.5	Versicolor
3.1	Versicolor
4.0	Virginica
7.2	Setosa
5.8	Setosa
5.9	Setosa
3.7	Virginica
3.0	Setosa
5.9	Setosa
5.0	Virginica
5.2	Versicolor
6.5	Virginica
6.3	Versicolor
5.2	Virginica
3.4	Versicolor
4.1	Setosa
7.0	Virginica
5.9	Setosa
4.4	Setosa
3.5	Virginica
2.9	Versicolor
7.4	Setosa
3.3	Versicolor
5.2	Versicolor
4.7	Virginica
3.6	Virginica
6.6	Virginica
4.8	Virginica
3.8	Versicolor
7.5	Versicolor
6.8	Setosa
6.0	Versicolor
7.2	Setosa
6.4	Versicolor
5.1	Versicolor
6.3	Setosa
5.6	Setosa
7.3	Versicolor
6.3	Versicolor
6.1	Virginica
8.0	Setosa
6.2	Virginica
4.2	Versicolor
6.1	Virginica
5.0	Setosa
3.6	Versicolor
7.3	Virginica
6.2	Setosa
5.5	Versicolor
5.6	Versicolor
5.6	Setosa
6.5	Virginica
7.0	Virginica
6.9	Setosa
3.4	Versicolor
5.6	Setosa
5.5	Setosa
6.2	Versicolor
3.3	Versicolor
6.0	Versicolor
8.0	Setosa
2.8	Virginica
3.3	Virginica
6.0	Versicolor
3.4	Virginica
7.4	Virginica
6.5	Versicolor
4.3	Virginica
6.0	Virginica
2.3	Setosa
6.5	Setosa
4.8	Virginica
3.0	Versicolor
5.5	Versicolor
5.0	Setosa
3.0	Versicolor
7.2	Setosa
4.2	Setosa
6.3	Setosa
6.3	Virginica
4.0	Setosa
6.0	Virginica
3.5	Virginica
