sepal.length	sepal.width	petal.length	variety
8.6	6.5	6.6	Versicolor
9.2	4.8	7.8	Virginica
6.6	6.3	3.5	Setosa
11.5	3.7	6.2	Versicolor
9.7	3.9	5.4	Virginica
8.9	5.4	2.9	Setosa
6.0	6.8	3.4	Setosa
4.3	3.5	1.1	Setosa
10.1	3.0	9.1	Virginica
8.9	4.0	5.2	Versicolor
7.7	6.7	3.1	Setosa
6.8	8.0	2.2	Setosa
8.7	6.3	4.2	Setosa
7.1	4.9	6.0	Setosa
9.4	4.0	8.5	Versicolor
5.0	6.3	2.3	Setosa
7.4	7.7	7.3	Virginica
8.1	5.5	3.9	Versicolor
8.2	4.3	9.2	Virginica
9.4	3.3	9.1	Virginica
6.1	6.4	1.9	Setosa
6.1	7.1	6.6	Virginica
11.4	3.8	10.6	Virginica
9.9	6.1	8.5	Virginica
10.7	7.1	10.4	Virginica
9.7	4.1	5.4	Versicolor
6.0	7.5	5.6	Setosa
8.9	5.2	5.8	Versicolor
9.1	5.0	6.5	Versicolor
8.1	3.8	6.4	Setosa
6.9	4.4	3.8	Versicolor
5.0	6.9	6.0	Setosa
5.0	4.7	3.7	Setosa
6.6	4.7	4.5	Setosa
9.4	5.5	2.9	Setosa
7.9	7.2	4.3	Setosa
11.7	5.0	8.6	Virginica
11.4	6.6	7.9	Versicolor
5.4	3.4	5.2	Setosa
6.9	6.1	1.5	Setosa
8.3	5.3	6.1	Virginica
10.2	6.1	7.6	Virginica
8.5	3.9	8.0	Versicolor
8.3	6.7	5.9	Virginica
11.1	5.4	7.6	Versicolor
8.9	6.2	7.3	Virginica
6.3	4.2	4.4	Versicolor
10.0	3.8	8.1	Versicolor
8.1	6.9	6.2	Versicolor
10.6	7.3	6.2	Versicolor
7.4	5.7	5.5	Versicolor
6.7	3.4	4.2	Versicolor
8.7	6.6	6.0	Setosa
9.4	6.5	8.5	Virginica
8.6	6.5	6.0	Versicolor
9.3	5.5	7.4	Versicolor
5.6	4.4	6.6	Versicolor
7.5	4.0	4.5	Versicolor
6.5	2.0	6.5	Versicolor
10.2	3.2	7.0	Versicolor
8.5	2.9	5.2	Versicolor
8.2	6.1	7.7	Versicolor
9.0	5.4	3.1	Setosa
8.6	6.8	6.5	Versicolor
4.8	3.1	3.1	Setosa
10.1	6.2	5.2	Versicolor
8.6	3.1	5.5	Setosa
8.4	3.1	9.9	Virginica
6.8	4.4	6.4	Setosa
6.9	7.4	2.2	Setosa
7.2	5.7	4.3	Setosa
5.9	8.2	2.5	Setosa
7.6	5.0	2.4	Setosa
8.4	7.7	6.2	Virginica
6.1	4.0	4.9	Virginica
9.8	4.5	5.5	Virginica
6.7	3.9	4.3	Versicolor
10.4	4.8	10.9	Virginica
6.0	6.2	4.0	Versicolor
9.2	4.5	10.3	Virginica
7.9	3.9	5.5	Setosa
8.3	4.0	1.4	Setosa
8.5	6.5	10.3	Virginica
6.4	6.9	1.8	Setosa
4.6	5.2	3.4	Setosa
6.0	3.5	5.3	Virginica
8.8	6.2	8.1	Versicolor
10.7	7.1	5.6	Virginica
7.2	4.4	5.4	Setosa
10.7	5.3	7.2	Virginica
7.3	7.5	5.9	Setosa
10.3	7.2	5.1	Virginica
7.7	7.0	7.7	Versicolor
8.0	7.5	7.5	Virginica
5.1	3.3	1.7	Setosa
6.5	7.5	4.6	Setosa
8.7	5.0	5.5	Setosa
9.7	5.3	8.7	Virginica
6.3	6.9	7.1	Virginica
7.0	6.2	8.5	Virginica
7.5	7.1	6.9	Versicolor
9.6	7.5	2.4	Setosa
8.7	4.7	9.0	Virginica
11.0	5.2	5.1	Virginica
9.9	4.0	6.1	Virginica
