sepal.width	variety
6.1	Versicolor
7.6	Setosa
6.3	Virginica
5.0	Virginica
7.1	Setosa
7.3	Virginica
2.8	Versicolor
5.0	Versicolor
5.1	Versicolor
6.4	Setosa
4.9	Versicolor
3.1	Versicolor
6.2	Versicolor
3.5	Versicolor
4.2	Virginica
5.3	Virginica
5.8	Setosa
4.8	Versicolor
2.8	Virginica
3.8	Virginica
7.5	Virginica
5.2	Virginica
6.6	Virginica
2.9	Versicolor
5.5	Virginica
3.7	Versicolor
7.1	Versicolor
3.8	Virginica
7.0	Setosa
8.5	Setosa
2.7	Virginica
3.5	Versicolor
4.4	Setosa
6.7	Versicolor
4.5	Setosa
3.5	Virginica
3.9	Versicolor
6.5	Virginica
2.7	Versicolor
6.9	Setosa
3.4	Versicolor
3.1	Setosa
6.2	Versicolor
3.0	Versicolor
6.3	Versicolor
5.5	Virginica
4.5	Setosa
4.4	Virginica
5.5	Versicolor
5.0	Versicolor
4.0	Virginica
4.4	Virginica
6.7	Versicolor
3.7	Virginica
7.4	Versicolor
4.7	Versicolor
4.1	Virginica
7.6	Virginica
7.7	Setosa
6.6	Virginica
3.3	Versicolor
5.6	Setosa
2.8	Virginica
5.6	Virginica
6.5	Versicolor
4.9	Setosa
5.6	Setosa
7.5	Versicolor
5.2	Versicolor
4.0	Virginica
4.4	Setosa
6.5	Virginica
6.3	Virginica
4.1	Virginica
4.8	Versicolor
4.0	Versicolor
6.8	Versicolor
3.4	Virginica
5.5	Virginica
7.5	Versicolor
3.2	Versicolor
3.5	Setosa
3.4	Setosa
7.3	Versicolor
6.6	Setosa
4.8	Setosa
3.8	Setosa
3.5	Setosa
5.7	Setosa
5.9	Setosa
6.0	Virginica
6.7	Setosa
5.8	Versicolor
4.5	Setosa
3.4	Versicolor
4.8	Setosa
7.5	Setosa
8.0	Setosa
3.9	Setosa
7.3	Setosa
4.4	Versicolor
6.7	Setosa
7.9	Virginica
5.9	Setosa
7.3	Virginica
