sepal.width	petal.length	variety
6.5	5.5	Versicolor
4.7	7.1	Versicolor
5.5	7.1	Virginica
3.4	5.6	Virginica
4.3	2.8	Setosa
6.6	8.4	Virginica
6.7	5.5	Setosa
7.8	8.2	Virginica
7.9	8.1	Virginica
6.9	1.5	Setosa
6.4	1.4	Setosa
2.7	8.2	Versicolor
8.0	1.3	Setosa
2.8	6.5	Versicolor
8.5	4.2	Setosa
4.0	1.3	Setosa
8.3	4.9	Setosa
3.8	8.2	Virginica
4.5	6.5	Versicolor
6.3	9.3	Virginica
4.3	9.5	Virginica
3.4	4.8	Versicolor
6.9	7.9	Virginica
7.6	5.0	Setosa
4.8	6.4	Virginica
3.8	2.2	Setosa
3.9	4.7	Versicolor
3.6	6.1	Virginica
5.3	9.2	Versicolor
4.2	1.3	Setosa
4.8	7.8	Versicolor
2.5	7.5	Virginica
7.4	7.1	Versicolor
4.4	4.4	Setosa
4.2	6.0	Virginica
4.0	5.1	Setosa
7.3	1.6	Setosa
5.9	3.7	Setosa
5.6	6.9	Versicolor
4.1	2.5	Setosa
6.3	6.1	Virginica
2.8	5.0	Versicolor
3.4	5.0	Versicolor
7.2	4.1	Versicolor
2.3	7.3	Versicolor
6.8	4.7	Setosa
5.0	5.9	Virginica
3.6	5.9	Virginica
3.8	10.7	Virginica
4.5	1.4	Setosa
2.6	5.0	Versicolor
7.7	5.6	Virginica
7.0	8.1	Virginica
7.9	3.4	Setosa
5.7	4.2	Setosa
7.0	1.9	Setosa
3.9	6.8	Versicolor
4.2	6.5	Versicolor
5.3	3.5	Setosa
5.0	8.5	Versicolor
4.6	6.6	Virginica
6.0	2.1	Setosa
7.2	5.9	Virginica
5.8	9.1	Virginica
3.0	10.3	Virginica
3.5	7.5	Versicolor
4.0	7.2	Versicolor
7.5	8.9	Virginica
4.5	6.3	Virginica
4.0	8.2	Versicolor
7.5	5.0	Setosa
3.9	2.5	Setosa
6.9	1.9	Setosa
5.1	1.5	Setosa
2.8	6.9	Virginica
5.7	4.4	Versicolor
4.5	4.5	Versicolor
7.4	5.6	Setosa
8.2	6.0	Setosa
6.5	9.7	Virginica
6.0	4.4	Versicolor
3.5	1.9	Setosa
4.8	8.6	Virginica
6.0	2.6	Setosa
6.3	7.6	Virginica
4.7	2.8	Setosa
6.0	10.3	Virginica
5.1	10.1	Virginica
7.5	8.3	Virginica
7.6	1.4	Setosa
4.6	3.6	Setosa
7.4	2.0	Setosa
2.4	3.7	Versicolor
3.0	7.0	Virginica
3.1	8.5	Versicolor
6.7	6.7	Versicolor
3.0	5.5	Virginica
4.6	1.5	Setosa
5.7	5.0	Versicolor
3.0	8.2	Virginica
4.3	6.4	Versicolor
7.3	4.4	Setosa
6.9	6.3	Versicolor
7.9	5.2	Setosa
5.5	7.1	Versicolor
