sepal.length	variety
10.0	Virginica
8.2	Versicolor
6.4	Setosa
7.3	Setosa
7.1	Versicolor
7.8	Setosa
5.1	Setosa
8.9	Versicolor
9.9	Setosa
6.6	Setosa
5.5	Setosa
9.8	Versicolor
7.2	Virginica
9.4	Virginica
7.7	Versicolor
10.6	Versicolor
7.8	Versicolor
7.7	Virginica
6.6	Setosa
5.2	Setosa
7.7	Versicolor
5.6	Setosa
7.7	Virginica
6.0	Versicolor
6.8	Setosa
7.5	Versicolor
7.7	Virginica
7.9	Virginica
7.3	Virginica
9.4	Virginica
10.8	Versicolor
9.5	Setosa
10.0	Versicolor
5.7	Versicolor
6.4	Setosa
7.7	Setosa
8.4	Setosa
10.8	Virginica
6.6	Versicolor
8.5	Versicolor
6.4	Virginica
7.4	Setosa
11.4	Virginica
8.3	Virginica
6.1	Versicolor
7.0	Versicolor
11.1	Virginica
8.9	Setosa
9.3	Versicolor
8.5	Virginica
7.6	Setosa
9.9	Virginica
6.3	Setosa
10.0	Versicolor
7.7	Versicolor
5.8	Virginica
10.1	Versicolor
5.7	Setosa
9.3	Virginica
10.0	Setosa
7.8	Setosa
7.7	Versicolor
6.9	Virginica
10.2	Versicolor
8.1	Versicolor
9.8	Setosa
8.7	Versicolor
7.4	Virginica
5.1	Versicolor
11.2	Virginica
7.4	Setosa
8.5	Versicolor
6.0	Versicolor
6.3	Versicolor
7.8	Virginica
8.2	Virginica
9.7	Virginica
6.8	Setosa
5.9	Versicolor
9.5	Versicolor
9.9	Setosa
9.1	Versicolor
9.2	Setosa
6.7	Setosa
7.4	Versicolor
7.4	Setosa
7.9	Setosa
9.2	Versicolor
8.2	Virginica
7.8	Virginica
9.0	Setosa
7.5	Versicolor
5.5	Setosa
8.1	Setosa
10.2	Virginica
6.7	Versicolor
6.1	Setosa
10.6	Versicolor
6.8	Versicolor
6.8	Virginica
9.3	Virginica
8.6	Virginica
9.6	Virginica
9.5	Virginica
8.6	Versicolor
