sepal.length	sepal.width	variety
7.2	6.2	Virginica
9.7	4.0	Virginica
7.1	6.5	Virginica
7.7	2.7	Versicolor
6.3	5.8	Virginica
6.3	7.4	Virginica
9.7	4.4	Setosa
10.2	4.1	Versicolor
5.3	6.6	Setosa
8.4	5.3	Virginica
7.3	5.8	Versicolor
5.6	8.1	Setosa
7.4	3.9	Setosa
6.5	4.0	Setosa
8.6	5.8	Setosa
7.8	5.9	Virginica
9.5	4.0	Setosa
4.9	5.9	Versicolor
9.0	2.2	Virginica
9.0	5.5	Virginica
7.9	2.5	Virginica
9.3	5.2	Virginica
10.0	5.7	Versicolor
6.7	3.3	Virginica
10.6	3.0	Virginica
9.5	4.5	Virginica
9.4	3.9	Versicolor
7.0	3.0	Versicolor
8.1	7.5	Versicolor
5.3	5.2	Setosa
10.8	6.8	Versicolor
9.7	7.3	Setosa
9.7	4.0	Virginica
4.8	7.9	Setosa
8.9	4.4	Setosa
9.9	5.0	Versicolor
8.9	2.8	Virginica
8.2	6.6	Virginica
5.1	3.2	Setosa
9.0	7.9	Setosa
6.1	5.8	Setosa
7.2	6.0	Virginica
10.4	5.3	Virginica
5.8	3.4	Setosa
8.4	3.7	Virginica
9.1	4.1	Virginica
9.7	7.5	Virginica
6.3	5.0	Setosa
11.3	4.5	Virginica
7.1	3.7	Versicolor
8.6	7.8	Setosa
9.2	7.1	Versicolor
5.0	5.0	Versicolor
9.4	6.0	Setosa
8.7	7.7	Setosa
7.7	2.8	Versicolor
10.7	3.0	Virginica
6.6	7.0	Setosa
9.6	4.2	Setosa
9.4	3.9	Setosa
7.4	4.6	Virginica
8.0	8.2	Setosa
7.8	4.6	Versicolor
7.6	4.4	Setosa
7.1	6.8	Virginica
7.9	3.7	Setosa
7.9	3.6	Setosa
6.8	6.5	Setosa
6.8	4.3	Virginica
6.6	6.3	Setosa
9.2	5.0	Versicolor
8.5	5.3	Versicolor
8.3	5.0	Setosa
7.3	7.5	Setosa
9.2	6.4	Versicolor
8.0	3.4	Versicolor
8.2	5.9	Versicolor
9.7	3.9	Virginica
6.8	3.0	Virginica
8.4	6.3	Virginica
12.2	4.8	Virginica
9.8	5.4	Virginica
9.1	7.4	Versicolor
7.5	6.2	Virginica
9.7	6.8	Virginica
8.9	7.2	Setosa
8.7	4.6	Versicolor
10.9	4.2	Virginica
11.2	4.3	Virginica
8.6	7.0	Setosa
8.4	3.9	Setosa
8.3	4.2	Versicolor
10.6	5.3	Versicolor
5.9	4.6	Setosa
9.6	5.5	Versicolor
10.0	6.3	Versicolor
11.1	6.5	Versicolor
12.1	7.0	Virginica
5.4	3.1	Setosa
6.0	2.3	Setosa
5.0	8.0	Setosa
9.3	4.7	Virginica
8.0	5.4	Versicolor
9.4	4.5	Versicolor
6.9	5.1	Versicolor
