sepal.width	variety
4.5	Virginica
4.7	Virginica
3.0	Versicolor
6.7	Versicolor
3.9	Virginica
4.0	Virginica
3.2	Versicolor
7.0	Versicolor
6.5	Versicolor
3.9	Versicolor
3.5	Versicolor
3.6	Virginica
5.4	Setosa
5.6	Setosa
3.1	Virginica
2.2	Versicolor
3.8	Versicolor
7.5	Virginica
8.2	Setosa
7.9	Setosa
2.9	Virginica
4.8	Versicolor
7.7	Virginica
3.5	Setosa
6.0	Virginica
3.3	Versicolor
4.5	Setosa
4.7	Setosa
3.9	Setosa
5.8	Virginica
5.2	Virginica
6.3	Versicolor
5.5	Versicolor
3.4	Setosa
5.9	Versicolor
7.6	Virginica
5.5	Versicolor
5.4	Setosa
7.7	Versicolor
3.9	Setosa
5.4	Setosa
6.8	Setosa
6.8	Setosa
6.8	Virginica
6.6	Virginica
4.0	Virginica
6.5	Versicolor
5.4	Versicolor
3.8	Virginica
6.0	Virginica
7.4	Setosa
4.3	Setosa
5.5	Setosa
6.2	Setosa
6.9	Versicolor
4.5	Versicolor
5.4	Versicolor
4.7	Setosa
3.5	Setosa
5.5	Virginica
3.5	Setosa
4.0	Virginica
6.5	Virginica
5.0	Setosa
7.3	Virginica
6.9	Versicolor
3.5	Setosa
7.3	Setosa
5.8	Virginica
4.0	Versicolor
6.2	Virginica
6.3	Virginica
7.0	Setosa
6.2	Setosa
3.3	Versicolor
4.3	Virginica
7.0	Setosa
8.4	Setosa
3.7	Versicolor
7.2	Virginica
3.6	Setosa
5.0	Virginica
7.2	Virginica
5.3	Virginica
3.5	Virginica
7.1	Setosa
4.0	Virginica
4.5	Versicolor
7.3	Virginica
7.7	Virginica
3.6	Versicolor
3.6	Setosa
6.2	Versicolor
6.5	Virginica
3.4	Versicolor
7.3	Setosa
2.8	Versicolor
4.7	Virginica
6.7	Virginica
5.0	Versicolor
5.4	Setosa
4.6	Setosa
7.4	Setosa
6.4	Setosa
3.5	Virginica
