petal.length	variety
9.4	Virginica
9.3	Virginica
8.0	Versicolor
3.8	Setosa
6.4	Versicolor
7.2	Versicolor
5.2	Versicolor
8.2	Virginica
7.9	Versicolor
2.3	Setosa
5.2	Virginica
3.5	Setosa
6.7	Versicolor
5.0	Versicolor
9.0	Versicolor
5.8	Setosa
4.1	Setosa
6.6	Versicolor
4.0	Versicolor
4.4	Setosa
3.0	Setosa
1.5	Setosa
3.9	Setosa
7.5	Virginica
6.1	Versicolor
7.1	Virginica
8.1	Virginica
2.3	Setosa
9.4	Versicolor
5.0	Versicolor
5.3	Versicolor
5.9	Virginica
8.9	Virginica
7.9	Virginica
9.0	Versicolor
9.6	Virginica
5.4	Setosa
9.6	Virginica
8.5	Virginica
7.5	Virginica
3.0	Setosa
6.5	Virginica
5.9	Setosa
4.0	Setosa
3.4	Setosa
8.4	Versicolor
3.0	Setosa
2.0	Setosa
7.5	Versicolor
6.9	Versicolor
7.2	Virginica
7.2	Versicolor
2.7	Setosa
3.4	Setosa
8.0	Virginica
7.2	Versicolor
9.5	Virginica
1.6	Setosa
4.9	Setosa
4.1	Setosa
5.3	Versicolor
5.5	Versicolor
4.1	Setosa
6.3	Virginica
6.2	Virginica
5.5	Setosa
3.1	Setosa
5.1	Versicolor
8.0	Versicolor
1.9	Setosa
9.8	Virginica
7.5	Virginica
5.4	Versicolor
7.3	Virginica
4.9	Setosa
6.9	Versicolor
5.6	Versicolor
6.4	Versicolor
1.3	Setosa
6.8	Virginica
2.9	Setosa
9.6	Virginica
5.2	Setosa
10.1	Virginica
8.5	Virginica
2.0	Setosa
9.1	Virginica
5.8	Versicolor
3.0	Versicolor
7.8	Versicolor
7.8	Versicolor
9.4	Virginica
7.4	Virginica
2.4	Setosa
5.8	Versicolor
1.9	Setosa
1.9	Setosa
6.0	Versicolor
5.4	Setosa
6.3	Virginica
8.1	Versicolor
4.5	Versicolor
7.2	Virginica
4.7	Versicolor
5.5	Versicolor
