sepal.length	variety
7.9	Virginica
7.2	Versicolor
7.2	Versicolor
8.1	Versicolor
9.2	Virginica
11.2	Virginica
7.4	Setosa
6.1	Setosa
8.6	Versicolor
6.3	Virginica
7.9	Versicolor
7.9	Virginica
10.5	Versicolor
7.5	Setosa
7.2	Setosa
5.3	Setosa
11.2	Virginica
11.3	Versicolor
7.9	Setosa
10.4	Versicolor
7.3	Setosa
5.8	Virginica
7.0	Virginica
11.4	Virginica
10.3	Virginica
5.9	Setosa
7.5	Setosa
5.5	Setosa
4.6	Setosa
9.1	Setosa
7.1	Setosa
5.8	Setosa
8.4	Virginica
7.9	Setosa
9.6	Virginica
10.2	Virginica
8.7	Versicolor
8.2	Virginica
9.1	Setosa
6.5	Setosa
6.8	Versicolor
5.0	Setosa
6.1	Setosa
6.4	Virginica
7.4	Setosa
7.4	Setosa
6.9	Setosa
6.5	Virginica
10.0	Virginica
10.0	Versicolor
10.9	Virginica
5.4	Setosa
7.5	Versicolor
6.1	Versicolor
9.2	Versicolor
9.6	Versicolor
10.2	Versicolor
6.1	Versicolor
9.2	Virginica
7.2	Versicolor
10.3	Versicolor
9.5	Setosa
6.6	Versicolor
5.3	Setosa
10.0	Versicolor
7.5	Versicolor
5.7	Setosa
10.8	Virginica
8.1	Versicolor
8.1	Virginica
6.5	Versicolor
8.0	Versicolor
9.7	Versicolor
6.7	Setosa
8.5	Virginica
8.4	Versicolor
10.5	Virginica
12.4	Virginica
6.4	Virginica
9.2	Virginica
7.2	Virginica
6.9	Versicolor
8.5	Setosa
9.3	Virginica
8.2	Versicolor
8.2	Versicolor
4.8	Setosa
11.2	Virginica
8.2	Setosa
5.1	Setosa
9.2	Virginica
7.9	Versicolor
9.7	Versicolor
10.6	Virginica
6.0	Versicolor
5.1	Setosa
10.2	Versicolor
5.8	Setosa
9.3	Setosa
8.5	Setosa
10.5	Versicolor
10.6	Virginica
6.2	Setosa
6.9	Versicolor
6.9	Versicolor
