petal.width	variety
3.4	Versicolor
1.2	Setosa
3.2	Versicolor
5.8	Versicolor
5.0	Versicolor
0.7	Setosa
5.0	Versicolor
4.0	Versicolor
4.8	Virginica
4.9	Virginica
0.8	Setosa
0.9	Setosa
2.3	Versicolor
5.8	Virginica
4.8	Virginica
3.4	Setosa
4.1	Virginica
4.7	Setosa
1.9	Versicolor
1.2	Setosa
4.1	Setosa
4.2	Setosa
5.3	Versicolor
2.5	Versicolor
0.1	Setosa
4.4	Setosa
2.8	Virginica
5.1	Versicolor
5.3	Virginica
0.7	Setosa
1.8	Setosa
0.7	Setosa
3.3	Virginica
6.8	Virginica
0.7	Setosa
6.0	Virginica
3.3	Setosa
4.0	Versicolor
4.8	Versicolor
6.3	Virginica
4.5	Versicolor
2.7	Setosa
4.6	Setosa
4.1	Virginica
4.3	Virginica
5.3	Versicolor
0.2	Setosa
5.6	Versicolor
2.9	Virginica
3.8	Versicolor
4.5	Versicolor
2.9	Virginica
6.5	Virginica
0.4	Setosa
2.5	Virginica
2.8	Virginica
0.4	Setosa
4.5	Versicolor
4.7	Setosa
1.7	Setosa
0.7	Setosa
4.7	Virginica
3.2	Setosa
1.0	Versicolor
0.2	Setosa
3.0	Virginica
5.8	Versicolor
3.3	Versicolor
2.3	Versicolor
1.9	Virginica
3.0	Versicolor
2.5	Virginica
3.4	Virginica
1.8	Versicolor
4.7	Setosa
6.0	Virginica
1.3	Setosa
0.2	Setosa
5.5	Virginica
3.7	Setosa
2.1	Virginica
3.7	Virginica
0.3	Setosa
4.5	Versicolor
1.9	Setosa
4.7	Versicolor
2.3	Virginica
3.4	Virginica
6.8	Virginica
3.5	Versicolor
6.1	Virginica
4.0	Virginica
1.8	Setosa
3.4	Versicolor
1.1	Versicolor
4.2	Setosa
1.5	Versicolor
1.4	Setosa
6.3	Virginica
5.7	Versicolor
0.2	Setosa
3.0	Virginica
2.7	Setosa
4.7	Virginica
5.0	Setosa
