sepal.length	sepal.width	variety
11.4	7.2	Virginica
6.4	4.0	Versicolor
9.7	5.3	Versicolor
7.2	6.1	Versicolor
7.3	3.4	Setosa
9.7	4.5	Virginica
7.9	3.0	Setosa
10.8	3.9	Virginica
8.1	6.9	Versicolor
7.8	3.0	Virginica
9.2	6.3	Virginica
10.4	3.1	Virginica
8.0	5.7	Virginica
5.5	2.9	Versicolor
7.6	7.4	Setosa
10.0	5.0	Versicolor
9.6	8.0	Setosa
8.6	5.0	Virginica
6.4	5.5	Virginica
10.2	5.0	Versicolor
10.8	7.2	Virginica
9.4	7.2	Versicolor
7.6	7.0	Setosa
8.2	5.1	Virginica
11.7	7.6	Virginica
7.9	7.1	Setosa
11.9	8.3	Virginica
7.8	5.0	Setosa
8.8	4.7	Virginica
7.1	5.2	Setosa
8.0	7.0	Setosa
7.8	2.6	Versicolor
7.9	6.2	Virginica
8.7	7.4	Setosa
7.9	5.9	Setosa
11.4	3.6	Virginica
7.3	3.0	Setosa
9.9	3.0	Versicolor
6.2	6.8	Virginica
8.6	3.5	Versicolor
5.4	6.0	Setosa
7.5	4.0	Setosa
7.7	3.1	Versicolor
10.2	4.4	Virginica
11.4	5.8	Virginica
7.9	6.4	Setosa
7.1	7.8	Setosa
8.5	3.0	Virginica
11.2	6.8	Virginica
10.8	2.7	Virginica
9.7	2.7	Versicolor
10.3	2.7	Versicolor
10.3	3.0	Versicolor
11.0	3.0	Virginica
6.5	6.8	Versicolor
8.4	6.1	Setosa
11.2	4.0	Virginica
9.8	6.9	Virginica
10.7	5.2	Virginica
8.4	3.4	Setosa
8.1	5.6	Setosa
9.1	7.3	Versicolor
6.2	3.4	Setosa
6.2	2.9	Versicolor
9.4	4.3	Virginica
4.8	6.5	Setosa
9.8	7.2	Virginica
10.8	3.8	Virginica
9.1	4.2	Setosa
10.4	3.7	Versicolor
6.4	4.2	Setosa
8.5	6.5	Setosa
9.6	5.9	Versicolor
5.5	5.0	Versicolor
9.4	5.1	Versicolor
10.2	3.0	Virginica
6.2	2.9	Versicolor
9.6	8.3	Setosa
9.5	6.9	Versicolor
10.0	4.8	Versicolor
5.5	2.6	Versicolor
9.3	6.3	Versicolor
8.8	7.7	Setosa
7.5	3.9	Setosa
5.8	3.4	Setosa
9.6	3.9	Versicolor
6.8	7.2	Versicolor
7.1	4.5	Versicolor
7.0	4.2	Versicolor
10.8	4.8	Virginica
8.0	3.4	Setosa
12.2	4.0	Virginica
12.1	3.0	Virginica
6.2	3.3	Versicolor
5.6	7.0	Versicolor
6.7	5.7	Setosa
8.0	3.0	Virginica
7.8	6.9	Virginica
9.6	6.8	Virginica
8.3	5.8	Versicolor
9.2	6.8	Virginica
7.5	2.7	Virginica
7.5	4.5	Virginica
9.4	5.4	Setosa
8.8	4.5	Setosa
