petal.width	variety
2.0	Versicolor
4.7	Setosa
2.2	Virginica
4.2	Setosa
3.0	Versicolor
1.2	Setosa
1.4	Setosa
2.9	Versicolor
4.1	Setosa
0.7	Setosa
2.2	Setosa
2.3	Virginica
2.0	Virginica
5.8	Virginica
4.7	Setosa
1.9	Versicolor
3.5	Virginica
3.2	Versicolor
4.2	Setosa
2.9	Versicolor
4.0	Versicolor
1.7	Setosa
1.3	Setosa
4.5	Setosa
2.9	Versicolor
5.9	Virginica
4.8	Virginica
4.1	Setosa
6.3	Virginica
5.8	Versicolor
3.7	Virginica
0.2	Setosa
3.6	Versicolor
5.0	Virginica
2.3	Virginica
2.2	Setosa
4.1	Setosa
4.0	Versicolor
1.7	Versicolor
2.3	Virginica
3.2	Virginica
5.9	Virginica
3.2	Setosa
5.3	Virginica
3.9	Setosa
4.7	Setosa
6.9	Virginica
2.8	Virginica
5.3	Virginica
4.5	Versicolor
1.1	Versicolor
4.6	Virginica
6.5	Virginica
3.8	Versicolor
5.3	Versicolor
2.3	Versicolor
3.8	Setosa
4.7	Setosa
5.5	Versicolor
4.3	Versicolor
1.7	Setosa
4.6	Setosa
5.8	Versicolor
6.0	Virginica
1.5	Versicolor
5.9	Virginica
5.5	Versicolor
3.3	Virginica
4.4	Setosa
5.8	Virginica
5.3	Versicolor
1.0	Versicolor
0.2	Setosa
4.2	Setosa
2.7	Setosa
5.4	Virginica
4.4	Setosa
0.2	Setosa
4.0	Virginica
3.7	Versicolor
3.8	Setosa
3.4	Versicolor
2.3	Versicolor
3.7	Setosa
1.7	Setosa
0.2	Setosa
2.1	Virginica
2.9	Versicolor
1.8	Versicolor
3.4	Setosa
5.4	Versicolor
2.4	Virginica
4.2	Setosa
2.8	Setosa
4.4	Virginica
5.1	Versicolor
5.8	Virginica
3.4	Virginica
2.0	Versicolor
3.4	Setosa
4.6	Virginica
2.3	Versicolor
1.3	Versicolor
0.2	Setosa
6.5	Virginica
