petal.length	petal.width	variety
6.4	5.8	Virginica
1.4	0.7	Setosa
10.2	5.3	Virginica
8.9	2.6	Virginica
6.0	4.8	Virginica
5.5	2.5	Versicolor
7.9	4.4	Versicolor
8.8	5.8	Virginica
9.4	3.3	Virginica
8.5	6.0	Versicolor
4.1	2.7	Setosa
10.9	6.0	Virginica
4.0	2.5	Versicolor
9.0	2.0	Virginica
6.3	3.6	Virginica
2.0	2.2	Setosa
3.5	0.6	Setosa
6.5	5.3	Versicolor
8.2	4.0	Virginica
10.0	2.3	Virginica
1.4	1.7	Setosa
7.6	3.4	Virginica
2.4	2.3	Setosa
8.1	5.1	Virginica
5.2	4.2	Setosa
4.7	1.8	Versicolor
5.8	2.3	Virginica
2.1	3.6	Setosa
5.6	1.8	Versicolor
9.0	5.1	Virginica
6.8	4.8	Versicolor
7.6	2.4	Virginica
4.4	1.8	Setosa
5.0	4.9	Setosa
9.1	3.2	Virginica
2.4	1.9	Setosa
5.6	4.4	Virginica
4.5	0.7	Setosa
9.2	4.5	Versicolor
7.7	2.3	Versicolor
7.7	4.0	Virginica
5.9	3.1	Setosa
2.4	1.7	Setosa
6.4	5.4	Versicolor
10.7	3.7	Virginica
8.5	3.9	Virginica
1.3	4.2	Setosa
4.7	4.4	Versicolor
7.5	1.0	Versicolor
5.2	4.4	Versicolor
5.5	1.4	Setosa
4.8	5.3	Virginica
4.7	4.7	Versicolor
6.6	3.8	Versicolor
9.1	4.0	Virginica
6.6	6.3	Virginica
6.5	2.0	Versicolor
7.1	5.0	Versicolor
9.1	1.9	Versicolor
4.0	0.1	Setosa
2.9	0.2	Setosa
1.5	3.2	Setosa
5.9	3.7	Setosa
7.5	1.1	Versicolor
6.0	2.3	Versicolor
5.0	2.5	Versicolor
7.1	3.5	Virginica
7.5	3.0	Versicolor
4.5	2.7	Setosa
6.5	4.3	Versicolor
5.0	0.7	Setosa
5.7	1.5	Versicolor
4.0	0.4	Setosa
8.4	5.7	Versicolor
9.1	6.4	Virginica
6.1	1.9	Virginica
6.2	2.1	Versicolor
6.9	2.5	Virginica
1.8	4.7	Setosa
6.1	2.7	Setosa
6.8	3.8	Versicolor
5.9	0.2	Setosa
9.5	4.0	Virginica
5.3	4.3	Setosa
4.8	3.3	Setosa
5.0	3.7	Setosa
3.3	2.0	Versicolor
7.3	2.8	Virginica
6.2	3.0	Setosa
1.5	1.8	Setosa
7.5	3.6	Versicolor
5.4	2.5	Versicolor
1.9	1.6	Setosa
7.7	2.5	Versicolor
4.5	4.2	Versicolor
5.6	3.3	Virginica
4.9	4.7	Setosa
5.7	3.3	Virginica
5.7	1.2	Setosa
6.7	6.0	Virginica
9.1	3.9	Virginica
4.7	4.7	Setosa
7.1	4.1	Versicolor
5.8	3.4	Setosa
4.4	1.8	Setosa
