petal.width	variety
1.2	Setosa
4.8	Setosa
5.1	Versicolor
3.9	Virginica
5.2	Versicolor
0.2	Setosa
3.5	Versicolor
6.1	Virginica
1.5	Versicolor
4.3	Versicolor
1.9	Virginica
3.1	Virginica
4.7	Setosa
4.5	Virginica
4.5	Versicolor
5.0	Versicolor
2.4	Versicolor
2.6	Setosa
3.3	Virginica
2.2	Virginica
3.3	Virginica
3.4	Virginica
4.7	Versicolor
3.1	Versicolor
4.2	Setosa
6.7	Virginica
6.0	Versicolor
2.5	Versicolor
0.2	Setosa
1.4	Versicolor
1.2	Setosa
0.7	Setosa
4.7	Versicolor
4.4	Versicolor
2.5	Virginica
1.7	Setosa
3.2	Setosa
4.3	Setosa
6.0	Virginica
5.0	Versicolor
4.2	Setosa
5.5	Virginica
0.9	Setosa
4.3	Versicolor
3.1	Virginica
1.3	Versicolor
1.9	Virginica
4.6	Versicolor
1.2	Setosa
4.6	Virginica
2.8	Versicolor
2.8	Virginica
4.3	Versicolor
6.3	Virginica
2.2	Virginica
0.7	Setosa
5.1	Versicolor
1.7	Setosa
5.3	Virginica
5.8	Virginica
4.3	Virginica
2.2	Setosa
5.8	Virginica
3.2	Setosa
1.4	Versicolor
3.2	Versicolor
6.4	Virginica
3.2	Virginica
4.3	Versicolor
5.9	Virginica
0.4	Setosa
5.8	Versicolor
5.6	Virginica
1.2	Setosa
2.5	Versicolor
4.0	Virginica
0.2	Setosa
1.7	Setosa
5.9	Virginica
1.1	Setosa
2.4	Virginica
5.8	Virginica
5.3	Versicolor
4.5	Versicolor
4.8	Virginica
5.6	Versicolor
3.1	Virginica
1.0	Versicolor
3.2	Setosa
0.4	Setosa
5.8	Versicolor
3.1	Setosa
4.1	Setosa
3.0	Virginica
2.3	Setosa
4.2	Setosa
5.3	Virginica
1.5	Setosa
1.7	Setosa
4.0	Virginica
3.3	Versicolor
1.8	Versicolor
4.7	Setosa
2.7	Setosa
4.5	Versicolor
