sepal.length	variety
8.6	Setosa
8.3	Setosa
7.0	Versicolor
6.6	Versicolor
7.8	Virginica
6.5	Virginica
8.5	Versicolor
9.7	Virginica
9.5	Versicolor
10.3	Versicolor
7.3	Setosa
9.0	Setosa
6.8	Versicolor
10.0	Versicolor
5.4	Versicolor
9.9	Virginica
5.4	Setosa
8.3	Versicolor
9.4	Versicolor
8.1	Virginica
7.3	Setosa
6.2	Versicolor
8.8	Virginica
7.9	Virginica
8.4	Virginica
9.5	Versicolor
6.5	Versicolor
8.0	Versicolor
8.9	Virginica
11.4	Versicolor
8.2	Versicolor
9.9	Virginica
8.6	Setosa
9.4	Virginica
6.2	Versicolor
6.2	Versicolor
6.0	Setosa
10.4	Versicolor
8.9	Setosa
9.1	Versicolor
10.3	Setosa
7.0	Virginica
9.7	Virginica
4.9	Setosa
7.1	Setosa
5.9	Setosa
9.0	Versicolor
10.7	Versicolor
7.6	Versicolor
5.5	Setosa
11.7	Virginica
9.7	Setosa
9.7	Setosa
5.9	Setosa
8.5	Setosa
8.3	Setosa
9.0	Virginica
7.3	Virginica
10.2	Virginica
9.1	Versicolor
8.9	Setosa
10.7	Versicolor
10.6	Virginica
6.7	Virginica
8.2	Virginica
8.1	Setosa
8.5	Virginica
6.6	Setosa
9.6	Versicolor
6.8	Virginica
6.9	Virginica
5.2	Setosa
6.1	Setosa
8.5	Versicolor
5.2	Setosa
7.0	Setosa
7.0	Virginica
8.0	Versicolor
11.2	Virginica
8.8	Virginica
8.8	Virginica
6.9	Virginica
8.8	Virginica
5.4	Virginica
5.2	Setosa
7.0	Setosa
8.4	Virginica
7.8	Virginica
8.2	Virginica
8.1	Versicolor
8.4	Setosa
8.3	Setosa
7.3	Virginica
6.8	Versicolor
7.7	Virginica
6.0	Setosa
6.9	Setosa
6.2	Versicolor
8.4	Versicolor
7.4	Setosa
5.5	Setosa
6.1	Setosa
8.1	Virginica
6.5	Versicolor
10.4	Versicolor
