petal.length	variety
8.1	Virginica
3.0	Setosa
6.4	Versicolor
7.1	Virginica
9.3	Virginica
5.8	Virginica
4.7	Versicolor
7.4	Virginica
5.9	Setosa
6.8	Versicolor
7.6	Virginica
5.7	Versicolor
9.6	Virginica
6.5	Virginica
6.6	Virginica
7.0	Virginica
5.6	Virginica
2.0	Setosa
5.8	Versicolor
8.0	Virginica
10.0	Virginica
3.0	Setosa
5.5	Setosa
8.1	Virginica
5.4	Setosa
9.6	Virginica
8.2	Virginica
5.8	Setosa
2.8	Setosa
4.8	Virginica
7.8	Virginica
5.9	Virginica
1.5	Setosa
11.2	Virginica
6.4	Versicolor
6.5	Versicolor
6.7	Virginica
3.0	Setosa
1.9	Setosa
5.1	Setosa
7.9	Versicolor
6.5	Versicolor
6.1	Setosa
10.0	Virginica
7.0	Versicolor
9.0	Versicolor
6.0	Virginica
7.1	Virginica
1.8	Setosa
2.1	Setosa
7.4	Versicolor
2.5	Setosa
5.6	Setosa
5.1	Versicolor
3.2	Setosa
6.7	Versicolor
5.7	Setosa
8.3	Versicolor
8.3	Virginica
1.4	Setosa
3.4	Setosa
5.4	Virginica
9.5	Virginica
8.4	Versicolor
4.2	Versicolor
6.8	Virginica
5.1	Setosa
2.4	Setosa
6.9	Virginica
4.0	Setosa
7.1	Versicolor
5.4	Setosa
5.8	Virginica
6.9	Virginica
8.2	Virginica
7.8	Virginica
4.5	Versicolor
6.2	Setosa
4.5	Versicolor
4.5	Setosa
8.3	Versicolor
8.0	Versicolor
2.9	Setosa
4.3	Setosa
7.4	Versicolor
6.2	Versicolor
8.4	Virginica
6.6	Versicolor
8.3	Versicolor
2.5	Setosa
5.3	Versicolor
2.3	Setosa
8.0	Versicolor
2.9	Setosa
8.0	Versicolor
3.9	Setosa
8.7	Versicolor
4.4	Setosa
6.6	Versicolor
6.6	Virginica
6.9	Virginica
2.3	Setosa
3.7	Versicolor
5.6	Virginica
3.6	Setosa
