sepal.length	variety
7.9	Setosa
10.3	Virginica
7.0	Setosa
5.9	Setosa
10.3	Virginica
9.4	Versicolor
9.1	Versicolor
5.6	Setosa
8.8	Virginica
7.7	Versicolor
5.6	Setosa
6.6	Versicolor
8.5	Setosa
8.8	Versicolor
7.7	Virginica
8.5	Setosa
5.1	Setosa
8.8	Versicolor
9.6	Virginica
9.2	Virginica
10.1	Versicolor
10.6	Versicolor
7.8	Virginica
9.6	Setosa
6.8	Virginica
8.3	Setosa
11.4	Virginica
8.9	Versicolor
6.0	Versicolor
8.8	Setosa
6.5	Versicolor
7.0	Setosa
10.2	Virginica
10.7	Virginica
9.0	Setosa
8.6	Versicolor
9.0	Setosa
6.1	Setosa
7.9	Setosa
6.7	Virginica
5.6	Setosa
7.2	Versicolor
10.1	Versicolor
8.7	Versicolor
9.5	Virginica
5.8	Virginica
9.4	Setosa
8.8	Virginica
9.7	Virginica
6.1	Virginica
9.5	Versicolor
9.9	Versicolor
8.0	Versicolor
9.7	Versicolor
8.9	Virginica
10.6	Versicolor
10.8	Virginica
8.5	Setosa
7.1	Versicolor
10.3	Virginica
8.7	Virginica
6.6	Virginica
10.5	Virginica
8.7	Versicolor
6.3	Setosa
7.8	Versicolor
8.4	Setosa
10.6	Versicolor
4.9	Setosa
8.3	Versicolor
6.3	Virginica
8.5	Virginica
8.9	Virginica
7.2	Virginica
9.8	Versicolor
8.9	Versicolor
5.2	Setosa
6.8	Versicolor
6.5	Setosa
8.5	Virginica
7.7	Setosa
4.4	Setosa
8.4	Setosa
8.9	Virginica
8.5	Setosa
5.6	Setosa
4.4	Setosa
10.4	Virginica
9.4	Virginica
7.2	Setosa
7.1	Versicolor
6.4	Setosa
9.7	Virginica
7.8	Setosa
11.1	Versicolor
11.0	Virginica
8.6	Setosa
8.1	Versicolor
6.4	Virginica
5.9	Setosa
10.2	Versicolor
6.2	Versicolor
7.4	Versicolor
9.7	Setosa
7.1	Setosa
