sepal.width	variety
6.5	Versicolor
3.7	Virginica
6.3	Virginica
3.1	Versicolor
7.3	Setosa
6.3	Versicolor
6.6	Versicolor
6.0	Setosa
3.9	Virginica
4.5	Versicolor
7.1	Setosa
3.9	Versicolor
4.0	Virginica
6.4	Setosa
3.8	Versicolor
4.7	Versicolor
7.2	Setosa
6.7	Versicolor
4.6	Virginica
4.8	Virginica
6.1	Virginica
6.5	Setosa
5.5	Setosa
5.0	Virginica
4.5	Versicolor
4.1	Setosa
5.6	Virginica
5.3	Virginica
5.2	Setosa
7.8	Virginica
6.1	Versicolor
7.7	Virginica
7.3	Virginica
4.0	Setosa
2.3	Versicolor
4.3	Virginica
6.5	Versicolor
5.0	Virginica
6.9	Versicolor
6.4	Setosa
7.3	Setosa
2.5	Versicolor
2.9	Versicolor
3.9	Setosa
4.9	Versicolor
4.3	Versicolor
3.5	Virginica
5.7	Versicolor
4.1	Setosa
6.0	Virginica
6.2	Virginica
7.7	Setosa
7.7	Setosa
5.4	Virginica
4.0	Versicolor
8.4	Setosa
6.3	Virginica
7.7	Versicolor
5.5	Versicolor
5.7	Setosa
7.6	Versicolor
5.1	Virginica
7.3	Virginica
4.5	Virginica
5.1	Setosa
6.5	Virginica
6.7	Versicolor
4.2	Setosa
2.8	Versicolor
5.8	Virginica
7.2	Versicolor
8.1	Setosa
4.3	Setosa
4.9	Setosa
5.9	Setosa
4.9	Setosa
6.0	Setosa
4.2	Virginica
4.2	Virginica
5.4	Setosa
6.9	Setosa
3.4	Versicolor
3.9	Versicolor
2.9	Versicolor
6.8	Versicolor
7.1	Versicolor
7.2	Versicolor
3.5	Setosa
4.5	Virginica
6.3	Virginica
6.5	Setosa
2.0	Versicolor
2.3	Versicolor
6.8	Setosa
6.0	Versicolor
6.6	Virginica
4.3	Versicolor
5.4	Versicolor
3.3	Virginica
6.9	Setosa
6.6	Virginica
2.7	Versicolor
5.0	Versicolor
2.9	Versicolor
7.0	Setosa
