sepal.width	petal.length	variety
3.8	9.0	Virginica
7.0	4.6	Versicolor
7.5	8.6	Versicolor
3.6	9.4	Virginica
5.1	3.5	Setosa
7.1	8.9	Versicolor
3.0	2.1	Setosa
3.5	9.5	Virginica
6.0	2.2	Setosa
4.3	4.0	Versicolor
6.3	1.5	Setosa
6.3	5.5	Versicolor
4.5	6.7	Virginica
5.5	6.4	Virginica
5.4	5.2	Setosa
4.2	9.3	Virginica
3.3	8.2	Versicolor
8.4	1.3	Setosa
4.5	5.0	Setosa
3.8	5.1	Virginica
3.4	4.7	Versicolor
4.1	8.1	Virginica
5.0	7.7	Versicolor
5.7	6.7	Versicolor
4.7	5.2	Setosa
6.3	10.1	Virginica
7.2	5.8	Setosa
4.8	7.2	Virginica
7.2	7.4	Virginica
2.8	5.4	Versicolor
3.0	4.5	Versicolor
4.6	8.1	Virginica
6.0	5.5	Versicolor
7.0	9.0	Virginica
7.2	6.6	Virginica
5.2	7.1	Virginica
4.9	8.4	Virginica
4.2	8.2	Versicolor
6.6	4.5	Setosa
6.2	5.0	Versicolor
3.2	6.2	Virginica
6.5	4.9	Setosa
6.9	5.5	Setosa
6.7	9.1	Virginica
6.5	8.4	Virginica
7.0	7.0	Virginica
3.7	6.5	Virginica
6.2	7.5	Virginica
7.1	1.9	Setosa
7.5	7.9	Versicolor
5.1	8.9	Versicolor
5.5	5.5	Versicolor
2.7	8.1	Versicolor
4.9	8.1	Versicolor
5.7	5.4	Versicolor
6.3	8.6	Virginica
4.8	7.2	Virginica
7.9	1.6	Setosa
3.5	8.8	Virginica
3.0	4.5	Versicolor
6.3	7.8	Versicolor
4.4	3.8	Versicolor
3.7	4.0	Setosa
3.2	3.9	Versicolor
6.4	5.5	Setosa
5.7	6.6	Versicolor
3.5	6.1	Virginica
6.1	4.6	Setosa
2.5	4.0	Versicolor
6.8	7.9	Virginica
5.7	5.8	Setosa
4.7	5.8	Versicolor
6.9	7.0	Versicolor
7.0	7.7	Versicolor
5.1	6.0	Setosa
4.9	5.1	Setosa
4.5	3.9	Setosa
5.1	6.5	Versicolor
6.0	7.1	Virginica
2.6	6.4	Versicolor
6.4	7.0	Versicolor
6.3	6.2	Setosa
4.3	4.6	Setosa
5.4	4.8	Versicolor
5.0	8.9	Versicolor
7.3	3.4	Setosa
6.5	6.9	Versicolor
6.9	2.9	Setosa
5.4	8.8	Versicolor
3.3	7.6	Virginica
5.5	1.3	Setosa
5.5	6.8	Virginica
3.5	5.5	Virginica
5.7	1.4	Setosa
3.8	2.2	Setosa
2.8	8.2	Virginica
4.4	7.3	Versicolor
5.2	8.5	Versicolor
5.5	1.6	Setosa
5.1	6.1	Virginica
8.0	5.3	Setosa
7.0	9.3	Virginica
5.0	1.4	Setosa
6.4	4.9	Setosa
6.6	4.9	Setosa
