sepal.width	petal.length	petal.width	variety
4.5	8.8	6.2	Virginica
4.7	8.2	3.8	Versicolor
3.4	3.8	1.1	Versicolor
7.6	4.4	4.6	Setosa
4.5	7.4	5.0	Versicolor
5.2	6.1	2.0	Virginica
7.6	6.2	1.5	Versicolor
6.0	7.1	4.8	Virginica
5.4	3.6	4.3	Versicolor
3.9	6.0	1.2	Setosa
7.6	3.0	3.2	Setosa
5.2	4.9	4.9	Versicolor
2.8	7.2	6.5	Virginica
7.0	6.7	4.5	Virginica
5.8	3.7	2.3	Setosa
5.5	7.0	4.1	Virginica
5.1	8.9	6.8	Virginica
3.0	5.8	5.1	Virginica
7.5	4.3	4.7	Setosa
3.9	5.3	5.5	Versicolor
7.3	3.9	1.2	Setosa
6.5	4.6	4.6	Setosa
6.8	3.8	0.8	Setosa
7.5	4.3	2.3	Setosa
6.0	3.0	3.7	Setosa
6.7	9.0	2.5	Virginica
6.5	4.6	4.1	Setosa
4.5	6.5	6.0	Versicolor
6.1	2.5	1.2	Setosa
2.8	9.1	4.4	Virginica
5.0	5.2	2.2	Versicolor
3.5	7.9	2.8	Virginica
5.3	9.4	3.0	Virginica
2.7	6.6	4.5	Versicolor
6.8	7.7	4.2	Virginica
4.9	7.1	2.8	Versicolor
7.9	3.1	4.7	Setosa
2.3	3.8	1.0	Versicolor
3.9	8.7	5.3	Versicolor
3.5	8.6	6.1	Virginica
7.5	6.7	5.8	Virginica
6.2	3.9	1.2	Setosa
3.5	5.4	2.6	Setosa
3.9	3.9	1.2	Setosa
2.4	4.7	3.0	Versicolor
6.3	7.4	4.0	Virginica
4.7	8.8	6.3	Versicolor
5.4	6.4	3.8	Virginica
6.7	5.2	3.9	Versicolor
3.5	4.4	3.8	Setosa
3.3	9.0	6.5	Virginica
6.4	8.5	3.5	Versicolor
7.5	8.5	3.7	Versicolor
2.8	6.6	5.0	Virginica
7.3	3.0	2.3	Setosa
5.7	6.8	3.3	Virginica
4.8	8.0	1.3	Versicolor
7.2	8.9	4.8	Virginica
6.4	4.2	2.2	Setosa
2.8	8.1	1.3	Versicolor
5.3	5.7	5.6	Versicolor
2.8	7.1	5.2	Virginica
6.7	9.6	5.6	Versicolor
7.4	3.4	0.8	Setosa
6.6	10.1	4.9	Virginica
4.9	3.5	4.9	Setosa
6.5	8.1	2.4	Versicolor
2.5	7.5	2.2	Virginica
2.7	8.5	3.0	Versicolor
4.0	4.8	3.2	Setosa
5.7	3.2	3.7	Setosa
6.9	4.7	5.9	Versicolor
2.5	3.5	4.6	Versicolor
3.5	7.5	5.8	Versicolor
3.7	8.8	2.4	Virginica
5.0	1.9	0.8	Setosa
6.3	5.3	3.8	Virginica
3.9	5.5	3.7	Setosa
5.1	6.0	3.2	Setosa
4.0	8.4	4.6	Virginica
6.7	9.0	6.3	Virginica
5.5	3.4	3.2	Setosa
6.5	7.4	4.1	Versicolor
2.8	8.2	4.7	Versicolor
3.9	9.1	3.4	Virginica
7.1	5.9	6.0	Versicolor
6.1	2.6	2.2	Setosa
6.9	9.3	2.8	Virginica
3.7	5.9	4.2	Versicolor
4.9	2.4	1.7	Setosa
3.5	5.1	4.2	Setosa
4.8	9.2	6.5	Virginica
5.7	4.5	1.7	Setosa
6.9	6.3	2.3	Versicolor
5.3	1.9	2.9	Setosa
3.0	4.1	3.3	Versicolor
5.4	8.3	1.8	Versicolor
7.1	8.0	3.7	Versicolor
7.1	4.4	3.2	Versicolor
4.6	7.6	5.5	Virginica
7.3	9.7	5.6	Virginica
6.2	9.4	3.8	Virginica
7.3	8.0	2.3	Versicolor
2.8	6.1	5.1	Virginica
6.8	6.5	4.8	Versicolor
