sepal.width	variety
4.2	Versicolor
5.5	Versicolor
7.0	Setosa
7.6	Versicolor
7.7	Setosa
6.1	Versicolor
4.6	Versicolor
3.7	Setosa
4.1	Versicolor
3.7	Setosa
5.6	Versicolor
3.0	Versicolor
6.9	Versicolor
4.0	Virginica
6.7	Setosa
6.8	Setosa
5.5	Setosa
5.7	Virginica
3.5	Virginica
7.0	Setosa
3.0	Versicolor
5.3	Virginica
6.5	Virginica
5.3	Versicolor
4.4	Setosa
3.5	Versicolor
4.1	Virginica
3.7	Setosa
3.8	Virginica
4.5	Virginica
3.4	Versicolor
4.6	Versicolor
6.0	Versicolor
3.0	Virginica
7.0	Virginica
5.8	Virginica
7.1	Setosa
7.6	Setosa
4.2	Versicolor
4.0	Versicolor
2.9	Versicolor
6.8	Virginica
2.9	Versicolor
6.2	Setosa
4.9	Setosa
4.9	Versicolor
6.9	Setosa
5.7	Versicolor
6.9	Setosa
4.9	Setosa
4.0	Setosa
5.7	Virginica
4.9	Virginica
3.3	Virginica
6.2	Setosa
8.3	Setosa
3.0	Virginica
7.7	Versicolor
4.7	Virginica
3.3	Virginica
3.2	Virginica
6.2	Versicolor
3.0	Virginica
4.3	Setosa
3.8	Setosa
5.8	Virginica
5.6	Setosa
5.3	Virginica
6.9	Setosa
5.5	Versicolor
7.9	Setosa
4.5	Setosa
5.2	Virginica
7.0	Virginica
7.0	Setosa
6.2	Virginica
5.7	Virginica
5.4	Versicolor
7.4	Virginica
6.7	Versicolor
3.1	Virginica
6.2	Virginica
6.3	Versicolor
8.4	Setosa
6.3	Versicolor
5.6	Virginica
6.5	Virginica
7.9	Setosa
3.5	Versicolor
7.3	Versicolor
2.4	Versicolor
6.9	Versicolor
3.8	Setosa
7.4	Virginica
7.5	Setosa
4.5	Virginica
5.8	Setosa
7.0	Virginica
5.8	Virginica
6.4	Versicolor
4.1	Setosa
3.5	Versicolor
6.6	Virginica
5.9	Versicolor
6.4	Setosa
