sepal.length	sepal.width	petal.length	petal.width	variety
11.2	3.3	8.7	4.5	Virginica
10.4	6.1	7.5	2.3	Virginica
7.5	5.3	7.0	3.8	Versicolor
8.5	5.9	6.3	1.1	Versicolor
7.2	6.8	2.2	0.8	Setosa
7.2	6.3	4.5	2.3	Versicolor
9.4	8.1	1.9	2.6	Setosa
6.7	6.4	6.4	4.3	Virginica
6.1	4.1	2.0	3.2	Setosa
9.7	7.4	1.4	3.2	Setosa
7.7	5.5	6.8	4.1	Virginica
6.5	3.8	5.3	2.3	Setosa
8.5	4.0	5.2	6.5	Virginica
8.2	3.8	7.2	6.6	Virginica
4.9	4.2	5.8	2.2	Setosa
7.4	6.1	3.5	0.6	Setosa
6.3	3.5	4.1	1.1	Setosa
7.9	6.3	8.9	5.5	Virginica
8.4	4.0	5.6	6.3	Virginica
4.6	4.4	2.4	3.3	Setosa
6.2	3.7	6.4	4.4	Versicolor
8.2	3.9	5.8	5.3	Versicolor
5.9	7.4	4.7	0.2	Setosa
10.2	7.4	5.5	1.9	Setosa
5.9	6.0	4.9	2.7	Setosa
9.3	5.3	6.1	2.0	Virginica
5.3	4.4	3.4	4.2	Setosa
10.4	6.3	5.6	6.2	Virginica
9.6	7.0	4.5	2.1	Versicolor
7.6	4.4	5.7	4.9	Versicolor
10.6	5.0	8.4	1.8	Virginica
6.3	6.8	5.1	3.4	Virginica
9.8	4.7	5.6	5.0	Versicolor
7.0	7.0	4.1	1.7	Setosa
7.2	3.5	4.2	4.2	Versicolor
6.5	7.9	3.0	1.2	Setosa
10.3	2.7	7.6	3.9	Virginica
12.2	3.1	10.4	2.3	Virginica
8.8	2.3	6.4	1.3	Versicolor
8.1	7.3	2.4	1.4	Setosa
7.8	6.4	4.6	0.2	Setosa
9.3	3.7	6.9	4.2	Versicolor
7.4	7.9	2.7	3.4	Setosa
5.6	6.3	5.6	4.7	Setosa
8.7	6.4	8.2	5.8	Versicolor
8.7	5.8	11.2	5.2	Virginica
7.1	7.0	8.6	3.3	Versicolor
8.3	4.7	8.4	4.3	Virginica
6.5	4.0	2.8	4.8	Setosa
8.2	3.5	8.7	3.3	Virginica
5.7	4.3	5.6	1.3	Versicolor
6.8	4.0	5.4	2.5	Versicolor
6.5	4.1	2.4	4.7	Setosa
8.1	7.5	7.9	5.6	Virginica
6.8	4.8	5.2	5.6	Versicolor
10.0	5.9	4.5	2.5	Versicolor
8.0	5.2	7.2	4.4	Versicolor
7.5	2.5	8.0	2.0	Versicolor
11.7	7.7	9.0	6.3	Virginica
7.7	5.3	5.8	6.3	Virginica
8.5	4.7	8.6	3.5	Virginica
10.2	2.7	5.5	5.0	Versicolor
10.5	2.2	4.5	1.5	Versicolor
8.4	6.7	6.3	4.3	Virginica
9.1	3.7	2.5	0.9	Setosa
7.0	5.5	5.1	0.6	Setosa
6.1	4.3	1.5	1.3	Setosa
7.9	5.2	8.8	3.3	Versicolor
10.2	6.0	5.8	3.8	Virginica
9.6	5.5	7.9	3.4	Versicolor
8.9	4.5	8.2	3.0	Versicolor
9.9	5.1	6.4	2.6	Virginica
8.2	5.1	6.1	2.9	Virginica
10.1	5.4	6.6	4.3	Versicolor
4.9	6.6	4.0	2.7	Setosa
8.7	3.2	1.8	2.7	Setosa
6.1	4.9	1.5	2.2	Setosa
7.0	7.8	3.9	0.2	Setosa
6.5	5.5	6.0	4.3	Versicolor
9.4	7.4	1.3	0.9	Setosa
6.6	7.5	4.4	4.3	Setosa
11.1	5.0	11.1	4.1	Virginica
5.7	5.5	3.5	2.7	Setosa
7.8	4.8	8.5	4.5	Virginica
10.3	6.5	10.0	5.6	Virginica
8.3	6.2	5.6	5.4	Virginica
6.0	5.4	5.0	5.6	Versicolor
7.7	6.7	4.6	3.2	Setosa
10.3	7.0	7.5	3.4	Virginica
8.2	5.8	8.7	4.5	Virginica
10.1	4.6	7.1	3.9	Virginica
7.3	5.6	3.1	1.2	Setosa
6.0	6.7	8.0	2.0	Virginica
9.0	4.0	9.8	4.7	Virginica
7.0	6.0	9.0	2.3	Virginica
9.8	4.3	5.8	2.9	Versicolor
6.4	4.4	1.4	2.2	Setosa
11.2	3.0	9.0	1.7	Versicolor
9.6	4.3	4.2	3.0	Setosa
7.0	3.4	4.7	2.5	Versicolor
6.7	7.1	6.2	3.0	Versicolor
10.9	4.2	6.3	4.9	Virginica
6.9	4.0	9.0	2.7	Virginica
6.2	2.6	7.5	3.0	Versicolor
5.4	4.0	5.8	0.7	Setosa
