sepal.length	sepal.width	petal.length	variety
9.7	3.8	6.1	Versicolor
7.4	6.6	5.4	Setosa
6.7	3.4	4.7	Versicolor
9.4	6.4	6.3	Versicolor
7.4	4.2	8.2	Virginica
10.7	4.5	9.3	Virginica
6.5	8.0	2.8	Setosa
6.9	4.3	6.6	Virginica
6.6	4.0	7.0	Versicolor
7.2	5.4	9.4	Virginica
6.4	3.0	6.6	Virginica
6.9	6.1	9.0	Virginica
9.5	7.2	6.1	Versicolor
9.6	3.0	5.4	Virginica
6.5	3.2	7.5	Virginica
7.5	5.3	7.3	Versicolor
9.0	2.2	7.5	Versicolor
7.0	5.8	2.9	Setosa
8.3	4.7	9.1	Virginica
7.7	6.3	9.0	Versicolor
8.7	4.8	7.7	Virginica
8.7	7.2	5.6	Setosa
5.6	6.6	3.0	Setosa
6.6	5.2	1.5	Setosa
10.5	6.7	6.1	Virginica
7.7	5.2	7.0	Virginica
9.4	3.9	3.2	Setosa
7.3	7.2	3.5	Setosa
6.8	3.7	7.9	Versicolor
7.6	7.8	4.6	Setosa
6.8	7.7	6.4	Virginica
6.1	5.5	3.4	Setosa
7.1	2.8	7.0	Versicolor
6.4	7.5	3.8	Setosa
8.7	8.9	5.0	Setosa
10.4	5.2	8.3	Virginica
8.5	5.9	4.2	Versicolor
7.7	4.1	7.1	Virginica
10.4	4.4	7.3	Versicolor
6.7	6.3	7.7	Virginica
9.3	6.6	7.5	Versicolor
9.9	7.0	9.0	Versicolor
8.3	5.0	3.6	Setosa
9.4	5.3	8.9	Virginica
5.8	6.6	2.6	Setosa
9.9	4.2	5.3	Versicolor
8.0	4.0	5.5	Versicolor
9.5	7.1	7.9	Versicolor
8.6	6.5	7.0	Versicolor
11.2	3.3	10.2	Virginica
5.7	3.4	2.4	Setosa
4.9	2.5	4.5	Virginica
6.6	4.5	7.1	Versicolor
7.7	5.3	8.2	Virginica
8.9	3.3	10.1	Virginica
9.4	3.1	5.0	Setosa
9.8	4.4	10.1	Virginica
7.7	5.6	9.9	Virginica
6.0	4.9	4.1	Setosa
9.7	4.1	6.1	Virginica
6.5	7.2	4.2	Setosa
9.7	5.8	4.8	Virginica
8.2	5.7	5.5	Versicolor
8.3	3.0	5.0	Virginica
10.5	6.5	8.5	Virginica
9.9	7.2	6.0	Setosa
6.3	8.0	4.2	Setosa
7.4	5.5	2.4	Setosa
9.1	3.9	9.2	Versicolor
9.5	7.0	8.3	Virginica
12.2	5.5	9.1	Virginica
8.5	4.3	7.6	Versicolor
5.4	3.6	4.5	Setosa
11.2	6.0	5.5	Versicolor
5.0	2.3	2.3	Setosa
7.0	3.5	5.8	Virginica
6.5	3.9	5.5	Versicolor
6.3	2.8	5.9	Versicolor
10.3	5.3	8.7	Versicolor
8.4	6.3	5.6	Virginica
7.1	3.0	8.4	Versicolor
9.7	4.7	5.9	Versicolor
5.8	5.2	7.1	Virginica
9.1	6.3	3.4	Setosa
6.9	6.2	7.0	Versicolor
7.9	5.9	3.5	Setosa
7.8	4.7	5.1	Versicolor
6.4	3.4	5.4	Setosa
6.1	4.8	5.5	Setosa
6.1	3.3	3.2	Setosa
11.2	4.1	5.7	Versicolor
6.2	6.0	3.5	Setosa
8.3	4.3	6.6	Virginica
7.9	2.7	9.8	Virginica
5.6	4.4	6.6	Versicolor
4.9	7.2	1.3	Setosa
7.7	6.4	8.8	Versicolor
6.6	7.3	4.9	Virginica
9.4	3.9	2.2	Setosa
8.1	6.7	6.2	Versicolor
9.3	3.0	7.4	Versicolor
9.6	5.5	8.4	Virginica
7.7	3.0	6.8	Virginica
8.4	7.1	7.4	Versicolor
8.0	3.5	3.8	Setosa
