sepal.width	petal.length	petal.width	variety
2.8	8.5	2.8	Versicolor
2.7	8.9	1.8	Virginica
5.8	7.5	5.3	Versicolor
6.3	1.9	0.9	Setosa
3.4	5.7	2.4	Versicolor
5.1	7.2	3.0	Versicolor
5.5	5.0	3.9	Virginica
5.4	5.3	4.1	Versicolor
6.3	8.2	4.5	Virginica
4.2	9.1	5.6	Versicolor
7.5	4.4	4.7	Setosa
5.3	5.7	7.0	Virginica
5.8	5.9	5.0	Virginica
4.0	4.5	5.0	Versicolor
5.7	6.6	1.9	Virginica
3.5	4.4	2.1	Versicolor
5.8	5.3	2.3	Virginica
6.5	5.4	4.2	Setosa
6.8	4.1	5.3	Versicolor
4.0	6.4	6.3	Virginica
5.2	3.5	2.4	Setosa
5.0	5.9	5.6	Virginica
6.6	8.4	1.2	Versicolor
4.5	6.0	2.7	Versicolor
2.9	4.3	5.5	Versicolor
6.7	8.7	1.3	Versicolor
3.9	4.4	0.7	Setosa
5.5	3.0	2.7	Setosa
3.4	7.1	5.8	Versicolor
3.1	8.1	4.8	Virginica
3.7	5.0	6.0	Versicolor
7.7	6.1	4.7	Setosa
5.8	5.6	0.7	Setosa
7.8	3.7	4.0	Setosa
6.7	7.6	2.9	Virginica
6.2	5.4	1.2	Versicolor
5.5	3.8	3.3	Setosa
6.6	7.9	4.1	Virginica
6.4	3.0	3.4	Setosa
8.0	3.4	0.3	Setosa
7.4	1.9	3.7	Setosa
5.0	7.8	4.1	Virginica
6.2	6.5	2.0	Versicolor
5.5	6.2	5.7	Versicolor
7.5	1.4	2.8	Setosa
4.6	5.6	1.9	Virginica
2.8	4.7	2.7	Versicolor
4.6	1.5	3.2	Setosa
4.2	5.1	4.5	Virginica
6.8	9.7	2.1	Virginica
6.8	7.8	5.0	Versicolor
7.7	5.8	5.3	Virginica
5.2	8.8	3.4	Virginica
2.5	8.9	2.0	Versicolor
5.5	4.6	3.4	Versicolor
6.4	4.7	5.5	Versicolor
6.3	9.1	3.1	Virginica
4.2	7.4	1.9	Versicolor
5.5	10.0	5.3	Virginica
2.8	6.5	3.3	Versicolor
6.4	1.4	3.3	Setosa
5.9	8.1	6.9	Virginica
5.0	1.3	1.2	Setosa
5.3	5.8	3.9	Versicolor
5.2	9.0	4.3	Virginica
6.7	2.3	4.2	Setosa
6.4	3.6	5.3	Versicolor
7.5	5.9	4.4	Versicolor
6.3	1.3	2.8	Setosa
3.2	8.8	3.8	Versicolor
5.9	2.6	4.7	Setosa
4.0	9.5	4.0	Virginica
3.9	5.7	1.8	Versicolor
6.2	4.7	3.4	Versicolor
5.4	5.8	0.4	Setosa
3.5	10.3	5.2	Virginica
4.4	4.4	1.7	Setosa
4.9	8.0	5.0	Versicolor
7.1	6.0	2.1	Setosa
7.4	6.0	3.9	Setosa
5.5	8.2	2.3	Virginica
5.5	3.0	3.6	Versicolor
4.0	1.6	2.2	Setosa
5.6	3.0	4.2	Setosa
3.7	4.7	1.7	Setosa
7.1	10.0	4.8	Virginica
7.3	7.7	3.6	Versicolor
7.3	5.2	1.8	Setosa
3.6	9.4	5.8	Virginica
7.5	9.6	2.3	Virginica
7.8	8.0	6.0	Virginica
5.5	3.6	3.1	Setosa
6.3	10.2	5.7	Virginica
3.8	6.6	1.5	Versicolor
5.5	5.1	4.6	Setosa
7.5	7.1	4.8	Virginica
6.4	1.7	4.9	Setosa
3.5	2.8	1.2	Setosa
5.5	5.7	5.5	Versicolor
4.0	5.9	1.1	Setosa
4.1	6.9	2.5	Versicolor
5.8	8.6	4.4	Virginica
5.4	3.1	0.4	Setosa
4.7	5.6	1.5	Versicolor
7.0	7.1	6.1	Virginica
