petal.length	variety
6.7	Virginica
1.7	Setosa
7.5	Versicolor
6.2	Setosa
5.6	Versicolor
6.1	Versicolor
7.8	Virginica
5.2	Versicolor
1.7	Setosa
3.3	Setosa
7.1	Versicolor
6.2	Versicolor
5.0	Versicolor
1.6	Setosa
6.0	Versicolor
3.4	Setosa
5.9	Setosa
2.3	Setosa
6.2	Versicolor
6.5	Versicolor
6.1	Virginica
5.5	Setosa
4.0	Setosa
8.9	Virginica
4.5	Versicolor
8.4	Versicolor
6.0	Virginica
6.8	Versicolor
1.9	Setosa
7.9	Virginica
9.0	Virginica
4.4	Versicolor
7.8	Versicolor
9.0	Virginica
4.5	Setosa
11.2	Virginica
3.9	Setosa
6.4	Setosa
7.4	Virginica
6.6	Virginica
5.4	Virginica
4.0	Setosa
6.6	Virginica
5.0	Versicolor
5.5	Versicolor
9.6	Virginica
7.6	Versicolor
5.9	Virginica
5.9	Setosa
6.2	Versicolor
1.4	Setosa
9.7	Virginica
4.9	Versicolor
6.9	Virginica
3.8	Versicolor
7.1	Virginica
6.1	Versicolor
7.4	Virginica
5.1	Setosa
9.0	Versicolor
8.3	Versicolor
9.2	Virginica
8.9	Versicolor
5.0	Setosa
10.1	Virginica
5.9	Versicolor
8.0	Virginica
5.2	Versicolor
1.3	Setosa
6.1	Virginica
3.4	Setosa
6.0	Setosa
6.5	Virginica
5.7	Versicolor
8.5	Versicolor
8.5	Virginica
8.1	Virginica
9.3	Virginica
2.6	Setosa
9.1	Versicolor
5.5	Setosa
8.0	Versicolor
6.1	Virginica
5.3	Virginica
2.8	Setosa
3.9	Setosa
6.0	Setosa
6.2	Setosa
5.0	Versicolor
5.6	Versicolor
8.1	Virginica
1.4	Setosa
7.0	Versicolor
2.8	Setosa
5.4	Versicolor
6.3	Versicolor
7.5	Versicolor
9.6	Virginica
5.7	Virginica
5.1	Setosa
7.4	Versicolor
6.0	Setosa
4.7	Versicolor
5.6	Virginica
4.5	Versicolor
