petal.length	variety
3.4	Setosa
4.8	Setosa
7.6	Virginica
5.6	Setosa
5.0	Setosa
6.5	Versicolor
7.6	Virginica
2.6	Setosa
7.3	Virginica
6.2	Setosa
8.6	Virginica
10.3	Virginica
5.4	Setosa
7.5	Versicolor
2.4	Setosa
3.5	Setosa
3.3	Setosa
6.6	Virginica
6.4	Versicolor
6.4	Versicolor
6.7	Virginica
6.2	Versicolor
8.4	Versicolor
7.2	Virginica
4.5	Setosa
6.8	Versicolor
5.0	Setosa
4.4	Setosa
5.5	Versicolor
8.0	Versicolor
5.9	Versicolor
7.0	Versicolor
5.4	Virginica
9.1	Virginica
2.9	Setosa
7.5	Versicolor
1.6	Setosa
5.2	Versicolor
8.1	Versicolor
6.6	Versicolor
3.7	Setosa
5.2	Setosa
1.9	Setosa
5.2	Virginica
7.8	Versicolor
6.7	Virginica
5.5	Versicolor
8.7	Virginica
4.4	Versicolor
2.0	Setosa
7.7	Versicolor
3.4	Setosa
8.9	Versicolor
6.1	Versicolor
7.1	Versicolor
5.6	Setosa
1.6	Setosa
2.5	Setosa
7.1	Versicolor
7.3	Versicolor
2.1	Setosa
7.4	Virginica
9.6	Virginica
7.4	Virginica
6.4	Setosa
4.6	Setosa
6.6	Virginica
8.0	Versicolor
8.2	Virginica
5.7	Setosa
4.4	Setosa
9.6	Virginica
6.7	Versicolor
6.9	Virginica
5.9	Setosa
9.9	Virginica
6.0	Versicolor
6.7	Versicolor
7.0	Versicolor
6.8	Virginica
5.2	Setosa
7.5	Virginica
8.0	Virginica
5.3	Versicolor
3.5	Setosa
5.8	Setosa
3.0	Setosa
9.3	Virginica
4.0	Setosa
5.2	Setosa
10.9	Virginica
8.3	Virginica
7.7	Versicolor
5.2	Virginica
6.5	Versicolor
4.1	Setosa
4.9	Setosa
5.1	Versicolor
8.6	Virginica
6.2	Versicolor
8.0	Versicolor
8.6	Virginica
6.2	Versicolor
4.8	Versicolor
7.0	Virginica
