petal.width	variety
1.8	Virginica
3.7	Setosa
5.5	Versicolor
2.3	Versicolor
3.7	Setosa
5.0	Virginica
1.8	Versicolor
2.0	Virginica
4.8	Setosa
0.7	Setosa
3.1	Virginica
5.5	Versicolor
5.1	Versicolor
5.9	Virginica
3.7	Setosa
3.2	Setosa
0.2	Setosa
3.5	Versicolor
2.7	Setosa
1.9	Virginica
0.7	Setosa
1.2	Setosa
6.3	Virginica
2.9	Setosa
2.1	Virginica
5.6	Versicolor
3.5	Versicolor
2.0	Virginica
2.7	Setosa
2.9	Virginica
4.9	Setosa
2.7	Versicolor
6.0	Versicolor
2.8	Versicolor
5.0	Virginica
4.5	Virginica
1.1	Setosa
3.9	Virginica
0.3	Setosa
3.6	Virginica
3.8	Virginica
4.3	Virginica
4.8	Versicolor
5.3	Versicolor
4.0	Versicolor
5.4	Versicolor
2.3	Virginica
4.7	Setosa
3.0	Virginica
1.9	Setosa
0.2	Setosa
3.3	Virginica
6.8	Virginica
1.1	Setosa
2.0	Versicolor
6.8	Virginica
5.8	Versicolor
1.6	Setosa
1.9	Setosa
2.5	Versicolor
4.8	Setosa
4.9	Versicolor
1.5	Versicolor
4.3	Setosa
4.8	Versicolor
0.2	Setosa
3.3	Versicolor
6.0	Versicolor
4.5	Versicolor
0.4	Setosa
4.3	Setosa
2.8	Virginica
6.6	Virginica
5.6	Virginica
2.7	Setosa
3.0	Virginica
1.5	Versicolor
2.7	Versicolor
4.2	Setosa
3.0	Virginica
3.7	Setosa
1.4	Versicolor
6.4	Virginica
3.5	Versicolor
3.4	Versicolor
1.7	Setosa
2.7	Setosa
3.1	Virginica
4.2	Setosa
3.0	Virginica
5.3	Virginica
2.8	Setosa
4.1	Versicolor
4.5	Virginica
5.6	Versicolor
1.2	Setosa
3.3	Versicolor
4.8	Versicolor
2.2	Versicolor
5.5	Versicolor
3.6	Virginica
4.3	Setosa
2.4	Setosa
1.0	Versicolor
4.8	Versicolor
