sepal.length	sepal.width	variety
6.9	3.0	Versicolor
6.8	3.7	Virginica
7.3	8.5	Setosa
10.9	5.6	Versicolor
7.1	5.9	Versicolor
9.6	7.3	Versicolor
9.9	7.9	Setosa
9.3	6.3	Virginica
9.0	7.5	Setosa
9.4	6.1	Virginica
6.1	4.7	Versicolor
8.5	3.5	Setosa
8.4	5.7	Versicolor
4.6	8.1	Setosa
5.4	2.4	Versicolor
8.9	7.2	Setosa
9.0	5.6	Setosa
6.7	4.1	Versicolor
7.3	6.5	Virginica
6.4	7.5	Virginica
6.7	7.2	Setosa
6.1	4.0	Setosa
8.1	7.9	Setosa
6.4	4.1	Setosa
8.5	7.2	Setosa
7.5	5.2	Virginica
10.3	5.8	Versicolor
11.4	7.3	Virginica
10.4	5.8	Virginica
5.9	5.5	Virginica
7.3	6.0	Setosa
8.4	3.4	Setosa
8.7	5.5	Virginica
7.4	4.4	Setosa
6.7	6.8	Versicolor
8.3	4.3	Versicolor
7.1	3.5	Virginica
7.5	7.0	Versicolor
6.1	7.0	Versicolor
5.6	5.9	Setosa
7.5	2.7	Versicolor
6.9	7.4	Versicolor
8.9	6.3	Virginica
10.5	4.4	Versicolor
7.0	6.9	Versicolor
7.6	6.4	Versicolor
8.8	7.2	Virginica
7.8	6.1	Setosa
7.7	4.7	Setosa
6.9	6.7	Virginica
10.9	3.1	Virginica
7.3	7.4	Virginica
11.2	7.8	Virginica
10.3	4.8	Versicolor
10.3	5.1	Versicolor
10.9	4.1	Virginica
10.3	4.2	Versicolor
10.0	4.4	Versicolor
8.7	5.5	Virginica
9.7	8.1	Setosa
8.9	3.7	Virginica
9.9	6.5	Versicolor
6.5	5.7	Setosa
7.7	5.9	Virginica
6.5	6.2	Versicolor
6.7	7.3	Virginica
8.6	7.0	Versicolor
7.5	6.0	Versicolor
6.7	5.9	Setosa
6.9	6.1	Setosa
6.2	7.4	Versicolor
8.5	4.5	Virginica
5.6	3.8	Setosa
6.0	6.8	Setosa
7.2	5.8	Versicolor
6.5	6.9	Setosa
7.1	3.0	Versicolor
4.9	5.4	Setosa
9.1	4.0	Virginica
8.7	2.6	Virginica
4.4	5.0	Setosa
8.2	7.4	Versicolor
7.0	4.5	Virginica
6.3	6.9	Setosa
8.3	7.2	Virginica
9.3	7.0	Versicolor
7.2	6.7	Virginica
6.1	4.0	Versicolor
5.0	5.8	Setosa
7.0	6.3	Versicolor
11.2	7.1	Virginica
8.4	7.7	Setosa
8.1	2.9	Versicolor
6.1	7.3	Setosa
8.6	7.0	Versicolor
8.5	2.9	Versicolor
5.1	5.3	Setosa
10.7	7.0	Virginica
10.2	4.1	Virginica
7.0	5.0	Setosa
6.3	4.0	Setosa
7.3	3.2	Virginica
7.7	3.1	Versicolor
8.2	6.5	Versicolor
6.0	7.0	Setosa
