sepal.length	sepal.width	petal.length	petal.width	variety
9.3	3.4	4.6	4.7	Setosa
8.9	3.3	7.1	2.9	Virginica
6.5	6.5	2.3	1.8	Setosa
6.6	6.0	1.4	3.3	Setosa
7.0	8.7	3.9	1.2	Setosa
5.7	8.0	5.5	0.7	Setosa
7.7	6.6	4.4	2.9	Versicolor
11.9	5.8	8.4	3.5	Virginica
7.4	3.9	3.5	2.9	Setosa
8.4	6.7	2.5	2.2	Setosa
8.2	6.0	7.8	3.8	Virginica
8.0	5.4	5.5	5.1	Versicolor
7.1	4.0	9.1	5.9	Versicolor
8.6	6.9	3.9	3.8	Setosa
9.1	7.0	6.4	3.9	Versicolor
9.4	6.2	8.8	6.3	Versicolor
8.7	2.6	5.5	5.0	Versicolor
7.2	4.8	8.3	5.3	Virginica
8.7	7.9	5.0	3.9	Setosa
7.5	7.0	7.8	6.3	Virginica
9.1	6.2	5.9	0.7	Setosa
5.7	4.7	5.9	5.9	Versicolor
7.7	5.5	8.7	2.8	Virginica
8.1	6.3	8.2	1.7	Versicolor
9.0	4.0	4.6	0.7	Setosa
6.8	5.0	1.7	0.2	Setosa
9.4	4.6	6.9	3.0	Versicolor
9.3	3.7	5.4	3.3	Virginica
6.5	6.4	4.5	4.0	Versicolor
9.4	3.3	8.6	4.2	Virginica
10.0	3.0	7.3	4.7	Virginica
7.4	2.5	4.5	5.2	Virginica
8.6	7.5	7.1	1.3	Versicolor
7.8	3.8	5.3	3.4	Versicolor
5.9	5.2	5.3	2.7	Setosa
11.4	3.7	8.2	6.8	Virginica
9.6	4.3	1.7	4.5	Setosa
9.5	6.7	3.2	3.2	Setosa
8.4	7.5	8.1	4.3	Virginica
9.0	4.9	4.2	4.0	Versicolor
7.1	3.7	5.7	2.8	Versicolor
5.0	2.3	6.3	2.5	Versicolor
9.7	3.2	9.5	3.8	Virginica
5.9	5.5	4.9	4.2	Setosa
9.4	5.6	1.9	3.1	Setosa
6.2	4.4	6.8	5.8	Versicolor
4.9	2.4	3.8	2.0	Versicolor
7.0	7.8	1.9	1.7	Setosa
11.5	3.2	8.2	2.4	Versicolor
5.9	6.5	8.7	6.0	Versicolor
6.5	6.2	7.5	4.5	Versicolor
8.4	4.8	6.6	3.1	Virginica
7.1	6.1	3.0	2.7	Setosa
9.0	3.8	6.6	6.0	Versicolor
6.4	4.0	5.5	4.0	Versicolor
6.1	7.0	4.5	3.6	Versicolor
6.8	4.8	5.2	5.1	Versicolor
11.7	3.6	7.4	5.3	Virginica
7.1	4.0	10.4	3.6	Virginica
6.0	3.6	7.4	1.2	Versicolor
7.1	5.4	5.5	1.2	Setosa
6.8	4.5	7.9	2.5	Versicolor
6.3	3.3	7.1	3.5	Virginica
8.0	4.2	5.1	2.6	Versicolor
4.9	5.1	2.0	2.7	Setosa
7.5	3.0	6.5	2.3	Virginica
8.1	5.8	8.5	1.8	Versicolor
6.8	5.6	2.6	0.2	Setosa
10.2	6.3	5.7	6.5	Virginica
9.7	7.0	9.8	5.1	Virginica
8.6	5.8	6.9	4.5	Virginica
8.1	2.9	5.1	3.3	Versicolor
6.7	4.5	5.0	4.5	Virginica
10.9	6.1	7.4	6.1	Virginica
6.0	4.0	5.5	4.8	Versicolor
5.5	3.9	6.0	0.7	Setosa
7.7	3.7	5.5	4.5	Versicolor
8.2	6.4	2.4	4.7	Setosa
7.3	5.2	4.6	1.0	Versicolor
8.1	5.2	3.5	0.9	Setosa
8.9	6.2	7.8	5.9	Virginica
5.3	3.5	2.4	4.6	Setosa
8.9	5.4	7.8	4.8	Versicolor
7.4	7.1	4.0	2.6	Setosa
9.2	5.8	10.7	3.2	Virginica
6.1	7.8	1.5	3.3	Setosa
7.7	3.3	8.2	5.0	Virginica
6.4	3.2	9.0	5.5	Versicolor
10.0	2.7	5.5	4.0	Virginica
10.5	3.2	7.1	3.5	Virginica
7.4	4.9	3.4	4.7	Setosa
9.0	6.1	3.4	4.2	Setosa
8.3	5.5	6.5	4.9	Virginica
9.2	7.8	10.2	3.6	Virginica
9.8	6.9	8.8	6.3	Virginica
8.8	3.0	7.5	6.6	Virginica
9.4	4.7	9.3	6.8	Virginica
6.8	5.7	6.0	1.2	Setosa
8.3	4.4	1.9	0.7	Setosa
12.1	4.5	10.6	2.1	Virginica
5.8	3.5	2.9	1.3	Setosa
7.0	5.4	4.1	2.9	Setosa
9.8	4.2	7.6	4.9	Virginica
6.3	2.7	8.4	2.7	Versicolor
8.6	7.0	7.9	4.3	Virginica
