petal.width	variety
3.4	Versicolor
4.4	Versicolor
5.5	Versicolor
3.7	Setosa
4.0	Virginica
1.6	Setosa
5.3	Virginica
0.2	Setosa
5.3	Virginica
2.6	Versicolor
1.2	Setosa
4.7	Virginica
4.5	Versicolor
3.7	Virginica
3.7	Setosa
4.7	Setosa
4.7	Setosa
6.3	Virginica
3.7	Versicolor
3.4	Virginica
0.2	Setosa
1.1	Setosa
5.0	Virginica
1.0	Setosa
6.8	Virginica
2.8	Virginica
0.2	Setosa
5.5	Versicolor
1.4	Versicolor
4.2	Setosa
1.6	Virginica
4.8	Versicolor
6.3	Virginica
5.4	Versicolor
4.4	Virginica
4.7	Setosa
2.7	Setosa
4.7	Setosa
1.2	Setosa
4.3	Versicolor
2.4	Versicolor
4.8	Virginica
2.7	Virginica
6.3	Virginica
4.0	Versicolor
4.2	Virginica
4.2	Setosa
2.5	Virginica
0.1	Setosa
3.3	Virginica
2.6	Virginica
4.0	Versicolor
1.9	Setosa
1.8	Versicolor
5.0	Versicolor
4.2	Setosa
3.1	Virginica
4.7	Setosa
5.5	Virginica
5.0	Versicolor
6.0	Virginica
0.1	Setosa
3.7	Setosa
4.2	Versicolor
2.5	Versicolor
3.3	Versicolor
5.3	Virginica
3.6	Setosa
2.2	Setosa
1.7	Setosa
0.2	Setosa
2.7	Setosa
5.1	Virginica
4.6	Setosa
2.3	Virginica
3.0	Virginica
0.9	Setosa
5.3	Versicolor
2.3	Virginica
4.8	Versicolor
4.4	Setosa
2.8	Setosa
2.3	Versicolor
2.5	Versicolor
3.3	Versicolor
0.4	Setosa
0.9	Setosa
2.5	Versicolor
3.9	Virginica
5.3	Virginica
1.8	Versicolor
6.0	Versicolor
1.5	Virginica
4.3	Setosa
5.5	Virginica
1.2	Setosa
2.3	Virginica
1.5	Versicolor
3.9	Virginica
3.2	Setosa
4.3	Setosa
1.3	Setosa
4.7	Versicolor
1.7	Versicolor
2.4	Virginica
