sepal.length	sepal.width	petal.length	petal.width	variety
6.3	7.3	9.6	2.9	Virginica
5.4	3.0	5.9	3.2	Setosa
8.8	2.9	7.6	2.8	Virginica
5.6	6.0	5.9	3.2	Setosa
9.0	7.8	3.4	1.2	Setosa
7.3	2.8	5.3	4.9	Versicolor
8.4	6.9	1.5	0.4	Setosa
5.9	6.0	5.5	6.0	Versicolor
8.3	4.1	2.1	3.2	Setosa
9.6	6.9	5.1	1.8	Versicolor
6.2	4.9	5.7	5.3	Versicolor
8.8	3.2	6.4	3.3	Virginica
6.1	5.5	7.9	2.6	Versicolor
6.8	3.3	4.7	4.6	Versicolor
8.0	5.7	7.7	2.9	Versicolor
8.9	7.1	3.0	2.2	Setosa
9.3	7.3	5.6	2.0	Virginica
7.6	4.3	4.5	4.3	Versicolor
6.6	5.4	6.0	0.2	Setosa
7.8	4.0	8.4	6.0	Versicolor
6.7	5.1	7.2	5.5	Versicolor
9.4	6.2	2.0	2.2	Setosa
10.2	6.5	10.1	3.3	Virginica
6.4	2.9	5.3	3.5	Versicolor
7.1	3.5	6.0	1.5	Versicolor
6.9	4.9	4.4	3.2	Setosa
10.7	7.0	10.3	3.3	Virginica
8.9	4.6	6.9	5.1	Virginica
5.9	6.4	4.2	2.4	Setosa
10.6	4.0	7.9	2.1	Virginica
6.4	3.8	7.1	4.6	Virginica
9.0	6.0	5.8	3.3	Setosa
10.7	6.3	8.2	4.0	Virginica
6.5	4.8	5.8	4.0	Versicolor
8.0	7.0	4.8	3.7	Setosa
10.1	4.1	5.6	5.9	Virginica
6.2	4.9	7.3	4.3	Versicolor
8.3	6.4	3.4	1.7	Setosa
11.0	4.2	5.6	5.5	Virginica
7.0	3.9	7.5	5.0	Versicolor
9.8	6.0	4.2	1.7	Setosa
5.6	5.9	2.9	2.3	Setosa
8.4	3.2	5.0	3.0	Versicolor
8.4	6.2	7.8	4.4	Virginica
6.3	7.5	2.9	0.1	Setosa
7.0	5.8	6.0	2.3	Versicolor
7.9	4.0	5.7	5.5	Versicolor
7.1	4.5	7.6	1.9	Versicolor
7.7	6.4	7.4	3.3	Virginica
6.3	3.3	6.4	1.3	Versicolor
7.6	3.8	7.4	3.5	Virginica
10.3	6.4	9.1	2.9	Virginica
7.7	7.1	7.5	4.0	Versicolor
9.3	3.0	6.0	3.1	Virginica
9.8	3.9	8.3	3.3	Virginica
6.0	5.2	5.7	3.7	Setosa
9.6	4.3	7.2	2.2	Versicolor
7.0	4.2	6.0	3.5	Versicolor
8.7	4.8	6.2	4.8	Setosa
11.2	4.1	4.9	5.4	Versicolor
9.1	6.5	6.9	4.8	Virginica
9.5	5.8	9.1	4.0	Versicolor
7.7	6.5	6.7	2.7	Versicolor
7.0	3.4	5.5	4.2	Setosa
10.4	3.0	6.6	2.8	Virginica
6.2	3.9	5.4	4.7	Setosa
10.9	6.3	8.4	5.0	Virginica
8.8	5.7	5.9	3.8	Virginica
5.0	5.8	3.3	1.3	Setosa
10.3	7.2	6.6	3.4	Virginica
9.9	4.2	8.8	4.8	Versicolor
6.1	6.8	1.6	2.2	Setosa
7.0	3.5	6.8	2.8	Virginica
9.0	7.5	5.6	1.2	Setosa
7.8	7.7	4.5	3.7	Setosa
10.3	6.8	10.5	6.5	Virginica
7.3	7.9	5.1	1.7	Setosa
9.1	6.5	1.4	4.3	Setosa
10.3	3.2	8.6	3.4	Virginica
9.0	6.5	8.5	4.3	Versicolor
7.1	7.5	6.1	3.3	Versicolor
7.7	7.3	8.7	3.7	Virginica
8.6	6.0	7.9	4.4	Versicolor
9.6	4.8	3.7	1.0	Setosa
6.0	6.1	8.9	5.2	Versicolor
8.7	4.9	2.5	2.9	Setosa
9.1	7.6	2.0	2.7	Setosa
7.7	3.7	1.6	4.2	Setosa
11.7	5.8	6.7	2.5	Virginica
6.6	7.4	5.2	2.9	Versicolor
8.3	2.6	5.5	5.7	Versicolor
9.5	2.4	5.3	5.6	Versicolor
8.6	7.2	5.2	4.8	Versicolor
6.6	5.9	7.6	2.3	Versicolor
5.5	6.6	1.4	4.2	Setosa
9.4	5.3	9.6	2.9	Virginica
8.9	3.7	5.3	2.8	Virginica
9.7	7.5	2.5	4.2	Setosa
8.7	6.1	8.6	5.0	Virginica
7.5	3.0	10.3	4.2	Virginica
6.7	3.1	7.6	3.4	Virginica
7.9	4.4	5.8	4.9	Setosa
10.0	7.4	7.5	4.6	Versicolor
10.2	7.3	8.8	3.3	Virginica
5.6	6.5	5.0	5.6	Versicolor
