petal.width	variety
5.3	Virginica
2.3	Versicolor
5.1	Versicolor
4.5	Virginica
2.3	Versicolor
2.7	Versicolor
2.3	Setosa
2.8	Virginica
3.2	Setosa
4.4	Versicolor
1.2	Setosa
1.8	Virginica
2.2	Setosa
4.7	Versicolor
1.2	Setosa
6.9	Virginica
1.3	Versicolor
2.3	Virginica
3.6	Setosa
0.7	Setosa
1.1	Versicolor
1.3	Versicolor
4.0	Virginica
2.2	Versicolor
0.2	Setosa
2.7	Setosa
3.0	Versicolor
5.0	Versicolor
5.5	Virginica
1.0	Versicolor
4.9	Virginica
3.9	Setosa
4.4	Setosa
2.9	Versicolor
3.4	Virginica
4.4	Virginica
6.3	Virginica
2.9	Setosa
2.8	Setosa
6.5	Virginica
2.0	Virginica
3.8	Versicolor
1.5	Versicolor
4.9	Virginica
2.1	Virginica
2.5	Versicolor
0.2	Setosa
4.6	Setosa
3.8	Virginica
3.2	Versicolor
6.5	Virginica
6.0	Virginica
3.3	Virginica
3.8	Setosa
5.5	Versicolor
2.5	Versicolor
2.7	Setosa
1.2	Setosa
3.2	Virginica
3.2	Setosa
5.5	Versicolor
0.3	Setosa
5.3	Virginica
5.6	Versicolor
2.3	Virginica
1.9	Virginica
2.6	Setosa
4.2	Setosa
2.2	Virginica
1.6	Versicolor
5.1	Virginica
3.4	Virginica
4.9	Versicolor
4.4	Setosa
4.5	Setosa
2.8	Virginica
2.1	Setosa
1.4	Versicolor
2.5	Versicolor
3.0	Versicolor
1.1	Setosa
4.0	Versicolor
2.7	Setosa
4.2	Setosa
4.2	Setosa
3.0	Versicolor
5.0	Versicolor
1.8	Setosa
4.2	Setosa
2.3	Virginica
3.1	Virginica
3.3	Virginica
4.8	Versicolor
2.7	Setosa
3.8	Versicolor
5.3	Virginica
4.8	Versicolor
0.2	Setosa
4.3	Virginica
3.9	Versicolor
2.3	Versicolor
4.5	Virginica
2.0	Versicolor
3.3	Versicolor
3.0	Virginica
