petal.length	variety
2.1	Setosa
9.1	Versicolor
8.8	Virginica
3.8	Setosa
8.5	Versicolor
4.4	Versicolor
1.5	Setosa
6.3	Versicolor
5.3	Virginica
5.5	Virginica
6.4	Setosa
1.7	Setosa
10.1	Virginica
6.4	Virginica
6.4	Virginica
6.0	Versicolor
3.6	Setosa
6.6	Virginica
5.7	Virginica
7.1	Virginica
7.7	Virginica
7.7	Versicolor
5.0	Versicolor
2.4	Setosa
6.4	Setosa
6.1	Versicolor
7.0	Versicolor
5.0	Setosa
2.2	Setosa
9.1	Virginica
3.1	Setosa
9.2	Versicolor
6.5	Versicolor
5.9	Setosa
2.6	Setosa
5.7	Setosa
1.6	Setosa
10.1	Virginica
6.1	Versicolor
2.3	Setosa
6.7	Versicolor
7.0	Virginica
8.9	Virginica
1.9	Setosa
7.7	Versicolor
7.6	Virginica
5.9	Setosa
2.9	Setosa
6.4	Versicolor
7.1	Virginica
4.5	Versicolor
3.4	Setosa
7.9	Virginica
2.0	Setosa
7.9	Virginica
3.6	Setosa
6.2	Virginica
9.1	Versicolor
8.0	Virginica
6.7	Versicolor
5.6	Virginica
6.3	Versicolor
6.7	Virginica
9.4	Versicolor
5.9	Virginica
6.9	Versicolor
4.5	Setosa
8.6	Virginica
9.6	Virginica
6.2	Versicolor
2.8	Setosa
3.2	Setosa
7.7	Virginica
6.4	Versicolor
8.5	Versicolor
4.5	Setosa
2.3	Setosa
8.1	Virginica
8.1	Virginica
7.6	Virginica
5.0	Versicolor
3.7	Versicolor
3.9	Setosa
5.5	Setosa
6.8	Virginica
1.3	Setosa
7.4	Versicolor
7.6	Versicolor
9.9	Virginica
4.5	Setosa
1.6	Setosa
5.4	Virginica
6.5	Virginica
4.6	Versicolor
5.8	Versicolor
3.3	Setosa
4.5	Versicolor
6.5	Versicolor
2.0	Setosa
7.7	Virginica
8.5	Virginica
6.8	Versicolor
1.8	Setosa
2.0	Setosa
3.4	Setosa
