sepal.width	petal.length	variety
5.0	7.0	Versicolor
5.0	8.5	Virginica
4.0	6.4	Versicolor
3.1	5.4	Versicolor
6.3	5.1	Virginica
3.9	4.4	Setosa
3.9	6.9	Virginica
3.2	10.2	Virginica
4.4	8.6	Versicolor
7.9	1.9	Setosa
4.5	8.0	Versicolor
2.8	7.6	Versicolor
6.3	7.5	Versicolor
6.0	5.8	Virginica
7.3	5.2	Versicolor
5.2	8.8	Virginica
4.5	7.5	Versicolor
3.8	8.9	Virginica
7.5	5.9	Setosa
3.1	5.4	Versicolor
5.3	5.7	Virginica
4.0	4.0	Setosa
4.3	4.9	Setosa
3.3	8.6	Virginica
3.0	6.5	Virginica
6.3	6.0	Virginica
5.9	4.5	Setosa
5.9	6.3	Versicolor
3.8	6.9	Virginica
6.1	10.6	Virginica
5.8	6.0	Versicolor
5.2	8.5	Virginica
3.5	6.7	Virginica
7.2	6.0	Setosa
6.4	2.0	Setosa
7.1	7.1	Virginica
6.1	8.2	Versicolor
7.4	7.7	Versicolor
6.7	7.7	Versicolor
3.9	5.2	Setosa
2.9	5.7	Versicolor
3.0	2.1	Setosa
3.9	8.5	Versicolor
4.1	4.5	Setosa
7.2	3.7	Setosa
7.2	2.9	Setosa
3.8	5.2	Versicolor
7.5	4.9	Setosa
4.8	1.7	Setosa
8.3	9.2	Virginica
2.4	7.7	Versicolor
4.0	6.5	Virginica
7.3	6.1	Virginica
2.9	7.3	Versicolor
5.9	3.0	Setosa
6.6	10.4	Virginica
4.5	9.6	Virginica
5.1	2.4	Setosa
5.0	4.5	Versicolor
4.1	9.6	Virginica
4.5	1.8	Setosa
5.4	10.8	Virginica
4.5	1.8	Setosa
7.4	6.0	Versicolor
3.9	4.2	Setosa
6.5	1.4	Setosa
7.0	8.3	Virginica
7.1	3.5	Setosa
5.2	7.0	Versicolor
6.5	2.4	Setosa
3.9	3.9	Setosa
5.3	4.5	Versicolor
5.0	4.6	Setosa
3.9	6.1	Setosa
5.5	6.1	Virginica
5.6	8.5	Versicolor
3.2	7.4	Versicolor
6.9	3.8	Setosa
4.9	6.1	Virginica
3.5	8.9	Versicolor
7.2	4.4	Setosa
7.5	1.4	Setosa
6.0	3.2	Setosa
7.8	1.9	Setosa
6.4	5.1	Versicolor
4.7	8.6	Virginica
6.2	4.0	Versicolor
4.2	5.5	Setosa
7.2	7.0	Versicolor
7.2	8.4	Virginica
6.2	7.2	Versicolor
2.7	6.6	Versicolor
3.5	8.0	Virginica
6.6	2.4	Setosa
7.6	7.0	Virginica
2.7	7.4	Versicolor
5.0	5.2	Versicolor
7.3	9.3	Virginica
3.3	8.2	Virginica
3.8	4.8	Setosa
2.6	8.0	Versicolor
4.8	3.7	Setosa
6.0	5.0	Versicolor
6.0	6.7	Versicolor
2.3	3.8	Versicolor
