sepal.length	sepal.width	petal.length	variety
7.1	2.7	6.2	Versicolor
8.7	6.1	3.5	Versicolor
9.8	6.3	4.7	Versicolor
6.6	5.9	5.1	Versicolor
8.2	7.5	2.0	Setosa
8.2	7.6	6.1	Virginica
9.9	7.2	6.2	Virginica
9.9	6.8	10.1	Virginica
7.5	5.6	5.4	Setosa
5.0	4.4	1.6	Setosa
8.3	3.7	6.1	Virginica
9.2	5.2	5.8	Setosa
5.4	7.7	2.8	Setosa
8.0	6.7	6.1	Versicolor
9.2	6.5	7.2	Virginica
9.3	6.7	8.4	Virginica
9.4	6.4	5.0	Setosa
9.7	6.8	6.2	Virginica
8.6	6.0	8.6	Versicolor
9.5	3.2	8.0	Virginica
6.9	7.9	5.2	Setosa
5.1	3.3	6.2	Setosa
4.9	6.0	6.0	Virginica
5.1	4.4	3.4	Setosa
7.6	7.1	3.5	Setosa
7.2	3.2	4.6	Setosa
5.1	4.6	5.5	Setosa
7.1	7.0	7.0	Versicolor
6.5	3.8	1.9	Setosa
8.0	3.4	6.0	Setosa
6.8	6.8	7.0	Virginica
7.9	7.1	2.0	Setosa
6.4	3.7	7.8	Virginica
6.1	7.2	1.9	Setosa
9.6	3.5	3.9	Setosa
10.3	7.2	5.9	Versicolor
5.9	7.1	4.4	Setosa
9.5	5.7	4.0	Versicolor
7.1	4.0	6.4	Virginica
10.0	6.0	5.3	Setosa
10.5	4.0	5.8	Virginica
10.7	5.5	9.8	Virginica
10.6	5.1	10.1	Virginica
7.5	3.0	5.2	Virginica
7.9	4.4	5.3	Setosa
8.5	6.2	5.4	Setosa
6.3	4.4	6.1	Virginica
6.6	5.9	8.1	Versicolor
6.7	5.1	9.1	Virginica
6.4	2.9	7.3	Versicolor
9.7	6.3	9.2	Virginica
7.7	8.6	1.5	Setosa
8.4	7.0	8.7	Versicolor
6.1	6.8	3.4	Setosa
7.2	5.8	5.6	Versicolor
9.4	6.5	5.6	Virginica
6.0	4.3	5.8	Setosa
5.5	3.3	4.0	Versicolor
6.4	4.0	1.8	Setosa
7.2	6.7	6.0	Virginica
6.3	7.7	5.5	Setosa
7.8	5.0	2.7	Setosa
8.8	6.0	6.4	Versicolor
10.2	7.0	6.1	Virginica
7.1	5.0	3.4	Setosa
6.2	6.9	6.3	Versicolor
8.8	3.2	5.4	Virginica
10.6	3.9	6.7	Versicolor
8.8	6.9	4.6	Setosa
8.2	4.6	6.4	Versicolor
8.5	6.8	4.8	Versicolor
10.7	7.5	8.3	Virginica
9.1	6.3	4.6	Setosa
8.2	6.5	7.2	Versicolor
8.5	6.4	8.5	Versicolor
5.9	3.4	2.2	Setosa
7.6	6.5	4.5	Versicolor
5.7	6.3	4.7	Setosa
7.6	6.3	8.0	Versicolor
7.6	5.0	11.1	Virginica
6.7	3.4	3.4	Setosa
7.8	3.1	7.5	Versicolor
7.5	3.5	1.6	Setosa
6.8	3.0	7.0	Virginica
6.7	5.8	5.3	Virginica
7.7	4.0	5.0	Versicolor
5.8	5.9	5.4	Setosa
7.6	5.0	7.9	Virginica
10.0	5.8	5.1	Versicolor
9.9	3.9	5.3	Versicolor
7.8	7.0	3.9	Setosa
7.8	4.2	6.6	Versicolor
7.4	6.8	9.6	Virginica
7.9	4.8	8.1	Virginica
8.8	4.9	10.3	Virginica
7.9	7.7	6.8	Virginica
6.5	4.9	7.7	Versicolor
6.3	5.0	4.6	Setosa
9.9	4.1	5.5	Virginica
6.9	5.6	8.1	Virginica
10.7	4.3	8.7	Virginica
5.4	6.0	8.5	Versicolor
6.0	4.0	6.8	Virginica
5.9	7.4	2.9	Setosa
5.5	6.0	4.1	Setosa
