sepal.length	sepal.width	petal.length	variety
6.1	7.9	3.4	Setosa
6.1	7.6	2.0	Setosa
7.2	5.5	7.0	Virginica
10.0	4.7	9.1	Versicolor
4.9	4.2	1.3	Setosa
9.4	6.4	2.7	Setosa
9.2	3.1	10.9	Virginica
11.1	3.9	8.6	Versicolor
8.0	6.2	9.1	Virginica
9.6	5.0	5.4	Virginica
9.2	2.7	7.0	Versicolor
9.7	4.1	3.5	Setosa
6.9	7.5	5.7	Versicolor
10.3	5.7	9.1	Virginica
8.0	6.3	7.1	Versicolor
8.5	5.3	1.3	Setosa
9.9	4.7	9.3	Virginica
7.7	6.7	2.8	Setosa
11.4	6.2	7.7	Virginica
9.6	7.5	8.1	Versicolor
5.8	3.4	6.1	Setosa
8.5	4.0	5.8	Setosa
8.0	6.9	9.0	Versicolor
8.4	3.6	5.9	Setosa
8.5	5.7	6.0	Versicolor
7.9	6.0	2.8	Setosa
7.2	5.3	5.7	Virginica
9.2	3.1	9.1	Virginica
8.5	5.2	6.7	Versicolor
11.7	3.3	9.2	Virginica
7.2	5.6	10.6	Virginica
8.5	4.9	2.1	Setosa
9.9	2.8	9.1	Virginica
8.4	4.6	2.0	Setosa
10.4	3.1	5.6	Virginica
7.3	6.8	7.2	Versicolor
9.4	5.4	4.8	Setosa
9.1	4.0	9.4	Virginica
8.1	7.0	2.9	Setosa
6.3	7.8	7.0	Virginica
7.6	6.4	9.2	Versicolor
7.0	5.9	5.2	Versicolor
9.1	6.3	1.7	Setosa
6.2	2.9	8.2	Versicolor
7.0	4.5	5.5	Versicolor
7.7	6.9	4.9	Setosa
6.2	5.0	4.0	Setosa
6.8	7.2	4.9	Virginica
8.5	4.3	2.9	Setosa
8.3	5.4	6.6	Virginica
9.2	6.9	9.4	Virginica
10.9	5.3	9.6	Virginica
9.5	6.0	7.0	Versicolor
6.5	3.4	3.8	Versicolor
10.8	6.2	7.4	Virginica
7.5	4.0	3.1	Setosa
7.7	6.6	5.9	Versicolor
7.4	6.0	9.1	Virginica
9.3	3.6	6.0	Versicolor
10.0	3.8	4.5	Versicolor
9.8	7.4	5.6	Virginica
5.4	4.0	8.5	Versicolor
9.6	5.3	1.5	Setosa
9.7	8.3	6.7	Virginica
9.6	5.0	7.5	Versicolor
6.7	5.2	6.1	Setosa
6.5	3.5	9.7	Virginica
9.9	4.2	9.3	Virginica
8.8	6.8	6.6	Virginica
8.0	7.7	2.7	Setosa
7.6	4.2	3.4	Setosa
7.4	4.5	6.5	Virginica
9.6	2.6	9.6	Virginica
7.0	3.5	5.1	Setosa
9.8	3.3	4.4	Versicolor
9.6	3.0	5.6	Versicolor
5.7	3.5	8.2	Versicolor
8.2	3.5	6.1	Virginica
7.0	5.0	7.0	Virginica
9.1	5.0	4.5	Versicolor
8.9	4.7	6.8	Versicolor
5.9	7.4	2.7	Setosa
5.1	7.7	1.5	Setosa
7.1	5.6	2.5	Setosa
9.6	5.3	6.2	Versicolor
7.2	6.3	7.5	Versicolor
7.1	2.5	7.4	Versicolor
8.8	4.7	5.5	Setosa
8.1	4.7	4.7	Versicolor
4.9	6.1	1.5	Setosa
10.7	3.6	8.2	Versicolor
7.4	5.6	6.4	Virginica
6.6	4.8	2.9	Setosa
4.4	2.9	1.9	Setosa
8.7	4.5	8.5	Versicolor
8.3	6.7	4.4	Versicolor
11.3	7.5	5.5	Virginica
10.4	3.4	4.8	Versicolor
10.9	7.6	9.4	Versicolor
8.8	4.1	4.6	Setosa
9.4	4.0	4.4	Setosa
9.4	6.4	3.0	Setosa
11.4	3.8	6.4	Virginica
7.7	4.8	5.7	Setosa
9.2	6.1	3.5	Versicolor
